"","cps19_ResponseId","ethnicity","own_residence","cps19_income_cat","cps19_education","cps19_bornin_canada","education","language","votechoice","age_bracket","province"
"5040","R_cBKDCSEeEPY13kB","Indian",0,4,5,2,"High school","English",1,"25-34","Ontario"
"5041","R_1QsTL0HUr4manda","English",1,6,9,1,"Bachelors","English",5,"45-54","New Brunswick"
"5042","R_ZIb9zFGqPPi3GKJ","Canadian",1,4,7,1,"College/Trades","English",5,"25-34","New Brunswick"
"5043","R_1g178M6dgBZlbxl","English",1,8,5,1,"High school","English",1,"45-54","Ontario"
"5044","R_cwmUKn5ZbiWBv5T","English",1,2,5,1,"High school","English",2,"55-64","Saskatchewan"
"5045","R_4PmjJ9UQ0c1OhJT","English",1,5,9,1,"Bachelors","English",1,"55-64","New Brunswick"
"5046","R_3j2uT2fkdXFGW1a","Canadian",1,4,7,1,"College/Trades","English",5,"35-44","Ontario"
"5047","R_24sg8287vUPgdWN","Canadian",0,4,10,1,"Postgrad","Neither",1,"65-74","Ontario"
"5048","R_1C8wImiw6pqXe8h","Canadian",0,3,5,1,"High school","English",5,"25-34","British Columbia"
"5049","R_1mtkngiFuhUT11j","English",0,2,7,1,"College/Trades","English",2,"55-64","Saskatchewan"
"5050","R_2P7p0JXp8pEjFOu","Canadian",0,6,11,1,"Postgrad","English",1,"65-74","Ontario"
"5051","R_26901fjynSUBgTY","Canadian",0,3,4,1,"No degree/ diploma","English_and_French",1,"55-64","Quebec"
"5052","R_3n1zx35QgTA2nae","English",1,7,8,1,"Bachelors","English",3,"45-54","Newfoundland and Labrador"
"5053","R_3qyaNlQmIYMI8AC","Canadian",1,4,9,1,"Bachelors","English",1,"35-44","Ontario"
"5054","R_2VdJUhjvEk4eLTD","Canadian",1,4,6,1,"College/Trades","English",2,"25-34","Alberta"
"5055","R_abitcKGO08e9NoR","Indian",1,4,9,1,"Bachelors","English",3,"18-24","Ontario"
"5056","R_2ZDKBEYGeOAHm4G","Canadian",1,5,9,1,"Bachelors","English",2,"65-74","Alberta"
"5057","R_2urinc0VNPxQuIt","Indian",0,9,6,1,"College/Trades","English",1,"35-44","British Columbia"
"5058","R_exp8xoIEeOmGGuB","German",1,3,6,1,"College/Trades","English",2,"65-74","Alberta"
"5059","R_3jThX8jiP1ypEk9","English",1,3,5,1,"High school","English",2,"65-74","Alberta"
"5060","R_1DTqePfRcNmCkeZ","Canadian",1,7,10,1,"Postgrad","English",1,"55-64","Ontario"
"5061","R_exuSyWbRJ4qPqYF","Canadian",1,5,9,1,"Bachelors","English",1,"25-34","Maintoba"
"5062","R_2uyqw8tPXVg1rCb","Canadian",1,9,9,2,"Bachelors","Neither",2,"55-64","British Columbia"
"5063","R_NVygPL8d0z3B293","Canadian",1,6,11,1,"Postgrad","Neither",1,"75+","Alberta"
"5064","R_32JG97wk73EH6Sn","English",1,4,7,1,"College/Trades","English",2,"55-64","Newfoundland and Labrador"
"5065","R_8ojLdMaAGIr8v61","Canadian",0,2,5,1,"High school","English_and_French",1,"35-44","Quebec"
"5066","R_2chLpWrzWKnh8TW","English",1,2,7,1,"College/Trades","English",1,"45-54","Nova Scoita"
"5067","R_2vjFlke2XVhMKTu","Canadian",1,4,9,2,"Bachelors","English",2,"55-64","Ontario"
"5068","R_1PTWnmYIjBG86fd","Canadian",0,2,9,1,"Bachelors","English",3,"18-24","Ontario"
"5069","R_9MDURbNRmhrJkop","German",1,2,6,1,"College/Trades","English",2,"45-54","Alberta"
"5070","R_1LLFbAsJHR9J0sq","Canadian",1,3,7,1,"College/Trades","French",2,"45-54","Quebec"
"5071","R_2ZZGoSvIUrrfJCI","Canadian",1,6,7,1,"College/Trades","English",2,"55-64","Ontario"
"5072","R_3oXAQ9sx9yAhm4H","Canadian",1,4,5,1,"High school","English_and_French",5,"45-54","Ontario"
"5073","R_4ZRFtGlT7yTKOeR","English",1,4,9,1,"Bachelors","English",1,"55-64","Ontario"
"5074","R_2Tq3igH73D3b4J0","Canadian",1,5,7,1,"College/Trades","French",4,"35-44","Quebec"
"5075","R_27y5KsoNybIzxhj","Canadian",0,2,10,1,"Postgrad","English_and_French",1,"35-44","Quebec"
"5076","R_YW7n4u1U71Ng54B","English",1,4,7,1,"College/Trades","English",1,"65-74","British Columbia"
"5077","R_1pPyGmLphPCt9Cf","Canadian",0,2,9,1,"Bachelors","French",1,"35-44","Quebec"
"5078","R_1ghlgd0AEs5pxHU","Italian",1,3,5,1,"High school","English",2,"65-74","British Columbia"
"5079","R_2YP9i6J3DFv6Vgf","Canadian",1,4,9,1,"Bachelors","French",1,"55-64","Quebec"
"5080","R_bd517S79bSmrTep","English",1,4,9,1,"Bachelors","English",3,"35-44","Ontario"
"5081","R_3PHqwm3z11LvYzA","Canadian",1,3,9,2,"Bachelors","English",2,"75+","Alberta"
"5082","R_30oXylNWOnoh4he","English",0,5,7,1,"College/Trades","English",1,"35-44","Prince Edward Island"
"5083","R_1eDZ39KZC7iutNh","Canadian",1,2,9,1,"Bachelors","English",1,"65-74","Maintoba"
"5084","R_qOTpYWpJ13yxejn","Canadian",1,6,9,1,"Bachelors","English",3,"65-74","Ontario"
"5085","R_3R9KsG0jHX3saIC","Canadian",1,6,10,1,"Postgrad","French",1,"25-34","Quebec"
"5086","R_3ewBncIuxOJV0Zm","English",1,4,5,1,"High school","English",2,"65-74","Ontario"
"5087","R_3RsfKtsHScGxRXX","Canadian",0,4,10,1,"Postgrad","English",1,"55-64","Quebec"
"5088","R_1QshMnmcl4RA7lK","English",1,3,7,1,"College/Trades","English",2,"65-74","Ontario"
"5089","R_2wdy0SVk2ZFct7q","Indian",0,3,10,2,"Postgrad","English",1,"25-34","Ontario"
"5090","R_3meMEiLwx8injXi","Irish",0,4,9,1,"Bachelors","English",1,"45-54","Ontario"
"5091","R_5bzBXOPIvQuGzct","Irish",1,3,7,1,"College/Trades","English",3,"45-54","Ontario"
"5092","R_20P5Vf3l9ZH0u4g","Canadian",1,4,7,1,"College/Trades","English",5,"25-34","Ontario"
"5093","R_WB3Gzw5WdNDglcl","Canadian",0,5,7,1,"College/Trades","English",2,"35-44","Ontario"
"5094","R_3NO4AuTVJ8IM5YU","English",1,3,4,1,"No degree/ diploma","English",5,"65-74","Nova Scoita"
"5095","R_3CCPdHMtiD0h1dP","English",0,5,5,1,"High school","English",1,"18-24","Alberta"
"5096","R_22P6JQtijiihc8w","Canadian",0,9,11,2,"Postgrad","English",1,"55-64","British Columbia"
"5097","R_3IXl8DGu9S4AftQ","Canadian",1,5,8,1,"Bachelors","French",1,"55-64","Quebec"
"5098","R_z7KkuG9OSbCGGLD","Chinese",1,4,9,1,"Bachelors","Neither",3,"25-34","Ontario"
"5099","R_3g1tarqZWeWlrW3","English",1,4,5,1,"High school","English",2,"25-34","Maintoba"
"5100","R_1DGu0QuAqZCdz10","Canadian",1,4,7,1,"College/Trades","French",2,"25-34","Quebec"
"5101","R_2Cgnl3P8JKYASuk","English",1,4,7,1,"College/Trades","English",2,"45-54","British Columbia"
"5102","R_3I3uoVyZMCFI8Qz","Indian",1,3,5,2,"High school","English",1,"45-54","Ontario"
"5103","R_1IpfyTGU2UfdMbE","Chinese",1,6,9,1,"Bachelors","English",2,"25-34","British Columbia"
"5104","R_8IghzGG3ZADuFZT","Canadian",1,3,7,1,"College/Trades","English",3,"55-64","Northwest Territories"
"5105","R_3rZr1uMThnkkwXn","Scottish",0,5,10,1,"Postgrad","English",1,"35-44","Ontario"
"5106","R_8ljgqcuzLCfWqqd","Indian",1,3,8,2,"Bachelors","Neither",3,"45-54","Ontario"
"5107","R_3F53lu0HhcPPJWH","Canadian",0,3,9,1,"Bachelors","English",2,"35-44","Alberta"
"5108","R_1IbCIqNNuajc4OV","Irish",0,2,6,1,"College/Trades","English",1,"55-64","Ontario"
"5109","R_3ExOI1lkWJlla6Y","English",0,2,9,1,"Bachelors","English",2,"55-64","Alberta"
"5110","R_1gU4HxYxGInfkSF","Canadian",1,4,7,1,"College/Trades","French",5,"55-64","Quebec"
"5111","R_3Db2JQM2flrtaud","Canadian",1,5,11,2,"Postgrad","Neither",2,"35-44","Ontario"
"5112","R_117OC2DnXMKZIiZ","Chinese",1,5,7,2,"College/Trades","Neither",2,"35-44","British Columbia"
"5113","R_XLgdb9EgrhvSlSp","Canadian",1,6,7,1,"College/Trades","English",2,"35-44","Ontario"
"5114","R_xGxc5iymIT4XQFr","Chinese",1,7,9,1,"Bachelors","English",2,"25-34","British Columbia"
"5115","R_2CJU7tMn8ECGDai","German",1,3,5,1,"High school","English",2,"25-34","Maintoba"
"5116","R_7ONH0RGv4VmN8NH","English",1,5,5,1,"High school","English",1,"55-64","Ontario"
"5117","R_2RVvRscLTr1zB90","First Nations",1,6,6,1,"College/Trades","English",2,"45-54","Ontario"
"5118","R_yXdt9LNkkUtR0dj","Canadian",1,6,10,1,"Postgrad","English",1,"65-74","Ontario"
"5119","R_5bUh7M4YJBrrnmV","Italian",1,9,7,1,"College/Trades","Neither",1,"45-54","Ontario"
"5120","R_23V0IAA5AWtBLXv","Canadian",1,4,9,1,"Bachelors","English_and_French",1,"25-34","Ontario"
"5121","R_x3MWkW0cvzlRTuV","Canadian",1,4,9,2,"Bachelors","English",1,"65-74","Ontario"
"5122","R_22J1F7cK3psrtrR","Canadian",0,3,6,1,"College/Trades","English",3,"45-54","British Columbia"
"5123","R_2zcOWVNWWcKIgX3","Canadian",1,7,9,1,"Bachelors","Neither",5,"35-44","Alberta"
"5124","R_3I0mQKSxQQgPtsD","English",0,4,9,1,"Bachelors","English_and_French",1,"25-34","Ontario"
"5125","R_2Ubc64ciW8Jgp8Q","Canadian",0,3,8,1,"Bachelors","English",3,"25-34","Ontario"
"5126","R_3j27L4PlUKyW8SR","Indian",0,2,9,2,"Bachelors","English",1,"18-24","British Columbia"
"5127","R_1P2cg49XjDZzrng","Canadian",0,2,7,1,"College/Trades","English_and_French",1,"25-34","Quebec"
"5128","R_33etepTJYNAk0pw","Italian",1,7,10,1,"Postgrad","English",2,"35-44","Ontario"
"5129","R_1DBBi9HkK2YXNl3","First Nations",0,2,5,1,"High school","English_and_French",3,"25-34","Ontario"
"5130","R_1q1FMkzGysvosFZ","Canadian",1,3,5,1,"High school","English_and_French",1,"65-74","Quebec"
"5131","R_3nrBxZt5H8fqPBK","Canadian",1,3,6,1,"College/Trades","English",1,"55-64","Ontario"
"5132","R_3I42XMBZGj2b33O","Canadian",0,2,9,1,"Bachelors","English_and_French",3,"45-54","Quebec"
"5133","R_1dMiYxEN5XC8zvZ","English",1,4,7,1,"College/Trades","English",1,"35-44","Ontario"
"5134","R_1pSG6E178hhBUWZ","Chinese",1,6,9,2,"Bachelors","Neither",1,"25-34","Ontario"
"5135","R_24qsnRENmIL9uaa","French",1,8,9,1,"Bachelors","English_and_French",1,"45-54","New Brunswick"
"5136","R_6V8YAZTLdXIIZrz","Canadian",1,4,9,1,"Bachelors","French",4,"55-64","Quebec"
"5137","R_28XPfOAw9XDurlr","English",1,2,4,1,"No degree/ diploma","English",5,"35-44","Nova Scoita"
"5138","R_3dHdUzY4sjS0R5k","English",0,4,5,1,"High school","English",1,"75+","Ontario"
"5139","R_3J2cnUUjm2uAdJN","Scottish",1,3,7,1,"College/Trades","English",2,"25-34","Saskatchewan"
"5140","R_217BsDvz2FUl0g2","Canadian",1,8,10,1,"Postgrad","English",1,"45-54","Ontario"
"5141","R_1jPw0WmRRUdZckI","Canadian",1,6,9,1,"Bachelors","English",3,"45-54","Ontario"
"5142","R_094nVPcc97kXK3D","Canadian",1,4,9,1,"Bachelors","English",1,"25-34","Nova Scoita"
"5143","R_1K73Cftg1igH2BS","Italian",0,9,7,1,"College/Trades","English",5,"25-34","Ontario"
"5144","R_sbUt9K85czeznJT","English",0,3,4,1,"No degree/ diploma","English",1,"25-34","Saskatchewan"
"5145","R_3fQ6pBl6iZP6Xri","Canadian",0,3,9,1,"Bachelors","English",2,"45-54","Ontario"
"5146","R_2q8xEFQkee7KplT","Canadian",1,4,9,1,"Bachelors","English",2,"55-64","Ontario"
"5147","R_3qg2FnnwfyZ5Ook","English",1,3,9,1,"Bachelors","English",1,"25-34","Ontario"
"5148","R_3qa3kTYiW4JvltC","Canadian",0,2,6,1,"College/Trades","English",1,"65-74","Ontario"
"5149","R_pygKpHEMuCgisEh","English",0,3,8,1,"Bachelors","English",5,"25-34","Saskatchewan"
"5150","R_1KdOBHKSuO2R5Rh","Canadian",1,6,7,1,"College/Trades","English",3,"25-34","British Columbia"
"5151","R_3MPqUsjN1FMMBZE","Chinese",1,4,5,1,"High school","English",1,"25-34","Ontario"
"5152","R_31LTPTNroZPXqZI","English",1,7,10,1,"Postgrad","English",1,"25-34","Ontario"
"5153","R_UyGEsD6VLOv0fC1","Canadian",0,3,4,1,"No degree/ diploma","English_and_French",4,"25-34","Quebec"
"5154","R_3jUlEjR0RjnnYJA","Canadian",1,3,8,1,"Bachelors","French",1,"65-74","New Brunswick"
"5155","R_81Z4WAtlHH90FCp","Canadian",1,2,8,1,"Bachelors","English_and_French",2,"25-34","Ontario"
"5156","R_2doUhmyssB0ISSO","Canadian",0,2,10,1,"Postgrad","English",3,"25-34","British Columbia"
"5157","R_2TLZ5f5hpVzidsR","English",1,2,7,2,"College/Trades","English",2,"65-74","Ontario"
"5158","R_3rI2OyW8ManWZs2","English",0,2,5,1,"High school","English",3,"65-74","New Brunswick"
"5159","R_2v2GLpo6bp7UuXR","Scottish",1,2,6,1,"College/Trades","English",1,"65-74","Ontario"
"5160","R_10oQmvR4jHqnZjm","English",1,2,4,2,"No degree/ diploma","English",1,"65-74","Saskatchewan"
"5161","R_3IQ4henFSXvdqkh","Indian",0,3,8,2,"Bachelors","English_and_French",1,"65-74","Ontario"
"5162","R_3XloraOVCiEbHwd","Canadian",1,3,7,2,"College/Trades","Neither",3,"65-74","Maintoba"
"5163","R_3M0BHDJe4EedGkl","English",1,6,6,1,"College/Trades","English",1,"35-44","Ontario"
"5164","R_0GtNHM7akI7a6vD","First Nations",0,2,7,1,"College/Trades","English",3,"45-54","Ontario"
"5165","R_3DcOwPg3apP6jDl","Canadian",1,3,8,2,"Bachelors","English",1,"45-54","Ontario"
"5166","R_3RdPV31Qs1sCfvy","Canadian",1,3,8,2,"Bachelors","English",3,"35-44","Maintoba"
"5167","R_O6SzQtxYD8BgF8Z","Canadian",1,2,4,1,"No degree/ diploma","English",5,"65-74","Prince Edward Island"
"5168","R_VUcnrz5B0CLn89r","Canadian",1,7,9,1,"Bachelors","English",1,"45-54","Ontario"
"5169","R_1lo5wd3tgVU9EOk","Italian",1,5,5,1,"High school","English_and_French",1,"18-24","Ontario"
"5170","R_2vcqY1Fhcob9psz","Canadian",1,4,5,1,"High school","English",2,"45-54","Ontario"
"5171","R_3I4SeBGzALphyji","Canadian",0,9,11,1,"Postgrad","French",5,"25-34","Quebec"
"5172","R_1d4sTQh5uVqKACo","English",1,4,6,1,"College/Trades","English_and_French",1,"35-44","Ontario"
"5173","R_2fvA6Oz8oQnlCIH","First Nations",0,2,6,1,"College/Trades","French",2,"45-54","Quebec"
"5174","R_Q5o05YpAvt3WniF","English",0,2,6,1,"College/Trades","English",2,"65-74","Ontario"
"5175","R_2DNQGvfRV40z3Ap","Chinese",1,6,9,2,"Bachelors","English",1,"35-44","Quebec"
"5176","R_UGUusvWDsde6uqd","Canadian",1,5,9,1,"Bachelors","French",1,"35-44","Ontario"
"5177","R_2EmzyeIx3rw6YlS","Canadian",1,4,5,1,"High school","English",1,"65-74","Newfoundland and Labrador"
"5178","R_2zHMaDIfNe002hG","Canadian",1,3,7,2,"College/Trades","English_and_French",1,"65-74","British Columbia"
"5179","R_BVUhHrayaKEy2Od","Canadian",1,4,5,1,"High school","English",2,"65-74","Ontario"
"5180","R_10P06zXuPSurfvC","Canadian",1,4,8,1,"Bachelors","French",3,"45-54","Quebec"
"5181","R_28CWLwJBHQ7cIlB","Canadian",0,6,9,1,"Bachelors","French",4,"75+","Quebec"
"5182","R_3r2iSwMWpuoMwad","Canadian",1,5,10,1,"Postgrad","English",1,"45-54","Ontario"
"5183","R_3KpjW7gpjG0eQgN","German",1,9,6,1,"College/Trades","English",2,"45-54","Ontario"
"5184","R_3nfn3dp7uxjKktw","Canadian",1,3,7,1,"College/Trades","English",2,"45-54","Ontario"
"5185","R_szMhq7t74fD3WPD","Chinese",1,5,9,1,"Bachelors","English",2,"25-34","Alberta"
"5186","R_w0net21EkA80lgJ","German",0,3,9,1,"Bachelors","English_and_French",5,"25-34","Ontario"
"5187","R_2qrqKaI6avtIinb","Canadian",1,6,8,1,"Bachelors","English",1,"55-64","Ontario"
"5188","R_2xyhMbdaqHFzJOp","Indian",1,7,7,2,"College/Trades","English",5,"35-44","Ontario"
"5189","R_9WSeK16eELgi4nL","Italian",1,3,9,1,"Bachelors","English",1,"65-74","Ontario"
"5190","R_9AWvfq4I4qTtunf","Canadian",0,3,7,1,"College/Trades","English",3,"35-44","Ontario"
"5191","R_3p3yWecdFV7y2qR","Canadian",1,4,6,1,"College/Trades","English",2,"65-74","British Columbia"
"5192","R_1lsgyZeXjvJLtk1","Chinese",1,3,5,2,"High school","Neither",2,"75+","Ontario"
"5193","R_2QuE26IotTdmJ9n","Canadian",1,4,4,1,"No degree/ diploma","English",2,"35-44","Alberta"
"5194","R_1mgbbE4qG8Eb20Q","Canadian",1,6,9,1,"Bachelors","English",2,"45-54","Alberta"
"5195","R_30q1znUSzQett6v","English",1,3,7,1,"College/Trades","English",2,"35-44","Ontario"
"5196","R_1gbBu7DHD5MLtfG","Canadian",0,2,9,1,"Bachelors","English",1,"45-54","Ontario"
"5197","R_ywiDIJ1VPDGoA2l","Canadian",1,3,7,2,"College/Trades","English",1,"65-74","Prince Edward Island"
"5198","R_3FX4DspdPNoqUbU","English",1,3,7,1,"College/Trades","English",2,"65-74","British Columbia"
"5199","R_2UWmTJqlF7zUZ9M","Canadian",1,3,9,1,"Bachelors","French",1,"75+","Quebec"
"5200","R_3ENcKOWFmS2Mt1V","English",1,4,9,1,"Bachelors","English",1,"65-74","Ontario"
"5201","R_3FPbN917QGNRbPh","Canadian",1,4,7,1,"College/Trades","English",2,"55-64","British Columbia"
"5202","R_BRsF9PdfHlBNzPj","Canadian",1,3,9,1,"Bachelors","English",1,"65-74","Ontario"
"5203","R_27eS0xwA1IWAZBt","Canadian",1,5,7,1,"College/Trades","French",1,"25-34","Quebec"
"5204","R_1IgcSEMO85lZXie","Canadian",1,3,6,1,"College/Trades","English",1,"65-74","Ontario"
"5205","R_udzMGxCQuXk6C6B","Canadian",0,2,6,1,"College/Trades","Neither",3,"65-74","Ontario"
"5206","R_C2epmORjMKPwTeN","Canadian",1,5,6,1,"College/Trades","French",2,"45-54","Quebec"
"5207","R_2e5zIjaeBCCUZfd","Canadian",0,3,10,1,"Postgrad","English",1,"45-54","Ontario"
"5208","R_2txqzOXCGB8vyEa","Canadian",1,4,9,1,"Bachelors","English",1,"18-24","Ontario"
"5209","R_3NFi6Md5BVZlVr9","Canadian",1,3,9,1,"Bachelors","English",2,"75+","British Columbia"
"5210","R_12a0NkAtsRq4OyB","Canadian",0,7,7,1,"College/Trades","French",1,"55-64","Quebec"
"5211","R_1kY9fIouONt8FOI","German",0,2,4,1,"No degree/ diploma","English",1,"55-64","Ontario"
"5212","R_WjKMquyWqtn0bst","English",1,9,7,1,"College/Trades","English",1,"55-64","Maintoba"
"5213","R_UYeGJZZnw976uGt","English",1,6,5,1,"High school","English",2,"45-54","Alberta"
"5214","R_t0oNj8TXbP7shQl","Canadian",1,4,5,1,"High school","French",4,"65-74","Quebec"
"5215","R_2flnXlykVQT1L4N","English",1,4,4,1,"No degree/ diploma","English",1,"45-54","Ontario"
"5216","R_3m92832H9q3FZZB","English",0,2,4,1,"No degree/ diploma","English",2,"55-64","Ontario"
"5217","R_28NjqVzI90Fr4mB","Canadian",1,4,9,2,"Bachelors","English",2,"35-44","Maintoba"
"5218","R_ONg6Y5AViPMJnfH","English",1,8,9,1,"Bachelors","English",5,"55-64","Ontario"
"5219","R_1qb5mKoiEcIOJN5","Canadian",1,2,9,1,"Bachelors","French",4,"55-64","Quebec"
"5220","R_3PgUgojWCLaVDey","Canadian",1,2,8,2,"Bachelors","French",1,"18-24","Ontario"
"5221","R_uh06VOoSk41g6Gd","Canadian",0,2,5,1,"High school","French",1,"25-34","Quebec"
"5222","R_3dWbQy4ob8InQJs","Canadian",1,4,9,1,"Bachelors","French",2,"65-74","Quebec"
"5223","R_1IbKf3J0agANyjL","Canadian",0,4,6,1,"College/Trades","French",4,"55-64","Quebec"
"5224","R_6Xpij64NvBrL8Tn","English",0,4,9,2,"Bachelors","English",1,"25-34","Ontario"
"5225","R_O7NE3GHxtRpEDOV","Canadian",1,3,9,1,"Bachelors","French",4,"45-54","Quebec"
"5226","R_4SjiHFbYxSyiUPn","French",1,5,10,1,"Postgrad","English_and_French",1,"55-64","Quebec"
"5227","R_2v0rj1GRLO33j5g","Scottish",0,6,5,1,"High school","English_and_French",5,"18-24","Ontario"
"5228","R_215GU96DYMNTeGs","Canadian",0,2,5,1,"High school","English",3,"45-54","New Brunswick"
"5229","R_a4dHK6aWzSo8849","Canadian",1,3,5,1,"High school","English",3,"65-74","Ontario"
"5230","R_qxxVSbfZu1CHglz","German",0,3,5,1,"High school","English_and_French",1,"55-64","Ontario"
"5231","R_10P2EktUUOyNAlE","Canadian",1,3,9,1,"Bachelors","English",2,"18-24","Alberta"
"5232","R_1OoWnzlX6algt5m","Chinese",1,6,9,2,"Bachelors","Neither",1,"25-34","Quebec"
"5233","R_1cUtFkkDQwE4m7b","English",1,1,9,1,"Bachelors","English",2,"18-24","Quebec"
"5234","R_1mQ8ffh7nVjTSXq","English",0,2,8,1,"Bachelors","English",5,"18-24","Alberta"
"5235","R_2WIK9g8w8I2wM8V","Canadian",1,3,5,1,"High school","English",1,"65-74","British Columbia"
"5236","R_1Nhrnj1sGEPhYkS","Canadian",1,5,6,1,"College/Trades","French",3,"65-74","Quebec"
"5237","R_9MLWhFLgS5tURvr","Canadian",1,4,8,1,"Bachelors","French",1,"55-64","Quebec"
"5238","R_3NvM8LAKarEDBwo","Canadian",0,6,9,1,"Bachelors","English_and_French",2,"55-64","Ontario"
"5239","R_W8yeH7Pn6PvNzwd","Canadian",1,7,10,1,"Postgrad","French",1,"35-44","Ontario"
"5240","R_1dMHBmcD1OE9pnK","Chinese",0,9,9,1,"Bachelors","English",3,"45-54","Alberta"
"5241","R_pozrsR9WDG7BFAZ","English",1,4,10,1,"Postgrad","English",1,"35-44","Ontario"
"5242","R_1NxIRGhjFpIFhBv","English",1,9,5,1,"High school","English",2,"65-74","Saskatchewan"
"5243","R_27yuy5D0oNRfXqK","English",0,3,8,1,"Bachelors","English",2,"25-34","Newfoundland and Labrador"
"5244","R_3dRnRYOfivw94zU","Canadian",1,3,7,1,"College/Trades","French",3,"18-24","Quebec"
"5245","R_3HLfNyj4LkZGCAm","Scottish",1,4,7,2,"College/Trades","English",2,"55-64","Ontario"
"5246","R_31AAMn49e9OX7rT","Canadian",0,7,11,1,"Postgrad","English",4,"35-44","Quebec"
"5247","R_1C7tenbKmpsnPEx","First Nations",1,4,6,1,"College/Trades","English",1,"25-34","British Columbia"
"5248","R_2xPPB6CI4zIuAWy","Canadian",1,2,7,2,"College/Trades","English",2,"65-74","Ontario"
"5249","R_2tD4IakftTKa0pk","First Nations",0,3,6,1,"College/Trades","English",3,"45-54","Maintoba"
"5250","R_9MPGKpMUuSE6dcR","Canadian",1,7,9,1,"Bachelors","English",5,"25-34","Ontario"
"5251","R_D2cW2fUxaqoKyNH","English",0,3,6,1,"College/Trades","English",1,"55-64","Alberta"
"5252","R_YaV2kA4NL7IZYpH","Chinese",1,2,9,2,"Bachelors","Neither",2,"55-64","Ontario"
"5253","R_2dswaxv5ittspBO","Canadian",1,9,6,1,"College/Trades","English",5,"55-64","Ontario"
"5254","R_3PSM0IyT4KDYpYs","Canadian",1,4,5,1,"High school","English_and_French",2,"75+","Ontario"
"5255","R_246IkEGk6KU8reB","Canadian",0,2,8,1,"Bachelors","English",5,"25-34","Ontario"
"5256","R_1ozianphCu0OjXP","English",1,6,7,2,"College/Trades","English",2,"45-54","Nova Scoita"
"5257","R_1Q63e7F41BRyVxX","Chinese",1,6,6,2,"College/Trades","Neither",1,"25-34","Alberta"
"5258","R_2AHkbKy1t4WEdGT","Canadian",1,7,9,1,"Bachelors","English",1,"45-54","Alberta"
"5259","R_9QyZyO7KdCASxAl","Canadian",0,5,8,1,"Bachelors","French",5,"18-24","Quebec"
"5260","R_PLodX2Fkwfhztwl","Canadian",0,3,8,2,"Bachelors","English_and_French",1,"18-24","Maintoba"
"5261","R_DOv6iBCZhbrRAml","Canadian",1,4,6,1,"College/Trades","French",1,"35-44","Ontario"
"5262","R_1LCixnqiKbkIL0f","English",1,5,5,1,"High school","English",2,"25-34","Alberta"
"5263","R_734vuCqpGb5y1Hj","Irish",1,6,9,1,"Bachelors","English",2,"55-64","Ontario"
"5264","R_2t8O5iczNyvDRoF","Canadian",1,3,5,1,"High school","French",1,"75+","Quebec"
"5265","R_3j0U1ocjbWUelzL","Canadian",1,4,10,1,"Postgrad","English",2,"75+","Ontario"
"5266","R_1OJE3P7GQnOw0tH","English",1,4,9,1,"Bachelors","English",2,"35-44","Ontario"
"5267","R_3fdyY6CZBjhEhYq","Canadian",1,4,4,1,"No degree/ diploma","English",3,"55-64","Ontario"
"5268","R_2q3FBtrTJTU3kMM","Canadian",1,3,7,1,"College/Trades","English",1,"25-34","Nova Scoita"
"5269","R_31ElpFqBonVIQcy","German",0,2,6,1,"College/Trades","English",2,"65-74","Alberta"
"5270","R_2tg0xGlxsb2XRZR","Canadian",1,3,7,2,"College/Trades","English",2,"35-44","Ontario"
"5271","R_7Ut4qIlnAZNIuXf","Canadian",1,4,7,1,"College/Trades","English",1,"65-74","Saskatchewan"
"5272","R_viscWtMtmUUdyrT","Canadian",0,5,7,1,"College/Trades","English",5,"55-64","British Columbia"
"5273","R_8CgP937nL2317gZ","Canadian",1,9,9,1,"Bachelors","French",1,"55-64","Quebec"
"5274","R_2CDQBhvfPGviQYs","Canadian",1,6,9,2,"Bachelors","English",2,"45-54","Saskatchewan"
"5275","R_10VmcwlEOFeiroW","Canadian",0,4,5,2,"High school","English",2,"65-74","Alberta"
"5276","R_2dhg8Yyq5khLAHv","Italian",1,7,10,1,"Postgrad","English",1,"65-74","Ontario"
"5277","R_3g8dOghGYHwwXgK","Chinese",1,6,9,2,"Bachelors","Neither",2,"55-64","Ontario"
"5278","R_AEPWdvkO127avQJ","English",0,6,6,2,"College/Trades","English",1,"35-44","Ontario"
"5279","R_3j3DI9LnaVcPWEz","Canadian",0,3,7,1,"College/Trades","English",3,"45-54","Alberta"
"5280","R_wZToHEp8artAsxz","Canadian",0,3,9,1,"Bachelors","English_and_French",1,"25-34","Quebec"
"5281","R_2PhvzHlbvQMxuQ3","English",1,2,8,1,"Bachelors","English",2,"65-74","Ontario"
"5282","R_28SDfDY3IBIFD5t","Canadian",0,3,7,1,"College/Trades","English",3,"35-44","Newfoundland and Labrador"
"5283","R_eFNLVYwayTHHQDD","Indian",0,4,10,2,"Postgrad","English",2,"35-44","Ontario"
"5284","R_3EsEiRwidazUGDF","Canadian",1,1,5,1,"High school","English",2,"18-24","Alberta"
"5285","R_3nPC4G8sqIC4Kno","English",1,6,9,1,"Bachelors","English_and_French",1,"65-74","Ontario"
"5286","R_us3WZOJe0IdW4MN","Canadian",0,4,7,1,"College/Trades","English",2,"25-34","Ontario"
"5287","R_3O7U0VmRiW8g7db","Canadian",1,9,10,2,"Postgrad","Neither",1,"25-34","Ontario"
