"","cps19_ResponseId","ethnicity","own_residence","cps19_income_cat","cps19_education","cps19_bornin_canada","education","language","votechoice","age_bracket","province"
"13919","R_3p5Sody8QACi6Fz","Scottish",1,4,7,2,"College/Trades","English",2,"55-64","Alberta"
"13920","R_2ByXkb9KQs0GEIG","Canadian",1,4,9,1,"Bachelors","English",2,"75+","Alberta"
"13921","R_yBzBaXXDueVgv6x","Canadian",1,8,10,1,"Postgrad","English_and_French",1,"25-34","Ontario"
"13922","R_3M4jwCC4MdfotWD","Canadian",0,4,7,1,"College/Trades","English",3,"55-64","British Columbia"
"13923","R_Q4ZozxY2f7PQva9","Canadian",1,8,7,2,"College/Trades","English",2,"25-34","Ontario"
"13924","R_2wvgA0eZE1Rowko","Canadian",1,7,10,1,"Postgrad","English",3,"35-44","Saskatchewan"
"13925","R_3JEIqY3IFbf2sYs","Canadian",1,5,7,1,"College/Trades","English",1,"25-34","Ontario"
"13926","R_a64BLntVTGGXFRv","Canadian",1,7,9,1,"Bachelors","English",5,"55-64","Ontario"
"13927","R_1LTloxRLScUYGM9","Irish",1,4,2,1,"No degree/ diploma","English",3,"45-54","Ontario"
"13928","R_2ctNYGAoMBbgMvz","Canadian",1,5,9,2,"Bachelors","English",1,"45-54","Saskatchewan"
"13929","R_2PqeMbJiEr4XvbG","English",0,2,5,1,"High school","English",1,"65-74","Maintoba"
"13930","R_2OJbh0iDPsabQ3V","English",1,7,4,1,"No degree/ diploma","English",2,"35-44","British Columbia"
"13931","R_21dhit1GLOKgVDq","Canadian",1,5,9,1,"Bachelors","English",2,"35-44","British Columbia"
"13932","R_2b3u1Z44V63Ank7","Canadian",1,5,8,2,"Bachelors","Neither",1,"45-54","Ontario"
"13933","R_2BfYFumfy3uyXho","Canadian",1,6,7,1,"College/Trades","English",3,"55-64","Ontario"
"13934","R_1HqLkGQDfI1lXTQ","Italian",1,4,5,2,"High school","Neither",1,"55-64","Quebec"
"13935","R_1LO4JqrlNcekxVa","English",0,3,9,1,"Bachelors","English",3,"25-34","Ontario"
"13936","R_1HkpoUpvyO4CiA4","Canadian",1,4,9,1,"Bachelors","English",1,"25-34","Ontario"
"13937","R_agcRr0hMaGevR9T","Canadian",1,2,6,1,"College/Trades","English_and_French",3,"18-24","Ontario"
"13938","R_3MPRtqvzS4mD5lz","French",0,3,10,2,"Postgrad","French",3,"35-44","Quebec"
"13939","R_3mgYLE2xhogOZMg","English",0,2,5,1,"High school","English",2,"55-64","Saskatchewan"
"13940","R_3mjEhzChqO97Xex","Canadian",1,3,9,1,"Bachelors","English",3,"45-54","British Columbia"
"13941","R_1OC5WQxEPe9lw9J","Canadian",1,4,7,2,"College/Trades","English",3,"45-54","Ontario"
"13942","R_1Ei1vQBY7aw5srv","German",1,8,8,1,"Bachelors","English",3,"55-64","Ontario"
"13943","R_2WVby5qo2EsL6wa","Canadian",1,7,10,1,"Postgrad","French",5,"55-64","Quebec"
"13944","R_vHTWRKgS08USxW1","Irish",0,2,5,1,"High school","English",5,"75+","British Columbia"
"13945","R_3R4T9Pd3dIZgRh7","Canadian",0,4,9,2,"Bachelors","Neither",2,"45-54","Ontario"
"13946","R_qEYxzlBsuTETATn","Canadian",0,2,5,2,"High school","English",2,"45-54","Alberta"
"13947","R_2Yzf7iejtPHmTfL","English",0,2,5,1,"High school","English",5,"55-64","Ontario"
"13948","R_3iJ3mvKLsakeDem","Irish",1,3,7,1,"College/Trades","English",2,"55-64","Ontario"
"13949","R_3hoM6bAeEhE3rDW","English",1,4,8,2,"Bachelors","Neither",2,"65-74","Ontario"
"13950","R_1otZtMXMXKBz7fU","Indian",1,5,6,2,"College/Trades","English",2,"25-34","British Columbia"
"13951","R_UAB2Ec1SmPEENKp","Canadian",1,3,7,2,"College/Trades","English",1,"25-34","Ontario"
"13952","R_yJ6b8CPURVSB9wB","Canadian",0,3,6,1,"College/Trades","English",2,"65-74","British Columbia"
"13953","R_2Pwnq8cY7CNVP3m","Scottish",1,7,9,2,"Bachelors","English",1,"55-64","Maintoba"
"13954","R_2vleWSFosXj8kac","Canadian",0,3,9,2,"Bachelors","English",1,"25-34","Ontario"
"13955","R_AGojFgXmA8a3DpL","Scottish",1,2,4,1,"No degree/ diploma","English",1,"45-54","Ontario"
"13956","R_1mQUtapS3tni1Y6","Canadian",1,3,7,1,"College/Trades","English",3,"35-44","Ontario"
"13957","R_3MEyqkPvl7jhvBb","Canadian",1,3,7,1,"College/Trades","French",2,"25-34","Quebec"
"13958","R_2uR4YrdY68qRanC","Canadian",1,3,7,1,"College/Trades","English",5,"65-74","Ontario"
"13959","R_3esIXkGvzzdipc5","Canadian",1,3,7,1,"College/Trades","French",1,"65-74","Quebec"
"13960","R_3lMSvxt7rkzheoG","Canadian",1,3,9,1,"Bachelors","English",2,"65-74","Alberta"
"13961","R_2fE7WvlHpJ3Ndt3","Canadian",1,5,8,1,"Bachelors","French",4,"45-54","Quebec"
"13962","R_2ZTECOJrLVMtDUS","English",0,3,8,1,"Bachelors","English",3,"25-34","Ontario"
"13963","R_6htKPJmWe170ltT","Canadian",0,6,6,1,"College/Trades","French",6,"35-44","Quebec"
"13964","R_Ryq44yy4JJbs0Nj","English",1,4,7,2,"College/Trades","English",2,"55-64","Alberta"
"13965","R_2CjNxoFyAk8lDOu","Canadian",1,6,5,1,"High school","French",2,"65-74","Ontario"
"13966","R_3ezATOIjZH7ALl7","Canadian",0,2,7,1,"College/Trades","French",4,"65-74","Quebec"
"13967","R_1E1m3NfX9x5aB23","Canadian",0,4,9,1,"Bachelors","French",1,"25-34","Yukon"
"13968","R_1eW5Z8nCfTyxPg6","Indian",0,4,9,2,"Bachelors","English",2,"25-34","Ontario"
"13969","R_1Bn2HaBg0tRzBC1","English",0,3,6,1,"College/Trades","English",2,"55-64","Ontario"
"13970","R_22rFg6Z5Kw8DanA","Chinese",0,3,7,1,"College/Trades","English",1,"25-34","Ontario"
"13971","R_2DTd5D0QAHNzNnE","German",1,4,7,1,"College/Trades","English",2,"55-64","Alberta"
"13972","R_3MyBWS7QYwveJH4","English",1,9,10,1,"Postgrad","English",1,"75+","Ontario"
"13973","R_1qajoHZ9m1IjTVW","Canadian",1,7,9,1,"Bachelors","Neither",2,"35-44","Maintoba"
"13974","R_2e8z8DkDhbE4KRz","English",1,3,5,1,"High school","English",1,"18-24","Alberta"
"13975","R_2qEpDF0UYSqA2MO","Canadian",1,3,7,1,"College/Trades","English_and_French",2,"65-74","Quebec"
"13976","R_2b36lZxPKeUaacy","Canadian",0,6,7,2,"College/Trades","English",1,"75+","Ontario"
"13977","R_yND1cDyhMypTWql","Canadian",0,1,8,2,"Bachelors","English",5,"18-24","Maintoba"
"13978","R_3QVLUDkBaQ356I8","English",1,5,9,1,"Bachelors","English",2,"75+","Ontario"
"13979","R_2CP9M24SGkd56bn","Canadian",1,7,9,2,"Bachelors","English",2,"55-64","Alberta"
"13980","R_yyZBcnoaYRn47n3","Canadian",1,3,7,1,"College/Trades","English_and_French",1,"45-54","Ontario"
"13981","R_2WGbpL2bF6JQ2pq","Canadian",0,2,5,2,"High school","Neither",1,"35-44","Quebec"
"13982","R_1PbpqfxLsSlxXgF","First Nations",1,5,7,1,"College/Trades","English",5,"25-34","Alberta"
"13983","R_3HOk7Hywqj1jpi0","Canadian",1,4,7,2,"College/Trades","English",1,"65-74","Ontario"
"13984","R_2OOpXdIso6Wshzm","Canadian",0,6,9,1,"Bachelors","English",1,"65-74","Quebec"
"13985","R_1oAy6uwSxhlJSAa","Canadian",1,2,5,1,"High school","English_and_French",5,"18-24","Quebec"
"13986","R_1dLmBWjxItEljCE","Canadian",1,4,8,2,"Bachelors","French",3,"18-24","Ontario"
"13987","R_vudq02Q1ogMHyzT","Canadian",0,8,7,1,"College/Trades","Neither",3,"25-34","Ontario"
"13988","R_3QYIR5znNvg1yRG","Canadian",1,2,10,1,"Postgrad","English",1,"35-44","Saskatchewan"
"13989","R_1joJNenhF6lqhPF","Canadian",1,5,10,1,"Postgrad","English",1,"65-74","Ontario"
"13990","R_1HcwwnrGZIPgx2G","Chinese",1,3,9,2,"Bachelors","English",2,"25-34","British Columbia"
"13991","R_3nNJxHFp6AoJK0N","Canadian",1,5,7,1,"College/Trades","French",6,"25-34","Quebec"
"13992","R_3EbSHmesHNDlNRA","Canadian",1,4,7,1,"College/Trades","French",3,"25-34","Quebec"
"13993","R_RUJ65dTuobHWxi1","Irish",1,7,9,1,"Bachelors","English_and_French",1,"75+","Ontario"
"13994","R_30vnDNmBvE8PEsz","Chinese",1,7,9,1,"Bachelors","English",1,"18-24","Alberta"
"13995","R_1i5sBcpS2wATf5M","Canadian",1,3,8,1,"Bachelors","French",4,"65-74","Quebec"
"13996","R_3fvhixFydPRohha","Canadian",1,2,9,1,"Bachelors","French",4,"45-54","Quebec"
"13997","R_2qEipF3mVU9bxCw","English",0,3,4,1,"No degree/ diploma","English",2,"35-44","Ontario"
"13998","R_a5GhMs2rYQRucwh","English",0,7,6,1,"College/Trades","English_and_French",2,"25-34","Ontario"
"13999","R_2R7IiDczuZyx7DE","Canadian",1,4,9,1,"Bachelors","English",1,"45-54","Ontario"
"14000","R_5oQsZCyIeV3er7z","Canadian",0,3,8,2,"Bachelors","English",1,"35-44","Ontario"
"14001","R_x5WtmS7rh3a23Pb","Canadian",1,4,7,1,"College/Trades","English",2,"55-64","Ontario"
"14002","R_3dM02fkxgXwsW6U","Canadian",0,2,8,2,"Bachelors","English",1,"65-74","Ontario"
"14003","R_sIuhi5JOFtPIOOd","Canadian",1,3,7,1,"College/Trades","English",1,"45-54","Ontario"
"14004","R_3isPYzdv6lQbT4z","Canadian",1,8,9,1,"Bachelors","English",1,"45-54","Ontario"
"14005","R_1DD9Nfkp2NqJmEe","Chinese",1,5,6,1,"College/Trades","English",1,"35-44","British Columbia"
"14006","R_UQNoGDJ7Cq5Bvgt","Canadian",1,5,9,2,"Bachelors","Neither",3,"35-44","Quebec"
"14007","R_yIn0zR45buv1mM1","English",0,2,9,2,"Bachelors","English",1,"45-54","Ontario"
"14008","R_2cwjUajGWhnvsSB","Canadian",0,2,7,1,"College/Trades","English",1,"55-64","Ontario"
"14009","R_2wshhNyJBjKwgCw","Canadian",0,4,9,2,"Bachelors","English",1,"45-54","British Columbia"
"14010","R_1cYD7fo0q9TkbCa","Canadian",0,4,7,1,"College/Trades","English",1,"25-34","Ontario"
"14011","R_2WYHxX6xIH2tKoS","English",1,2,8,2,"Bachelors","English",1,"35-44","Ontario"
"14012","R_3rZdhZ2QBh05Cug","Canadian",1,3,9,1,"Bachelors","English",3,"65-74","British Columbia"
"14013","R_3PnSBLm5xpqYemW","Canadian",0,4,8,1,"Bachelors","English_and_French",1,"35-44","Ontario"
"14014","R_11Yhalq8lu7pNAn","English",0,7,10,1,"Postgrad","English",3,"25-34","Ontario"
"14015","R_2pLSwBnFQ60OdGq","English",1,3,9,1,"Bachelors","English",5,"25-34","Ontario"
"14016","R_1K7uGZUkyW5rd3t","Canadian",1,2,10,1,"Postgrad","English_and_French",2,"45-54","Alberta"
"14017","R_11bYcwPUPDSZpmD","Italian",1,3,6,1,"College/Trades","English",5,"55-64","Ontario"
"14018","R_yqj8Abcbu9pQIEN","Canadian",1,8,9,1,"Bachelors","English",2,"45-54","Ontario"
"14019","R_5BZNJiaSZb4c4PT","Canadian",0,2,8,2,"Bachelors","Neither",5,"25-34","Maintoba"
"14020","R_3qIPbEjWlPZAmKP","Indian",0,3,9,2,"Bachelors","Neither",2,"35-44","Maintoba"
"14021","R_3rJbgRzk2nZqG67","Chinese",1,5,9,2,"Bachelors","Neither",2,"55-64","British Columbia"
"14022","R_25EoU5SI8r2vrAx","French",1,3,7,2,"College/Trades","French",4,"45-54","Quebec"
"14023","R_1FnQIdbEt68aQzQ","Canadian",1,6,9,1,"Bachelors","English_and_French",3,"18-24","Ontario"
"14024","R_xlQpo0MCW6QgEtX","English",0,3,7,1,"College/Trades","English_and_French",6,"35-44","Ontario"
"14025","R_Av5Y6x7vPt2RBE5","First Nations",0,4,5,1,"High school","English",2,"35-44","Ontario"
"14026","R_0Tk0JCfNLgKcFsR","English",1,4,6,1,"College/Trades","English",5,"45-54","Ontario"
"14027","R_21iJslU0zzYI2JS","French",1,5,9,1,"Bachelors","English",5,"45-54","Ontario"
"14028","R_0667F0lf2T7FeEN","English",1,8,7,1,"College/Trades","English_and_French",3,"35-44","Ontario"
"14029","R_3hxsEJftZJBNh6r","Canadian",1,4,9,1,"Bachelors","English",1,"65-74","Ontario"
"14030","R_20YuOCPVbfrB9s8","Canadian",1,5,7,1,"College/Trades","English",3,"45-54","British Columbia"
"14031","R_3McIGmbbORdbSN4","French",1,5,9,1,"Bachelors","French",1,"45-54","Alberta"
"14032","R_3OpmJtQfjgs7gfG","Canadian",0,3,4,2,"No degree/ diploma","English",3,"65-74","Ontario"
"14033","R_2bHn9doWs15Ioce","Canadian",1,3,6,1,"College/Trades","English",1,"35-44","Ontario"
"14034","R_2du676mkovvFs8M","Canadian",1,4,10,1,"Postgrad","English",1,"35-44","Ontario"
"14035","R_w5xvUomw485o27n","Italian",1,5,9,1,"Bachelors","English",5,"25-34","Ontario"
"14036","R_1dFjawf9kTdmhYe","Canadian",1,2,6,1,"College/Trades","English_and_French",1,"18-24","Quebec"
"14037","R_7URXiNq4Asvba4F","English",0,2,5,1,"High school","English",3,"18-24","Ontario"
"14038","R_1Nb1iCffTnP1tQD","Canadian",0,3,6,2,"College/Trades","English",3,"55-64","Ontario"
"14039","R_3R8kq6zo2lR1MvE","Canadian",1,4,6,2,"College/Trades","Neither",2,"75+","Ontario"
"14040","R_25ZWp4yPixUD2la","Canadian",0,4,9,2,"Bachelors","English",1,"18-24","Ontario"
"14041","R_beyniQUhaZB7SRX","First Nations",0,2,9,1,"Bachelors","English",3,"45-54","Ontario"
"14042","R_1C8T7mWoO18svPv","Irish",1,4,8,1,"Bachelors","English",5,"35-44","Ontario"
"14043","R_3KIOj9fG7FuubPF","Canadian",0,2,10,1,"Postgrad","English",1,"55-64","Ontario"
"14044","R_2U4mfXtxHa3L1Ys","Scottish",0,4,5,1,"High school","English",2,"45-54","Ontario"
"14045","R_1MWdLjaL3ouDJkC","Canadian",1,4,9,2,"Bachelors","English",1,"25-34","Ontario"
"14046","R_BVOkAQT9986IRbz","German",1,3,6,1,"College/Trades","English",2,"45-54","Alberta"
"14047","R_1pyTpTIvgqx8b9M","Indian",1,2,9,2,"Bachelors","Neither",3,"35-44","Ontario"
"14048","R_2q45hNKpNOw3fYI","English",1,7,9,1,"Bachelors","English",1,"45-54","Ontario"
"14049","R_2Xbbzad7486Bndu","Chinese",1,3,9,2,"Bachelors","Neither",2,"35-44","Quebec"
"14050","R_1DCNHxYpk9J8JGR","Canadian",0,4,8,1,"Bachelors","English",1,"18-24","Ontario"
"14051","R_2YhzPM3YgNyXE0k","Canadian",1,5,9,1,"Bachelors","English",3,"35-44","Ontario"
"14052","R_pJK5XES8QLzew01","Canadian",1,5,7,1,"College/Trades","English",2,"55-64","Ontario"
"14053","R_3FXPyQrxZGI4opR","Canadian",1,5,9,1,"Bachelors","English",2,"25-34","Ontario"
"14054","R_YYnYKUEzJoOI2bL","Canadian",1,4,10,1,"Postgrad","English",2,"25-34","Maintoba"
"14055","R_1DMYcypV2QmE1iC","Canadian",1,4,9,1,"Bachelors","English_and_French",1,"35-44","Quebec"
"14056","R_8jEGpr63X7qUmZ3","Canadian",1,5,9,1,"Bachelors","English",2,"55-64","Alberta"
"14057","R_22P402tGqjTLG6s","Canadian",1,5,11,1,"Postgrad","English",1,"25-34","Ontario"
"14058","R_6yU3v2qs8FpIWTn","Canadian",1,3,5,1,"High school","English",3,"18-24","Alberta"
"14059","R_2D1chK67929kzvA","Scottish",1,7,6,1,"College/Trades","English",2,"55-64","Alberta"
"14060","R_2B2qsU6apV6MPxP","Canadian",1,7,10,1,"Postgrad","English_and_French",6,"35-44","Ontario"
"14061","R_1qaKDYfZfu8kxJ1","Chinese",1,6,9,2,"Bachelors","Neither",1,"45-54","Ontario"
"14062","R_1cUmfXPQaF165Rt","English",0,3,7,1,"College/Trades","English",3,"25-34","Ontario"
"14063","R_1Q3kC2qvoQQ1Tfd","Chinese",1,7,9,2,"Bachelors","Neither",1,"45-54","Ontario"
"14064","R_1IWacn2BuMNsnII","Italian",1,6,7,1,"College/Trades","English",3,"55-64","Ontario"
"14065","R_1FxjMyDCwVSuH7d","English",1,3,5,1,"High school","English",2,"55-64","Ontario"
"14066","R_1IRHudUUqDejzMP","English",0,5,8,2,"Bachelors","English",5,"35-44","Maintoba"
"14067","R_1QabpVkOudxMdcm","Canadian",1,3,7,1,"College/Trades","Neither",2,"65-74","Saskatchewan"
"14068","R_31a50GLQDMGAb9F","Italian",0,5,10,1,"Postgrad","English_and_French",3,"25-34","Quebec"
"14069","R_SQ8z88UBifO90e5","Canadian",1,6,10,2,"Postgrad","English",2,"55-64","Ontario"
"14070","R_r2vAjqfq8hRoYx3","English",1,2,4,1,"No degree/ diploma","English",2,"45-54","Ontario"
"14071","R_dapKM7nwK4mbjFv","Canadian",1,9,8,2,"Bachelors","Neither",2,"55-64","Ontario"
"14072","R_2yrt44uRUNE3a5x","English",0,4,9,1,"Bachelors","English_and_French",3,"25-34","Ontario"
"14073","R_3HCAA7Z0Ug77SsJ","Canadian",1,8,9,1,"Bachelors","French",3,"45-54","Quebec"
"14074","R_2EddSBAEhj8RZJF","Canadian",0,3,7,2,"College/Trades","English",3,"65-74","Ontario"
"14075","R_PRSSeyDL5SbAYZr","Canadian",0,3,10,1,"Postgrad","French",1,"25-34","Quebec"
"14076","R_Z9mm38a2bCdCNB7","German",1,5,9,1,"Bachelors","English",2,"25-34","Saskatchewan"
"14077","R_3JYWSKbGaXEGBDb","Canadian",1,4,7,1,"College/Trades","French",4,"35-44","Quebec"
"14078","R_dnw5ZfiZGZYUbo5","Chinese",1,5,8,2,"Bachelors","Neither",2,"35-44","Ontario"
"14079","R_3rZhDJAYe1ZeSQE","French",1,7,10,1,"Postgrad","French",1,"55-64","Quebec"
"14080","R_3fLpr4qhGEqs9XP","Canadian",0,2,7,1,"College/Trades","English",3,"55-64","British Columbia"
"14081","R_RqNb5Otm0YRMjfz","Chinese",0,9,9,2,"Bachelors","Neither",1,"35-44","Ontario"
"14082","R_3hcjBdwX33F85Xc","Canadian",1,2,6,1,"College/Trades","English",3,"65-74","Ontario"
"14083","R_2eX1B8Zzy1yL6Zz","Chinese",1,9,9,1,"Bachelors","Neither",3,"45-54","Maintoba"
"14084","R_6Ya95q3K4ziOdwZ","Canadian",1,5,10,2,"Postgrad","English",5,"75+","British Columbia"
"14085","R_22V2GK0k1GcUfp6","Chinese",1,7,11,1,"Postgrad","English",2,"35-44","British Columbia"
"14086","R_2yaxuGNqWMjb4Dr","Canadian",0,4,7,2,"College/Trades","English",1,"45-54","British Columbia"
"14087","R_1nZ0kwUD0d4gp4O","English",1,6,10,1,"Postgrad","English",2,"45-54","Alberta"
"14088","R_3ndXgciYYvZOwDe","Canadian",0,2,9,1,"Bachelors","French",3,"55-64","Quebec"
"14089","R_264QJD7uqgTcCzW","Canadian",1,6,6,1,"College/Trades","French",4,"65-74","Quebec"
"14090","R_3nBg0gJC1OBuySh","Canadian",0,5,9,1,"Bachelors","English",2,"45-54","Maintoba"
"14091","R_21FidYHtggzemkO","Chinese",1,9,9,2,"Bachelors","English",3,"25-34","British Columbia"
"14092","R_1qgouzpWk9h5GOL","Canadian",0,3,7,2,"College/Trades","English",6,"25-34","Maintoba"
"14093","R_SHpolfq01lELJFn","English",0,9,5,1,"High school","English",3,"45-54","Ontario"
"14094","R_2PzCQESDrDmlaF9","German",1,3,5,1,"High school","English",2,"55-64","Alberta"
"14095","R_1hDUzs3Ak6jle6C","English",1,5,10,2,"Postgrad","English",2,"45-54","Ontario"
"14096","R_1GNgSFvNUt8OKO6","Canadian",0,3,7,1,"College/Trades","English",2,"55-64","British Columbia"
"14097","R_1IgSdame9i6WkMi","Canadian",0,4,6,2,"College/Trades","Neither",3,"25-34","Alberta"
"14098","R_2fI43D1lggSOB4N","Canadian",1,7,9,1,"Bachelors","English",3,"45-54","Ontario"
"14099","R_2pYRFgFI7xdrgfE","Chinese",1,3,9,1,"Bachelors","English",3,"25-34","Ontario"
"14100","R_efeh59Fdc4BuT4J","Canadian",0,2,8,1,"Bachelors","English",2,"45-54","Alberta"
"14101","R_2QRH1B2MWvzxWfL","English",0,3,6,1,"College/Trades","English",5,"35-44","British Columbia"
"14102","R_5gyDTy9IDV3gZxv","Canadian",0,2,4,1,"No degree/ diploma","English",1,"18-24","British Columbia"
"14103","R_1n1uxLAtA6sCFIv","Canadian",0,2,7,1,"College/Trades","English",1,"55-64","Ontario"
"14104","R_exq9LSAWM1wc1EJ","English",0,3,7,1,"College/Trades","English",3,"35-44","Ontario"
"14105","R_2R50CEpe8j76h8H","Canadian",0,2,8,1,"Bachelors","English",3,"25-34","British Columbia"
"14106","R_3IWxto2uFRDFh6i","Canadian",0,3,7,1,"College/Trades","French",6,"65-74","Quebec"
"14107","R_vq0Ok5JvF1hyIBr","Canadian",0,4,6,2,"College/Trades","French",1,"25-34","Quebec"
"14108","R_2WYbps4ZuiwhCwi","Canadian",1,4,7,1,"College/Trades","English",6,"25-34","Ontario"
"14109","R_ZgBB0qcwBh0oWgV","Italian",1,5,10,1,"Postgrad","English_and_French",1,"35-44","Ontario"
"14110","R_32PzTp1NWpHQF7P","Canadian",1,7,7,2,"College/Trades","English_and_French",1,"75+","Ontario"
"14111","R_2EgYpYoyvUALO3R","First Nations",0,3,8,1,"Bachelors","English",1,"45-54","Ontario"
"14112","R_1LomhGXsmW6pP3Y","Canadian",1,3,8,2,"Bachelors","English",1,"45-54","British Columbia"
"14113","R_wT73S2uYWhEdkLT","French",1,8,6,1,"College/Trades","English_and_French",1,"55-64","Quebec"
"14114","R_2tKBRTlJ256b5dh","Canadian",1,6,8,1,"Bachelors","English",1,"45-54","Ontario"
"14115","R_1JCsZDhtbGIMHvI","Canadian",1,7,5,2,"High school","English",2,"65-74","Alberta"
"14116","R_1JFyGaJYWawaGu8","English",1,4,9,2,"Bachelors","English_and_French",5,"45-54","Ontario"
"14117","R_0BcQJGKA1hA56gN","Canadian",1,4,8,1,"Bachelors","Neither",2,"45-54","Ontario"
"14118","R_9BmePSNEplXgfOV","Canadian",0,4,7,1,"College/Trades","English",2,"25-34","British Columbia"
"14119","R_AGlMVKa2wdZuHuN","First Nations",0,4,4,1,"No degree/ diploma","English",1,"25-34","Alberta"
"14120","R_1r8Hr4gWCWuKaHm","Canadian",1,3,5,1,"High school","French",4,"55-64","Quebec"
"14121","R_6DWW19YnjcInCoN","Irish",0,3,7,1,"College/Trades","English",1,"65-74","Ontario"
"14122","R_2rNlJQeksh6BovQ","Canadian",1,4,6,1,"College/Trades","French",2,"65-74","Ontario"
"14123","R_2WZj3Nz0UvlTGdZ","Canadian",1,4,7,1,"College/Trades","English",2,"55-64","Ontario"
"14124","R_1LBWiOosrVbqavS","Canadian",0,4,7,1,"College/Trades","English",3,"45-54","Ontario"
"14125","R_NWTF3NRppSIAYAp","Canadian",1,3,9,1,"Bachelors","French",2,"55-64","Quebec"
"14126","R_3pm4G7P5v2N99pA","Canadian",1,4,7,1,"College/Trades","English",2,"55-64","Ontario"
"14127","R_2pK6Jlfz1ODXBeT","Canadian",1,9,11,1,"Postgrad","English",1,"45-54","Ontario"
"14128","R_OP5JOc1gZvY8eu5","Canadian",1,2,7,1,"College/Trades","Neither",3,"35-44","Ontario"
"14129","R_2RQfriC6mr00LgM","Canadian",0,3,9,1,"Bachelors","French",2,"25-34","Quebec"
"14130","R_1n15LZ034V6u8Aj","Canadian",1,5,9,1,"Bachelors","English",1,"45-54","Maintoba"
"14131","R_3PZe9NP2kBUwHwJ","French",1,6,10,1,"Postgrad","French",4,"65-74","Quebec"
"14132","R_2zTMIKJIqI1pH3K","Canadian",1,4,5,1,"High school","English_and_French",4,"45-54","Quebec"
"14133","R_3fUyXkpge9Cl2E4","Canadian",1,9,7,1,"College/Trades","English",1,"45-54","Newfoundland and Labrador"
"14134","R_3CBeYtMc51XpL1s","French",1,6,9,1,"Bachelors","English_and_French",2,"55-64","Ontario"
"14135","R_RVM3sc1COi1o0V3","Canadian",1,8,8,2,"Bachelors","English",2,"45-54","Alberta"
"14136","R_3kGmMtn9tKR8oWm","English",0,3,9,1,"Bachelors","English",3,"25-34","Quebec"
"14137","R_1jdIM14vsi0UfjY","English",0,3,5,1,"High school","English",1,"45-54","British Columbia"
"14138","R_3HGMqfFbIuCSFFZ","Canadian",0,3,5,1,"High school","English",5,"45-54","Ontario"
"14139","R_2z60oVL8q9tUXY8","English",1,3,8,1,"Bachelors","English",2,"65-74","Alberta"
"14140","R_2V1qjSPHAj0hZ5P","English",0,3,9,1,"Bachelors","English",3,"35-44","Newfoundland and Labrador"
"14141","R_20Suobg8rTAv3Zs","English",0,3,5,1,"High school","English",6,"35-44","Maintoba"
"14142","R_33pPipGU5QqJjqP","Canadian",1,7,8,2,"Bachelors","Neither",1,"35-44","Ontario"
"14143","R_3QErJUaduhoi1ef","Canadian",0,3,11,1,"Postgrad","English",1,"25-34","Ontario"
"14144","R_RICubcJTxiM9wM9","French",1,5,11,1,"Postgrad","French",1,"55-64","Quebec"
"14145","R_vpKUBXFiX34tIFb","Canadian",1,5,8,1,"Bachelors","French",3,"55-64","Quebec"
"14146","R_1jlB3jLocM9FpQk","Canadian",1,5,6,1,"College/Trades","French",4,"55-64","Quebec"
"14147","R_bBB7aF2mPWpPKtH","German",1,4,4,1,"No degree/ diploma","English",2,"55-64","Ontario"
"14148","R_3qjkmxQpjt6JzsO","Canadian",1,7,8,1,"Bachelors","English",3,"45-54","Saskatchewan"
"14149","R_3DbdNxH5Iz0MMP1","Canadian",1,6,7,1,"College/Trades","French",1,"35-44","Quebec"
"14150","R_2wFSoqGHMlHDmwW","Canadian",0,3,9,1,"Bachelors","French",4,"35-44","Quebec"
"14151","R_3flp0Psl4HLu4OB","Canadian",1,3,5,1,"High school","English",2,"55-64","Saskatchewan"
"14152","R_1FaEFyJStAT55cq","Canadian",1,8,9,1,"Bachelors","English_and_French",1,"45-54","Ontario"
"14153","R_12JVWIchdKKGbbj","Canadian",1,5,7,1,"College/Trades","French",2,"35-44","Quebec"
"14154","R_bNQHiJ8bgm8AeVX","Canadian",1,5,7,1,"College/Trades","French",1,"45-54","Quebec"
"14155","R_1nUccjNYwCj4OcK","Canadian",1,4,5,1,"High school","French",4,"55-64","Quebec"
"14156","R_3JsDKvFFtGIYkNk","Scottish",0,6,6,2,"College/Trades","English",3,"35-44","Ontario"
"14157","R_3OokNv74V8EOoch","Irish",1,6,8,1,"Bachelors","English",3,"55-64","Ontario"
"14158","R_6zECZ8AxLnl4Hpn","English",0,2,7,2,"College/Trades","English",1,"55-64","Ontario"
"14159","R_1pmrQzbhB1OHSR0","Indian",1,8,9,1,"Bachelors","English",1,"18-24","Ontario"
"14160","R_3OcS9U81Ejhajo1","Chinese",0,3,5,1,"High school","English",1,"25-34","British Columbia"
"14161","R_3gUBDKF3BgzFAHx","English",0,3,4,1,"No degree/ diploma","English",1,"45-54","New Brunswick"
"14162","R_216NHRrldGn1GDs","Indian",1,6,8,1,"Bachelors","English",1,"35-44","Ontario"
"14163","R_2wT77ETqursJmiI","Scottish",1,6,6,1,"College/Trades","English",5,"45-54","Ontario"
"14164","R_1r7ZTD8BYsFmGGw","Canadian",0,3,9,1,"Bachelors","French",5,"25-34","Quebec"
"14165","R_2Bzc6vDYvSckok8","Canadian",0,4,5,2,"High school","Neither",1,"35-44","Alberta"
