"","Riding","Sex","Ethnic Origins","n","freq"
"3525","Dartmouth--Cole Harbour","Female","Irish",12105,0.151492397221701
"3526","Dartmouth--Cole Harbour","Female","German",5525,0.0691446092234528
"3527","Dartmouth--Cole Harbour","Female","Chinese",455,0.00569426193604906
"3528","Dartmouth--Cole Harbour","Female","Italian",860,0.0107627808022026
"3529","Dartmouth--Cole Harbour","Female","First_Nations",2790,0.034916463300169
"3530","Dartmouth--Cole Harbour","Female","South_Asian",490,0.00613228208497591
"3531","Halifax","Female","Canadian",15665,0.205361824855794
"3532","Halifax","Female","English",14040,0.184058730991085
"3533","Halifax","Female","Scottish",14380,0.188515993707394
"3534","Halifax","Female","French",8005,0.104942317776612
"3535","Halifax","Female","Irish",12660,0.165967488201363
"3536","Halifax","Female","German",5420,0.0710540115364447
"3537","Halifax","Female","Chinese",1705,0.0223518615626639
"3538","Halifax","Female","Italian",1355,0.0177635028841112
"3539","Halifax","Female","First_Nations",2080,0.0272679601468275
"3540","Halifax","Female","South_Asian",970,0.0127163083377032
"3541","Halifax West","Female","Canadian",17015,0.228573347662547
"3542","Halifax West","Female","English",14250,0.191429339065019
"3543","Halifax West","Female","Scottish",13590,0.182563138097797
"3544","Halifax West","Female","French",7985,0.107267598065556
"3545","Halifax West","Female","Irish",11490,0.154352498656636
"3546","Halifax West","Female","German",4700,0.0631380977968834
"3547","Halifax West","Female","Chinese",1060,0.0142396560988716
"3548","Halifax West","Female","Italian",1080,0.0145083288554541
"3549","Halifax West","Female","First_Nations",1965,0.0263970983342289
"3550","Halifax West","Female","South_Asian",1305,0.017530897367007
"3551","Kings--Hants","Female","Canadian",20545,0.299795709908069
"3552","Kings--Hants","Female","English",13585,0.198234349919743
"3553","Kings--Hants","Female","Scottish",11640,0.169852619290822
"3554","Kings--Hants","Female","French",4950,0.07223113964687
"3555","Kings--Hants","Female","Irish",9115,0.133007441996206
"3556","Kings--Hants","Female","German",5490,0.0801109003356194
"3557","Kings--Hants","Female","Chinese",160,0.00233474390777762
"3558","Kings--Hants","Female","Italian",390,0.00569093827520794
"3559","Kings--Hants","Female","First_Nations",2595,0.0378666277542682
"3560","Kings--Hants","Female","South_Asian",60,0.000875528965416606
"3561","Sackville--Preston--Chezzetcook","Female","Canadian",19635,0.264961878415761
"3562","Sackville--Preston--Chezzetcook","Female","English",14225,0.191957357803117
"3563","Sackville--Preston--Chezzetcook","Female","Scottish",12595,0.169961541056609
"3564","Sackville--Preston--Chezzetcook","Female","French",8125,0.109641724579988
"3565","Sackville--Preston--Chezzetcook","Female","Irish",10625,0.143377639835369
"3566","Sackville--Preston--Chezzetcook","Female","German",5385,0.0726671614600904
"3567","Sackville--Preston--Chezzetcook","Female","Chinese",225,0.00303623237298428
"3568","Sackville--Preston--Chezzetcook","Female","Italian",680,0.0091761689494636
"3569","Sackville--Preston--Chezzetcook","Female","First_Nations",2550,0.0344106335604885
"3570","Sackville--Preston--Chezzetcook","Female","South_Asian",60,0.000809661966129141
"3571","South Shore--St. Margarets","Female","Canadian",22200,0.302493527728573
"3572","South Shore--St. Margarets","Female","English",13385,0.182381795884998
"3573","South Shore--St. Margarets","Female","Scottish",9935,0.135372666575828
"3574","South Shore--St. Margarets","Female","French",6170,0.0840713993732116
"3575","South Shore--St. Margarets","Female","Irish",7870,0.107235318163238
"3576","South Shore--St. Margarets","Female","German",10745,0.146409592587546
"3577","South Shore--St. Margarets","Female","Chinese",150,0.00204387518735523
"3578","South Shore--St. Margarets","Female","Italian",470,0.00640414225371304
"3579","South Shore--St. Margarets","Female","First_Nations",2390,0.0325657446518599
"3580","South Shore--St. Margarets","Female","South_Asian",75,0.00102193759367761
"3581","Sydney--Victoria","Female","Canadian",14545,0.247216792725419
"3582","Sydney--Victoria","Female","English",9095,0.154584855953089
"3583","Sydney--Victoria","Female","Scottish",14515,0.24670689215603
"3584","Sydney--Victoria","Female","French",6165,0.104784567009433
"3585","Sydney--Victoria","Female","Irish",8080,0.137333220022096
"3586","Sydney--Victoria","Female","German",1155,0.0196311719214753
"3587","Sydney--Victoria","Female","Chinese",210,0.00356930398572278
"3588","Sydney--Victoria","Female","Italian",1215,0.0206509730602532
"3589","Sydney--Victoria","Female","First_Nations",3785,0.0643324551712416
"3590","Sydney--Victoria","Female","South_Asian",70,0.00118976799524093
"3591","West Nova","Female","Canadian",20510,0.316805684275564
"3592","West Nova","Female","English",12470,0.192616620327464
"3593","West Nova","Female","Scottish",8055,0.124420759962929
"3594","West Nova","Female","French",9475,0.146354649366698
"3595","West Nova","Female","Irish",7050,0.108897126969416
"3596","West Nova","Female","German",4310,0.0665739882607353
"3597","West Nova","Female","Chinese",100,0.00154464009885697
"3598","West Nova","Female","Italian",410,0.00633302440531356
"3599","West Nova","Female","First_Nations",2280,0.0352177942539388
"3600","West Nova","Female","South_Asian",80,0.00123571207908557
"3601","Acadie--Bathurst","Female","Canadian",28920,0.603883900605554
"3602","Acadie--Bathurst","Female","English",2190,0.0457297974524953
"3603","Acadie--Bathurst","Female","Scottish",1760,0.0367508874504072
"3604","Acadie--Bathurst","Female","French",9445,0.197222802255168
"3605","Acadie--Bathurst","Female","Irish",3160,0.065984547922322
"3606","Acadie--Bathurst","Female","German",405,0.00845688035080393
"3607","Acadie--Bathurst","Female","Chinese",65,0.0013572770933389
"3608","Acadie--Bathurst","Female","Italian",190,0.00396742534975987
"3609","Acadie--Bathurst","Female","First_Nations",1740,0.0363332637293798
"3610","Acadie--Bathurst","Female","South_Asian",15,0.000313217790770516
"3611","Beauséjour","Female","Canadian",26320,0.461916461916462
"3612","Beauséjour","Female","English",5990,0.105124605124605
"3613","Beauséjour","Female","Scottish",4015,0.0704633204633205
"3614","Beauséjour","Female","French",12445,0.218409968409968
"3615","Beauséjour","Female","Irish",4670,0.081958581958582
"3616","Beauséjour","Female","German",1245,0.0218497718497719
"3617","Beauséjour","Female","Chinese",90,0.00157950157950158
"3618","Beauséjour","Female","Italian",340,0.00596700596700597
"3619","Beauséjour","Female","First_Nations",1815,0.0318532818532819
"3620","Beauséjour","Female","South_Asian",50,0.000877500877500878
"3621","Fredericton","Female","Canadian",17540,0.255722408514361
"3622","Fredericton","Female","English",13115,0.191208630995772
"3623","Fredericton","Female","Scottish",11315,0.164965738445838
"3624","Fredericton","Female","French",7915,0.115395830295962
"3625","Fredericton","Female","Irish",11550,0.168391893862079
"3626","Fredericton","Female","German",2945,0.0429362880886427
"3627","Fredericton","Female","Chinese",635,0.00925790931622686
"3628","Fredericton","Female","Italian",650,0.00947660008747631
"3629","Fredericton","Female","First_Nations",2460,0.0358652864849103
"3630","Fredericton","Female","South_Asian",465,0.00677941390873305
"3631","Fundy Royal","Female","Canadian",19840,0.294318350393117
"3632","Fundy Royal","Female","English",13715,0.203456460465806
"3633","Fundy Royal","Female","Scottish",10510,0.155911585818128
"3634","Fundy Royal","Female","French",6760,0.100281857291203
"3635","Fundy Royal","Female","Irish",11230,0.166592493695297
"3636","Fundy Royal","Female","German",3515,0.0521435988725708
"3637","Fundy Royal","Female","Chinese",120,0.00178015131286159
"3638","Fundy Royal","Female","Italian",450,0.00667556742323097
"3639","Fundy Royal","Female","First_Nations",1190,0.0176531671858775
"3640","Fundy Royal","Female","South_Asian",80,0.00118676754190773
"3641","Madawaska--Restigouche","Female","Canadian",22450,0.586468129571578
"3642","Madawaska--Restigouche","Female","English",2100,0.054858934169279
"3643","Madawaska--Restigouche","Female","Scottish",1495,0.0390543364681296
"3644","Madawaska--Restigouche","Female","French",8155,0.2130355276907
"3645","Madawaska--Restigouche","Female","Irish",2120,0.0553814002089864
"3646","Madawaska--Restigouche","Female","German",260,0.00679205851619645
"3647","Madawaska--Restigouche","Female","Chinese",40,0.00104493207941484
"3648","Madawaska--Restigouche","Female","Italian",200,0.00522466039707419
"3649","Madawaska--Restigouche","Female","First_Nations",1435,0.0374869383490073
"3650","Madawaska--Restigouche","Female","South_Asian",25,0.000653082549634274
"3651","Miramichi--Grand Lake","Female","Canadian",15000,0.330360092500826
"3652","Miramichi--Grand Lake","Female","English",6060,0.133465477370334
"3653","Miramichi--Grand Lake","Female","Scottish",6480,0.142715559960357
"3654","Miramichi--Grand Lake","Female","French",6575,0.144807840546195
"3655","Miramichi--Grand Lake","Female","Irish",7190,0.158352604338729
"3656","Miramichi--Grand Lake","Female","German",830,0.018279925118379
"3657","Miramichi--Grand Lake","Female","Chinese",25,0.000550600154168043
"3658","Miramichi--Grand Lake","Female","Italian",215,0.00473516132584517
"3659","Miramichi--Grand Lake","Female","First_Nations",2995,0.0659618984693316
"3660","Miramichi--Grand Lake","Female","South_Asian",35,0.00077084021583526
"3661","Moncton--Riverview--Dieppe","Female","Canadian",24295,0.335103448275862
"3662","Moncton--Riverview--Dieppe","Female","English",10720,0.147862068965517
"3663","Moncton--Riverview--Dieppe","Female","Scottish",8645,0.119241379310345
"3664","Moncton--Riverview--Dieppe","Female","French",13625,0.187931034482759
"3665","Moncton--Riverview--Dieppe","Female","Irish",9250,0.127586206896552
"3666","Moncton--Riverview--Dieppe","Female","German",2815,0.0388275862068966
"3667","Moncton--Riverview--Dieppe","Female","Chinese",390,0.00537931034482759
"3668","Moncton--Riverview--Dieppe","Female","Italian",680,0.00937931034482759
"3669","Moncton--Riverview--Dieppe","Female","First_Nations",1910,0.0263448275862069
"3670","Moncton--Riverview--Dieppe","Female","South_Asian",170,0.0023448275862069
"3671","New Brunswick Southwest","Female","Canadian",16710,0.314689265536723
"3672","New Brunswick Southwest","Female","English",10835,0.204048964218456
"3673","New Brunswick Southwest","Female","Scottish",8565,0.161299435028249
"3674","New Brunswick Southwest","Female","French",4660,0.087758945386064
"3675","New Brunswick Southwest","Female","Irish",8555,0.161111111111111
"3676","New Brunswick Southwest","Female","German",1845,0.0347457627118644
"3677","New Brunswick Southwest","Female","Chinese",40,0.000753295668549906
"3678","New Brunswick Southwest","Female","Italian",315,0.00593220338983051
"3679","New Brunswick Southwest","Female","First_Nations",1560,0.0293785310734463
"3680","New Brunswick Southwest","Female","South_Asian",15,0.000282485875706215
"3681","Saint John--Rothesay","Female","Canadian",18175,0.268543144208038
"3682","Saint John--Rothesay","Female","English",12895,0.190528959810875
"3683","Saint John--Rothesay","Female","Scottish",10030,0.148197399527187
"3684","Saint John--Rothesay","Female","French",8705,0.128619976359338
"3685","Saint John--Rothesay","Female","Irish",12940,0.191193853427896
"3686","Saint John--Rothesay","Female","German",2020,0.0298463356973995
"3687","Saint John--Rothesay","Female","Chinese",465,0.00687056737588653
"3688","Saint John--Rothesay","Female","Italian",440,0.00650118203309693
"3689","Saint John--Rothesay","Female","First_Nations",1770,0.0261524822695035
"3690","Saint John--Rothesay","Female","South_Asian",240,0.00354609929078014
"3691","Tobique--Mactaquac","Female","Canadian",19105,0.358610980760206
"3692","Tobique--Mactaquac","Female","English",9785,0.183669638667292
"3693","Tobique--Mactaquac","Female","Scottish",7245,0.135992491787893
"3694","Tobique--Mactaquac","Female","French",5855,0.109901454716096
"3695","Tobique--Mactaquac","Female","Irish",7060,0.132519943688409
"3696","Tobique--Mactaquac","Female","German",1755,0.0329422806194275
"3697","Tobique--Mactaquac","Female","Chinese",90,0.00168934772407321
"3698","Tobique--Mactaquac","Female","Italian",355,0.00666353824495542
"3699","Tobique--Mactaquac","Female","First_Nations",1970,0.0369779446269357
"3700","Tobique--Mactaquac","Female","South_Asian",55,0.0010323791647114
"3701","Abitibi--Baie-James--Nunavik--Eeyou","Female","Canadian",21175,0.492613702454345
"3702","Abitibi--Baie-James--Nunavik--Eeyou","Female","English",700,0.0162847504943585
"3703","Abitibi--Baie-James--Nunavik--Eeyou","Female","Scottish",1530,0.0355938117948121
"3704","Abitibi--Baie-James--Nunavik--Eeyou","Female","French",6395,0.148772827730604
"3705","Abitibi--Baie-James--Nunavik--Eeyou","Female","Irish",1450,0.0337326974525997
"3706","Abitibi--Baie-James--Nunavik--Eeyou","Female","German",505,0.0117482842852158
"3707","Abitibi--Baie-James--Nunavik--Eeyou","Female","Chinese",85,0.00197743398860067
"3708","Abitibi--Baie-James--Nunavik--Eeyou","Female","Italian",250,0.00581598231941375
"3709","Abitibi--Baie-James--Nunavik--Eeyou","Female","First_Nations",10885,0.253227870187275
"3710","Abitibi--Baie-James--Nunavik--Eeyou","Female","South_Asian",10,0.00023263929277655
"3711","Abitibi--Témiscamingue","Female","Canadian",38510,0.652933197694134
"3712","Abitibi--Témiscamingue","Female","English",820,0.013903017972194
"3713","Abitibi--Témiscamingue","Female","Scottish",910,0.0154289589691421
"3714","Abitibi--Témiscamingue","Female","French",11700,0.198372329603255
"3715","Abitibi--Témiscamingue","Female","Irish",2595,0.0439979654120041
"3716","Abitibi--Témiscamingue","Female","German",740,0.0125466259749067
"3717","Abitibi--Témiscamingue","Female","Chinese",85,0.00144116649711767
"3718","Abitibi--Témiscamingue","Female","Italian",340,0.00576466598847067
"3719","Abitibi--Témiscamingue","Female","First_Nations",3260,0.0552729738894541
"3720","Abitibi--Témiscamingue","Female","South_Asian",20,0.000339097999321804
"3721","Ahuntsic-Cartierville","Female","Canadian",16015,0.408389646818819
"3722","Ahuntsic-Cartierville","Female","English",825,0.0210378681626928
"3723","Ahuntsic-Cartierville","Female","Scottish",850,0.0216753793191381
"3724","Ahuntsic-Cartierville","Female","French",10195,0.259977049598368
"3725","Ahuntsic-Cartierville","Female","Irish",1905,0.0485783501211271
"3726","Ahuntsic-Cartierville","Female","German",835,0.0212928726252709
"3727","Ahuntsic-Cartierville","Female","Chinese",1190,0.0303455310467933
"3728","Ahuntsic-Cartierville","Female","Italian",4310,0.109906923371159
"3729","Ahuntsic-Cartierville","Female","First_Nations",1075,0.0274129797271452
"3730","Ahuntsic-Cartierville","Female","South_Asian",2015,0.0513833992094862
"3731","Alfred-Pellan","Female","Canadian",19445,0.453792298716453
"3732","Alfred-Pellan","Female","English",615,0.0143523920653442
"3733","Alfred-Pellan","Female","Scottish",630,0.0147024504084014
"3734","Alfred-Pellan","Female","French",8745,0.204084014002334
"3735","Alfred-Pellan","Female","Irish",1855,0.0432905484247375
"3736","Alfred-Pellan","Female","German",535,0.012485414235706
"3737","Alfred-Pellan","Female","Chinese",260,0.00606767794632439
"3738","Alfred-Pellan","Female","Italian",9440,0.220303383897316
"3739","Alfred-Pellan","Female","First_Nations",1115,0.0260210035005834
"3740","Alfred-Pellan","Female","South_Asian",210,0.00490081680280047
"3741","Argenteuil--La Petite-Nation","Female","Canadian",33430,0.558936632670122
"3742","Argenteuil--La Petite-Nation","Female","English",2405,0.040210667112523
"3743","Argenteuil--La Petite-Nation","Female","Scottish",2160,0.0361143621467982
"3744","Argenteuil--La Petite-Nation","Female","French",12285,0.205400434709915
"3745","Argenteuil--La Petite-Nation","Female","Irish",4385,0.0733154990804213
"3746","Argenteuil--La Petite-Nation","Female","German",1180,0.019729142283899
"3747","Argenteuil--La Petite-Nation","Female","Chinese",115,0.0019227553920749
"3748","Argenteuil--La Petite-Nation","Female","Italian",840,0.0140444741681993
"3749","Argenteuil--La Petite-Nation","Female","First_Nations",2975,0.0497408460123725
"3750","Argenteuil--La Petite-Nation","Female","South_Asian",35,0.000585186423674971
"3751","Avignon--La Mitis--Matane--Matapédia","Female","Canadian",26500,0.660683121416106
"3752","Avignon--La Mitis--Matane--Matapédia","Female","English",590,0.0147095487409624
"3753","Avignon--La Mitis--Matane--Matapédia","Female","Scottish",875,0.0218150087260035
"3754","Avignon--La Mitis--Matane--Matapédia","Female","French",8320,0.207429568686113
"3755","Avignon--La Mitis--Matane--Matapédia","Female","Irish",1375,0.0342807279980055
"3756","Avignon--La Mitis--Matane--Matapédia","Female","German",250,0.006232859636001
"3757","Avignon--La Mitis--Matane--Matapédia","Female","Chinese",65,0.00162054350536026
"3758","Avignon--La Mitis--Matane--Matapédia","Female","Italian",175,0.0043630017452007
"3759","Avignon--La Mitis--Matane--Matapédia","Female","First_Nations",1950,0.0486163051608078
"3760","Avignon--La Mitis--Matane--Matapédia","Female","South_Asian",10,0.00024931438544004
"3761","Beauce","Female","Canadian",43720,0.754053121766126
"3762","Beauce","Female","English",310,0.00534667126595378
"3763","Beauce","Female","Scottish",240,0.00413935839944809
"3764","Beauce","Female","French",10615,0.183080372542256
"3765","Beauce","Female","Irish",1600,0.0275957226629872
"3766","Beauce","Female","German",250,0.00431183166609176
"3767","Beauce","Female","Chinese",100,0.0017247326664367
"3768","Beauce","Female","Italian",120,0.00206967919972404
"3769","Beauce","Female","First_Nations",1025,0.0176785098309762
"3770","Beauce","Female","South_Asian",0,0
"3771","Beauport--Limoilou","Female","Canadian",32860,0.615701705077759
"3772","Beauport--Limoilou","Female","English",660,0.0123664980326026
"3773","Beauport--Limoilou","Female","Scottish",1050,0.0196739741427768
"3774","Beauport--Limoilou","Female","French",13040,0.244332021735057
"3775","Beauport--Limoilou","Female","Irish",2495,0.046749109986884
"3776","Beauport--Limoilou","Female","German",725,0.0135844107176316
"3777","Beauport--Limoilou","Female","Chinese",130,0.00243582537005809
"3778","Beauport--Limoilou","Female","Italian",455,0.0085253887952033
"3779","Beauport--Limoilou","Female","First_Nations",1740,0.0326025857223159
"3780","Beauport--Limoilou","Female","South_Asian",215,0.00402848041971145
"3781","Bécancour--Nicolet--Saurel","Female","Canadian",36445,0.697979507804271
"3782","Bécancour--Nicolet--Saurel","Female","English",430,0.00823518146126592
"3783","Bécancour--Nicolet--Saurel","Female","Scottish",565,0.0108206454084075
"3784","Bécancour--Nicolet--Saurel","Female","French",10360,0.198410418462128
"3785","Bécancour--Nicolet--Saurel","Female","Irish",1585,0.0303552618979221
"3786","Bécancour--Nicolet--Saurel","Female","German",530,0.0101503399406301
"3787","Bécancour--Nicolet--Saurel","Female","Chinese",115,0.00220243225126879
"3788","Bécancour--Nicolet--Saurel","Female","Italian",495,0.00948003447285263
"3789","Bécancour--Nicolet--Saurel","Female","First_Nations",1670,0.0319831466053816
"3790","Bécancour--Nicolet--Saurel","Female","South_Asian",20,0.000383031695872833
"3791","Bellechasse--Les Etchemins--Lévis","Female","Canadian",44355,0.687727730831847
"3792","Bellechasse--Les Etchemins--Lévis","Female","English",515,0.0079851151252035
"3793","Bellechasse--Les Etchemins--Lévis","Female","Scottish",685,0.0106209783704163
"3794","Bellechasse--Les Etchemins--Lévis","Female","French",14405,0.223350647337003
"3795","Bellechasse--Les Etchemins--Lévis","Female","Irish",2220,0.0344212729668967
"3796","Bellechasse--Les Etchemins--Lévis","Female","German",490,0.00759748817737809
"3797","Bellechasse--Les Etchemins--Lévis","Female","Chinese",175,0.00271338863477789
"3798","Bellechasse--Les Etchemins--Lévis","Female","Italian",395,0.00612450577564152
"3799","Bellechasse--Les Etchemins--Lévis","Female","First_Nations",1235,0.0191487712225754
"3800","Bellechasse--Les Etchemins--Lévis","Female","South_Asian",20,0.00031010155826033
"3801","Beloeil--Chambly","Female","Canadian",41215,0.596886314265025
"3802","Beloeil--Chambly","Female","English",1670,0.0241853729181752
"3803","Beloeil--Chambly","Female","Scottish",1360,0.0196958725561188
"3804","Beloeil--Chambly","Female","French",16540,0.239536567704562
"3805","Beloeil--Chambly","Female","Irish",3350,0.0485155684286749
"3806","Beloeil--Chambly","Female","German",870,0.012599565532223
"3807","Beloeil--Chambly","Female","Chinese",290,0.00419985517740768
"3808","Beloeil--Chambly","Female","Italian",1685,0.0244026068066618
"3809","Beloeil--Chambly","Female","First_Nations",1965,0.0284576393917451
"3810","Beloeil--Chambly","Female","South_Asian",105,0.00152063721940623
"3811","Berthier--Maskinongé","Female","Canadian",38705,0.699909584086799
"3812","Berthier--Maskinongé","Female","English",485,0.00877034358047016
"3813","Berthier--Maskinongé","Female","Scottish",565,0.0102169981916817
"3814","Berthier--Maskinongé","Female","French",10850,0.19620253164557
"3815","Berthier--Maskinongé","Female","Irish",1995,0.0360759493670886
"3816","Berthier--Maskinongé","Female","German",435,0.00786618444846293
"3817","Berthier--Maskinongé","Female","Chinese",70,0.00126582278481013
"3818","Berthier--Maskinongé","Female","Italian",675,0.0122061482820976
"3819","Berthier--Maskinongé","Female","First_Nations",1500,0.027124773960217
"3820","Berthier--Maskinongé","Female","South_Asian",20,0.000361663652802893
"3821","Thérèse-De Blainville","Female","Canadian",32805,0.574870761412424
"3822","Thérèse-De Blainville","Female","English",1180,0.0206781740120915
"3823","Thérèse-De Blainville","Female","Scottish",1180,0.0206781740120915
"3824","Thérèse-De Blainville","Female","French",13270,0.232541838254622
"3825","Thérèse-De Blainville","Female","Irish",2995,0.0524840094628932
"3826","Thérèse-De Blainville","Female","German",930,0.0162972049417331
"3827","Thérèse-De Blainville","Female","Chinese",265,0.00464382721457986
"3828","Thérèse-De Blainville","Female","Italian",2685,0.0470516078156488
"3829","Thérèse-De Blainville","Female","First_Nations",1685,0.0295277315342154
"3830","Thérèse-De Blainville","Female","South_Asian",70,0.00122667133970034
"3831","Pierre-Boucher--Les Patriotes--Verchères","Female","Canadian",34710,0.598912949702355
"3832","Pierre-Boucher--Les Patriotes--Verchères","Female","English",910,0.015701837632646
"3833","Pierre-Boucher--Les Patriotes--Verchères","Female","Scottish",925,0.0159606591320852
"3834","Pierre-Boucher--Les Patriotes--Verchères","Female","French",14770,0.254852903114485
"3835","Pierre-Boucher--Les Patriotes--Verchères","Female","Irish",2535,0.0437408334052282
"3836","Pierre-Boucher--Les Patriotes--Verchères","Female","German",760,0.0131136226382538
"3837","Pierre-Boucher--Les Patriotes--Verchères","Female","Chinese",295,0.00509015615563799
"3838","Pierre-Boucher--Les Patriotes--Verchères","Female","Italian",1560,0.0269174359416789
"3839","Pierre-Boucher--Les Patriotes--Verchères","Female","First_Nations",1450,0.0250194116124579
"3840","Pierre-Boucher--Les Patriotes--Verchères","Female","South_Asian",40,0.000690190665171254
"3841","Bourassa","Female","Canadian",13355,0.422961203483769
"3842","Bourassa","Female","English",630,0.0199524940617577
"3843","Bourassa","Female","Scottish",535,0.0169437846397466
"3844","Bourassa","Female","French",7090,0.224544734758511
"3845","Bourassa","Female","Irish",1615,0.0511480601741884
"3846","Bourassa","Female","German",545,0.0172604908946952
"3847","Bourassa","Female","Chinese",385,0.0121931908155186
"3848","Bourassa","Female","Italian",6080,0.192557403008709
"3849","Bourassa","Female","First_Nations",970,0.0307205067300079
"3850","Bourassa","Female","South_Asian",370,0.0117181314330958
"3851","Brome--Missisquoi","Female","Canadian",35005,0.556120422591151
"3852","Brome--Missisquoi","Female","English",3310,0.0525855905949639
"3853","Brome--Missisquoi","Female","Scottish",1990,0.0316149018984828
"3854","Brome--Missisquoi","Female","French",13990,0.222257526411947
"3855","Brome--Missisquoi","Female","Irish",4135,0.0656922710302645
"3856","Brome--Missisquoi","Female","German",1260,0.0200174755739137
"3857","Brome--Missisquoi","Female","Chinese",130,0.00206529509889586
"3858","Brome--Missisquoi","Female","Italian",1075,0.0170784017793312
"3859","Brome--Missisquoi","Female","First_Nations",2015,0.0320120740328859
"3860","Brome--Missisquoi","Female","South_Asian",35,0.00055604098816427
"3861","Brossard--Saint-Lambert","Female","Canadian",18745,0.372997711670481
"3862","Brossard--Saint-Lambert","Female","English",2135,0.0424833349915431
"3863","Brossard--Saint-Lambert","Female","Scottish",1955,0.0389016018306636
"3864","Brossard--Saint-Lambert","Female","French",11490,0.228633966769476
"3865","Brossard--Saint-Lambert","Female","Irish",3235,0.064371704308029
"3866","Brossard--Saint-Lambert","Female","German",1125,0.022385832255497
"3867","Brossard--Saint-Lambert","Female","Chinese",6525,0.129837827081882
"3868","Brossard--Saint-Lambert","Female","Italian",2155,0.042881305342752
"3869","Brossard--Saint-Lambert","Female","First_Nations",915,0.0182071435678042
"3870","Brossard--Saint-Lambert","Female","South_Asian",1975,0.0392995721818725
"3871","Rimouski-Neigette--Témiscouata--Les Basques","Female","Canadian",32880,0.689597315436242
"3872","Rimouski-Neigette--Témiscouata--Les Basques","Female","English",465,0.00975251677852349
"3873","Rimouski-Neigette--Témiscouata--Les Basques","Female","Scottish",520,0.0109060402684564
"3874","Rimouski-Neigette--Témiscouata--Les Basques","Female","French",10595,0.222210570469799
"3875","Rimouski-Neigette--Témiscouata--Les Basques","Female","Irish",1345,0.0282088926174497
"3876","Rimouski-Neigette--Témiscouata--Les Basques","Female","German",370,0.00776006711409396
"3877","Rimouski-Neigette--Témiscouata--Les Basques","Female","Chinese",155,0.0032508389261745
"3878","Rimouski-Neigette--Témiscouata--Les Basques","Female","Italian",220,0.00461409395973154
"3879","Rimouski-Neigette--Témiscouata--Les Basques","Female","First_Nations",1130,0.0236996644295302
"3880","Rimouski-Neigette--Témiscouata--Les Basques","Female","South_Asian",0,0
"3881","Charlesbourg--Haute-Saint-Charles","Female","Canadian",40125,0.645875251509054
"3882","Charlesbourg--Haute-Saint-Charles","Female","English",585,0.00941649899396378
"3883","Charlesbourg--Haute-Saint-Charles","Female","Scottish",1065,0.0171428571428571
"3884","Charlesbourg--Haute-Saint-Charles","Female","French",14505,0.233480885311871
"3885","Charlesbourg--Haute-Saint-Charles","Female","Irish",2775,0.0446680080482897
"3886","Charlesbourg--Haute-Saint-Charles","Female","German",720,0.01158953722334
"3887","Charlesbourg--Haute-Saint-Charles","Female","Chinese",165,0.00265593561368209
"3888","Charlesbourg--Haute-Saint-Charles","Female","Italian",525,0.00845070422535211
"3889","Charlesbourg--Haute-Saint-Charles","Female","First_Nations",1605,0.0258350100603622
"3890","Charlesbourg--Haute-Saint-Charles","Female","South_Asian",55,0.000885311871227364
"3891","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Female","Canadian",36655,0.705242905242905
"3892","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Female","English",380,0.00731120731120731
"3893","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Female","Scottish",605,0.0116402116402116
"3894","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Female","French",10935,0.21038961038961
"3895","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Female","Irish",1710,0.0329004329004329
"3896","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Female","German",390,0.0075036075036075
"3897","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Female","Chinese",70,0.00134680134680135
"3898","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Female","Italian",245,0.00471380471380471
"3899","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Female","First_Nations",950,0.0182780182780183
"3900","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Female","South_Asian",35,0.000673400673400673
"3901","Châteauguay--Lacolle","Female","Canadian",30065,0.541321570039611
"3902","Châteauguay--Lacolle","Female","English",2660,0.0478934101548434
"3903","Châteauguay--Lacolle","Female","Scottish",2295,0.0413215700396111
"3904","Châteauguay--Lacolle","Female","French",10520,0.189413035649982
"3905","Châteauguay--Lacolle","Female","Irish",4405,0.0793122074180771
"3906","Châteauguay--Lacolle","Female","German",1120,0.0201656463809867
"3907","Châteauguay--Lacolle","Female","Chinese",280,0.00504141159524667
"3908","Châteauguay--Lacolle","Female","Italian",1905,0.0342996038890889
"3909","Châteauguay--Lacolle","Female","First_Nations",1935,0.0348397551314368
"3910","Châteauguay--Lacolle","Female","South_Asian",355,0.00639178970111631
"3911","Chicoutimi--Le Fjord","Female","Canadian",31935,0.69696639022261
"3912","Chicoutimi--Le Fjord","Female","English",320,0.00698384984722828
"3913","Chicoutimi--Le Fjord","Female","Scottish",815,0.0177869925796595
"3914","Chicoutimi--Le Fjord","Female","French",9285,0.202640768223483
"3915","Chicoutimi--Le Fjord","Female","Irish",1330,0.0290266259275426
"3916","Chicoutimi--Le Fjord","Female","German",240,0.00523788738542121
"3917","Chicoutimi--Le Fjord","Female","Chinese",105,0.00229157573112178
