"","Riding","Sex","Ethnic Origins","n","freq"
"5452","Scarborough Southwest","Female","English",8080,0.151495265772945
"5453","Scarborough Southwest","Female","Scottish",6265,0.117465079216274
"5454","Scarborough Southwest","Female","French",2900,0.0543733008343489
"5455","Scarborough Southwest","Female","Irish",6610,0.123933627074154
"5456","Scarborough Southwest","Female","German",2325,0.0435923877378832
"5457","Scarborough Southwest","Female","Chinese",3355,0.0629042842411175
"5458","Scarborough Southwest","Female","Italian",2190,0.0410612168369738
"5459","Scarborough Southwest","Female","First_Nations",1005,0.018843161151214
"5460","Scarborough Southwest","Female","South_Asian",11580,0.217118215055779
"5461","Simcoe--Grey","Female","Canadian",21210,0.213101577413845
"5462","Simcoe--Grey","Female","English",23625,0.237365618406511
"5463","Simcoe--Grey","Female","Scottish",17070,0.171506078569276
"5464","Simcoe--Grey","Female","French",6660,0.0669144981412639
"5465","Simcoe--Grey","Female","Irish",16715,0.167939314779463
"5466","Simcoe--Grey","Female","German",7165,0.071988345222546
"5467","Simcoe--Grey","Female","Chinese",370,0.00371747211895911
"5468","Simcoe--Grey","Female","Italian",4420,0.0444087209886466
"5469","Simcoe--Grey","Female","First_Nations",1785,0.0179342911684919
"5470","Simcoe--Grey","Female","South_Asian",510,0.00512408319099769
"5471","Simcoe North","Female","Canadian",21035,0.228790515553622
"5472","Simcoe North","Female","English",20005,0.217587557102458
"5473","Simcoe North","Female","Scottish",14715,0.160050032629976
"5474","Simcoe North","Female","French",10100,0.109854252773548
"5475","Simcoe North","Female","Irish",13975,0.152001305199043
"5476","Simcoe North","Female","German",5810,0.0631933869915162
"5477","Simcoe North","Female","Chinese",380,0.00413313030237111
"5478","Simcoe North","Female","Italian",2150,0.0233848161844681
"5479","Simcoe North","Female","First_Nations",3485,0.0379051555362193
"5480","Simcoe North","Female","South_Asian",285,0.00309984772677833
"5481","Spadina--Fort York","Female","Canadian",7940,0.133098650574135
"5482","Spadina--Fort York","Female","English",8965,0.150280781158327
"5483","Spadina--Fort York","Female","Scottish",7235,0.121280697343056
"5484","Spadina--Fort York","Female","French",4595,0.0770262341798676
"5485","Spadina--Fort York","Female","Irish",8335,0.139720056994384
"5486","Spadina--Fort York","Female","German",4465,0.0748470371301651
"5487","Spadina--Fort York","Female","Chinese",8900,0.149191182633476
"5488","Spadina--Fort York","Female","Italian",3965,0.0664655100159249
"5489","Spadina--Fort York","Female","First_Nations",640,0.0107283547062275
"5490","Spadina--Fort York","Female","South_Asian",4615,0.0773614952644372
"5491","Stormont--Dundas--South Glengarry","Female","Canadian",25545,0.305653604546814
"5492","Stormont--Dundas--South Glengarry","Female","English",11415,0.136583906670655
"5493","Stormont--Dundas--South Glengarry","Female","Scottish",10795,0.129165420281185
"5494","Stormont--Dundas--South Glengarry","Female","French",15185,0.181693090038887
"5495","Stormont--Dundas--South Glengarry","Female","Irish",10640,0.127310798683817
"5496","Stormont--Dundas--South Glengarry","Female","German",4460,0.0533652408016751
"5497","Stormont--Dundas--South Glengarry","Female","Chinese",135,0.00161531558480407
"5498","Stormont--Dundas--South Glengarry","Female","Italian",1230,0.0147173197726593
"5499","Stormont--Dundas--South Glengarry","Female","First_Nations",3380,0.0404427161232426
"5500","Stormont--Dundas--South Glengarry","Female","South_Asian",790,0.00945258749626084
"5501","Sudbury","Female","Canadian",18915,0.251295336787565
"5502","Sudbury","Female","English",9385,0.124684469244055
"5503","Sudbury","Female","Scottish",7790,0.103494087950046
"5504","Sudbury","Female","French",16370,0.217483725255746
"5505","Sudbury","Female","Irish",9935,0.131991497276471
"5506","Sudbury","Female","German",3800,0.0504849209512422
"5507","Sudbury","Female","Chinese",325,0.00431778929188256
"5508","Sudbury","Female","Italian",4680,0.0621761658031088
"5509","Sudbury","Female","First_Nations",3465,0.0460342766042248
"5510","Sudbury","Female","South_Asian",605,0.0080377308356583
"5511","Thornhill","Female","Canadian",5695,0.197400346620451
"5512","Thornhill","Female","English",3225,0.111785095320624
"5513","Thornhill","Female","Scottish",1990,0.0689774696707106
"5514","Thornhill","Female","French",1035,0.0358752166377816
"5515","Thornhill","Female","Irish",1940,0.0672443674176776
"5516","Thornhill","Female","German",1895,0.065684575389948
"5517","Thornhill","Female","Chinese",6085,0.210918544194107
"5518","Thornhill","Female","Italian",3715,0.128769497400347
"5519","Thornhill","Female","First_Nations",130,0.00450606585788562
"5520","Thornhill","Female","South_Asian",3140,0.108838821490468
"5521","Thunder Bay--Rainy River","Female","Canadian",10140,0.164663851899968
"5522","Thunder Bay--Rainy River","Female","English",11885,0.193000974342319
"5523","Thunder Bay--Rainy River","Female","Scottish",9085,0.147531666125365
"5524","Thunder Bay--Rainy River","Female","French",7010,0.113835660928873
"5525","Thunder Bay--Rainy River","Female","Irish",8345,0.135514777525171
"5526","Thunder Bay--Rainy River","Female","German",4950,0.0803832413121143
"5527","Thunder Bay--Rainy River","Female","Chinese",185,0.00300422215004872
"5528","Thunder Bay--Rainy River","Female","Italian",4295,0.069746670997077
"5529","Thunder Bay--Rainy River","Female","First_Nations",5570,0.0904514452744398
"5530","Thunder Bay--Rainy River","Female","South_Asian",115,0.00186748944462488
"5531","Thunder Bay--Superior North","Female","Canadian",9520,0.161438019331864
"5532","Thunder Bay--Superior North","Female","English",10585,0.179498049855859
"5533","Thunder Bay--Superior North","Female","Scottish",8280,0.140410378158386
"5534","Thunder Bay--Superior North","Female","French",7890,0.133796845853824
"5535","Thunder Bay--Superior North","Female","Irish",7335,0.124385280651179
"5536","Thunder Bay--Superior North","Female","German",4270,0.07240969984738
"5537","Thunder Bay--Superior North","Female","Chinese",215,0.00364592165507885
"5538","Thunder Bay--Superior North","Female","Italian",4885,0.0828387315584195
"5539","Thunder Bay--Superior North","Female","First_Nations",5630,0.0954722740376463
"5540","Thunder Bay--Superior North","Female","South_Asian",360,0.00610479905036459
"5541","Timmins--James Bay","Female","Canadian",19395,0.296536962005963
"5542","Timmins--James Bay","Female","English",8445,0.129118568916749
"5543","Timmins--James Bay","Female","Scottish",5770,0.0882195550798869
"5544","Timmins--James Bay","Female","French",13615,0.208164513416405
"5545","Timmins--James Bay","Female","Irish",6500,0.0993807812858344
"5546","Timmins--James Bay","Female","German",2790,0.0426572891980735
"5547","Timmins--James Bay","Female","Chinese",115,0.00175827536121092
"5548","Timmins--James Bay","Female","Italian",1995,0.0305022551792676
"5549","Timmins--James Bay","Female","First_Nations",6655,0.101750630685727
"5550","Timmins--James Bay","Female","South_Asian",125,0.00191116887088143
"5551","Toronto Centre","Female","Canadian",6195,0.13873026536782
"5552","Toronto Centre","Female","English",6870,0.153846153846154
"5553","Toronto Centre","Female","Scottish",5550,0.12428619415519
"5554","Toronto Centre","Female","French",3150,0.0705408128988915
"5555","Toronto Centre","Female","Irish",5985,0.134027544507894
"5556","Toronto Centre","Female","German",2985,0.066845817937521
"5557","Toronto Centre","Female","Chinese",5795,0.129772701825104
"5558","Toronto Centre","Female","Italian",2010,0.0450117568021498
"5559","Toronto Centre","Female","First_Nations",705,0.0157877057440376
"5560","Toronto Centre","Female","South_Asian",5410,0.121151046915239
"5561","Toronto--Danforth","Female","Canadian",9970,0.149677225641796
"5562","Toronto--Danforth","Female","English",12410,0.186308362107792
"5563","Toronto--Danforth","Female","Scottish",10230,0.153580543461943
"5564","Toronto--Danforth","Female","French",4815,0.0722864434769554
"5565","Toronto--Danforth","Female","Irish",10875,0.163263774208077
"5566","Toronto--Danforth","Female","German",4740,0.0711604864134514
"5567","Toronto--Danforth","Female","Chinese",6595,0.0990091577841165
"5568","Toronto--Danforth","Female","Italian",3050,0.0457889205824951
"5569","Toronto--Danforth","Female","First_Nations",1180,0.0177150577991293
"5570","Toronto--Danforth","Female","South_Asian",2745,0.0412100285242456
"5571","University--Rosedale","Female","Canadian",7910,0.133682609430455
"5572","University--Rosedale","Female","English",10590,0.178975832347473
"5573","University--Rosedale","Female","Scottish",8425,0.1423863444313
"5574","University--Rosedale","Female","French",4115,0.0695453777251986
"5575","University--Rosedale","Female","Irish",8905,0.150498563461213
"5576","University--Rosedale","Female","German",4585,0.0774885921919892
"5577","University--Rosedale","Female","Chinese",7785,0.131570052391415
"5578","University--Rosedale","Female","Italian",3975,0.0671793138414737
"5579","University--Rosedale","Female","First_Nations",610,0.0103092783505155
"5580","University--Rosedale","Female","South_Asian",2270,0.0383640358289674
"5581","Vaughan--Woodbridge","Female","Canadian",3365,0.0760194284423359
"5582","Vaughan--Woodbridge","Female","English",1800,0.0406641816333446
"5583","Vaughan--Woodbridge","Female","Scottish",1015,0.0229300801988027
"5584","Vaughan--Woodbridge","Female","French",820,0.0185247938551903
"5585","Vaughan--Woodbridge","Female","Irish",1265,0.0285778832034339
"5586","Vaughan--Woodbridge","Female","German",850,0.0192025302157461
"5587","Vaughan--Woodbridge","Female","Chinese",1660,0.0375014119507512
"5588","Vaughan--Woodbridge","Female","Italian",28480,0.643397718287586
"5589","Vaughan--Woodbridge","Female","First_Nations",120,0.00271094544222298
"5590","Vaughan--Woodbridge","Female","South_Asian",4890,0.110471026770586
"5591","Waterloo","Female","Canadian",11600,0.159581785665153
"5592","Waterloo","Female","English",12630,0.17375154766818
"5593","Waterloo","Female","Scottish",10105,0.139014995185032
"5594","Waterloo","Female","French",4720,0.0649332783051314
"5595","Waterloo","Female","Irish",9835,0.135300591553171
"5596","Waterloo","Female","German",12880,0.177190810290274
"5597","Waterloo","Female","Chinese",4915,0.0676159031503646
"5598","Waterloo","Female","Italian",1895,0.0260696106754712
"5599","Waterloo","Female","First_Nations",885,0.0121749896822121
"5600","Waterloo","Female","South_Asian",3225,0.0443664878250103
"5601","Wellington--Halton Hills","Female","Canadian",17695,0.196884561891516
"5602","Wellington--Halton Hills","Female","English",20760,0.230987482614743
"5603","Wellington--Halton Hills","Female","Scottish",16280,0.181140472878999
"5604","Wellington--Halton Hills","Female","French",5520,0.0614186369958275
"5605","Wellington--Halton Hills","Female","Irish",14480,0.161112656467316
"5606","Wellington--Halton Hills","Female","German",7995,0.0889568845618915
"5607","Wellington--Halton Hills","Female","Chinese",470,0.00522948539638387
"5608","Wellington--Halton Hills","Female","Italian",4285,0.0476773296244784
"5609","Wellington--Halton Hills","Female","First_Nations",1330,0.014798331015299
"5610","Wellington--Halton Hills","Female","South_Asian",1060,0.0117941585535466
"5611","Whitby","Female","Canadian",17425,0.197148837472422
"5612","Whitby","Female","English",18870,0.21349776545794
"5613","Whitby","Female","Scottish",14570,0.164846976296883
"5614","Whitby","Female","French",5795,0.0655654239972846
"5615","Whitby","Female","Irish",14270,0.161452735192623
"5616","Whitby","Female","German",5680,0.0642642982406517
"5617","Whitby","Female","Chinese",1640,0.0185551847032868
"5618","Whitby","Female","Italian",4570,0.0517056061548905
"5619","Whitby","Female","First_Nations",1430,0.0161792159303049
"5620","Whitby","Female","South_Asian",4135,0.0467839565537139
"5621","Willowdale","Female","Canadian",3245,0.0858125082639164
"5622","Willowdale","Female","English",3800,0.100489223852968
"5623","Willowdale","Female","Scottish",2690,0.0711357926748645
"5624","Willowdale","Female","French",1265,0.0334523337300013
"5625","Willowdale","Female","Irish",2730,0.0721935739785799
"5626","Willowdale","Female","German",1635,0.0432368107893693
"5627","Willowdale","Female","Chinese",16435,0.434615893164088
"5628","Willowdale","Female","Italian",2385,0.0630702102340341
"5629","Willowdale","Female","First_Nations",180,0.00476001586671956
"5630","Willowdale","Female","South_Asian",3450,0.0912336374454581
"5631","Windsor--Tecumseh","Female","Canadian",16595,0.20916309553819
"5632","Windsor--Tecumseh","Female","English",12865,0.162150239475674
"5633","Windsor--Tecumseh","Female","Scottish",8905,0.112238467355684
"5634","Windsor--Tecumseh","Female","French",15485,0.195172674565163
"5635","Windsor--Tecumseh","Female","Irish",10130,0.127678346357449
"5636","Windsor--Tecumseh","Female","German",5935,0.074804638265692
"5637","Windsor--Tecumseh","Female","Chinese",620,0.00781446937232165
"5638","Windsor--Tecumseh","Female","Italian",5300,0.0668011091504916
"5639","Windsor--Tecumseh","Female","First_Nations",2285,0.0288001008318629
"5640","Windsor--Tecumseh","Female","South_Asian",1220,0.0153768590874716
"5641","Windsor West","Female","Canadian",13735,0.198410978692669
"5642","Windsor West","Female","English",9765,0.141061755146262
"5643","Windsor West","Female","Scottish",7230,0.104442036836403
"5644","Windsor West","Female","French",11430,0.165113759479957
"5645","Windsor West","Female","Irish",7670,0.110798122065728
"5646","Windsor West","Female","German",4720,0.0681834597327555
"5647","Windsor West","Female","Chinese",3240,0.0468039003250271
"5648","Windsor West","Female","Italian",5965,0.0861682918020946
"5649","Windsor West","Female","First_Nations",2035,0.0293968941856266
"5650","Windsor West","Female","South_Asian",3435,0.0496208017334778
"5651","York Centre","Female","Canadian",4455,0.196993146141941
"5652","York Centre","Female","English",2310,0.102144594295821
"5653","York Centre","Female","Scottish",1385,0.0612425381384037
"5654","York Centre","Female","French",950,0.0420075171346452
"5655","York Centre","Female","Irish",1395,0.0616847225292947
"5656","York Centre","Female","German",1310,0.0579261552067212
"5657","York Centre","Female","Chinese",1655,0.0731815166924608
"5658","York Centre","Female","Italian",7030,0.310855626796374
"5659","York Centre","Female","First_Nations",330,0.0145920848994031
"5660","York Centre","Female","South_Asian",1795,0.0793720981649348
"5661","York--Simcoe","Female","Canadian",15855,0.2209294224204
"5662","York--Simcoe","Female","English",15995,0.222880234097401
"5663","York--Simcoe","Female","Scottish",10830,0.150909217585174
"5664","York--Simcoe","Female","French",4475,0.0623563018184352
"5665","York--Simcoe","Female","Irish",10875,0.151536264195639
"5666","York--Simcoe","Female","German",4870,0.0678603776214032
"5667","York--Simcoe","Female","Chinese",975,0.0135860098934021
"5668","York--Simcoe","Female","Italian",4855,0.0676513620845816
"5669","York--Simcoe","Female","First_Nations",1550,0.0215982721382289
"5670","York--Simcoe","Female","South_Asian",1485,0.0206925381453355
"5671","York South--Weston","Female","Canadian",4970,0.165556295802798
"5672","York South--Weston","Female","English",3710,0.123584277148568
"5673","York South--Weston","Female","Scottish",2540,0.0846102598267821
"5674","York South--Weston","Female","French",1640,0.0546302465023318
"5675","York South--Weston","Female","Irish",2750,0.0916055962691539
"5676","York South--Weston","Female","German",1515,0.0504663557628248
"5677","York South--Weston","Female","Chinese",1240,0.0413057961359094
"5678","York South--Weston","Female","Italian",7685,0.25599600266489
"5679","York South--Weston","Female","First_Nations",620,0.0206528980679547
"5680","York South--Weston","Female","South_Asian",3350,0.111592271818787
"5681","Humber River--Black Creek","Female","Canadian",4040,0.150690041029467
"5682","Humber River--Black Creek","Female","English",1925,0.0718015665796345
"5683","Humber River--Black Creek","Female","Scottish",1165,0.0434539350988437
"5684","Humber River--Black Creek","Female","French",930,0.0346885490488624
"5685","Humber River--Black Creek","Female","Irish",1130,0.0421484520701231
"5686","Humber River--Black Creek","Female","German",795,0.0296531145095114
"5687","Humber River--Black Creek","Female","Chinese",1970,0.0734800447594181
"5688","Humber River--Black Creek","Female","Italian",7150,0.266691533010071
"5689","Humber River--Black Creek","Female","First_Nations",315,0.0117493472584856
"5690","Humber River--Black Creek","Female","South_Asian",7390,0.275643416635584
"5691","Brandon--Souris","Female","Canadian",11065,0.178510930063725
"5692","Brandon--Souris","Female","English",13890,0.224086472533677
"5693","Brandon--Souris","Female","Scottish",12045,0.194321206743567
"5694","Brandon--Souris","Female","French",4670,0.0753408082600629
"5695","Brandon--Souris","Female","Irish",8990,0.145035089134468
"5696","Brandon--Souris","Female","German",6420,0.103573445188352
"5697","Brandon--Souris","Female","Chinese",955,0.0154069532951521
"5698","Brandon--Souris","Female","Italian",365,0.00588852141647173
"5699","Brandon--Souris","Female","First_Nations",2920,0.0471081713317738
"5700","Brandon--Souris","Female","South_Asian",665,0.0107284020327499
"5701","Charleswood--St. James--Assiniboia--Headingley","Female","Canadian",8375,0.146352118829183
"5702","Charleswood--St. James--Assiniboia--Headingley","Female","English",12435,0.217300131061599
"5703","Charleswood--St. James--Assiniboia--Headingley","Female","Scottish",10850,0.18960244648318
"5704","Charleswood--St. James--Assiniboia--Headingley","Female","French",5190,0.090694626474443
"5705","Charleswood--St. James--Assiniboia--Headingley","Female","Irish",8105,0.141633901266929
"5706","Charleswood--St. James--Assiniboia--Headingley","Female","German",8135,0.142158147662735
"5707","Charleswood--St. James--Assiniboia--Headingley","Female","Chinese",335,0.00585408475316732
"5708","Charleswood--St. James--Assiniboia--Headingley","Female","Italian",1190,0.0207951070336391
"5709","Charleswood--St. James--Assiniboia--Headingley","Female","First_Nations",1915,0.0334643949322848
"5710","Charleswood--St. James--Assiniboia--Headingley","Female","South_Asian",695,0.0121450415028397
"5711","Churchill--Keewatinook Aski","Female","Canadian",4845,0.0943157484913374
"5712","Churchill--Keewatinook Aski","Female","English",3815,0.0742651352929726
"5713","Churchill--Keewatinook Aski","Female","Scottish",3660,0.07124781000584
"5714","Churchill--Keewatinook Aski","Female","French",2995,0.0583025111933035
"5715","Churchill--Keewatinook Aski","Female","Irish",2600,0.0506131983648044
"5716","Churchill--Keewatinook Aski","Female","German",2150,0.0418532217247421
"5717","Churchill--Keewatinook Aski","Female","Chinese",75,0.00145999610667705
"5718","Churchill--Keewatinook Aski","Female","Italian",155,0.00301732528713257
"5719","Churchill--Keewatinook Aski","Female","First_Nations",30500,0.593731750048667
"5720","Churchill--Keewatinook Aski","Female","South_Asian",575,0.011193303484524
"5721","Dauphin--Swan River--Neepawa","Female","Canadian",9050,0.168043821372203
"5722","Dauphin--Swan River--Neepawa","Female","English",10840,0.2012812180856
"5723","Dauphin--Swan River--Neepawa","Female","Scottish",8720,0.161916256614985
"5724","Dauphin--Swan River--Neepawa","Female","French",4540,0.0843004363568842
"5725","Dauphin--Swan River--Neepawa","Female","Irish",6345,0.117816358741064
"5726","Dauphin--Swan River--Neepawa","Female","German",6210,0.11530962770402
"5727","Dauphin--Swan River--Neepawa","Female","Chinese",105,0.0019496796954786
"5728","Dauphin--Swan River--Neepawa","Female","Italian",185,0.00343514993965277
"5729","Dauphin--Swan River--Neepawa","Female","First_Nations",7765,0.144183455575156
"5730","Dauphin--Swan River--Neepawa","Female","South_Asian",95,0.00176399591495683
"5731","Elmwood--Transcona","Female","Canadian",8705,0.164680287552024
"5732","Elmwood--Transcona","Female","English",9490,0.179530836171018
"5733","Elmwood--Transcona","Female","Scottish",7705,0.145762391222096
"5734","Elmwood--Transcona","Female","French",5915,0.111899356791525
"5735","Elmwood--Transcona","Female","Irish",6140,0.116155883465759
"5736","Elmwood--Transcona","Female","German",8645,0.163545213772229
"5737","Elmwood--Transcona","Female","Chinese",470,0.00889141127506621
"5738","Elmwood--Transcona","Female","Italian",940,0.0177828225501324
"5739","Elmwood--Transcona","Female","First_Nations",2950,0.0558077941732879
"5740","Elmwood--Transcona","Female","South_Asian",1900,0.0359440030268634
"5741","Kildonan--St. Paul","Female","Canadian",6185,0.149649165255263
"5742","Kildonan--St. Paul","Female","English",7015,0.169731429954029
"5743","Kildonan--St. Paul","Female","Scottish",6350,0.153641422695379
"5744","Kildonan--St. Paul","Female","French",3825,0.0925477861117832
"5745","Kildonan--St. Paul","Female","Irish",4600,0.111299298330511
"5746","Kildonan--St. Paul","Female","German",8640,0.209049116864263
"5747","Kildonan--St. Paul","Female","Chinese",290,0.00701669489474958
"5748","Kildonan--St. Paul","Female","Italian",1170,0.028308734575369
"5749","Kildonan--St. Paul","Female","First_Nations",2095,0.0506895717396564
"5750","Kildonan--St. Paul","Female","South_Asian",1160,0.0280667795789983
"5751","Portage--Lisgar","Female","Canadian",12670,0.222651788067832
"5752","Portage--Lisgar","Female","English",8255,0.145066338634566
"5753","Portage--Lisgar","Female","Scottish",6995,0.12292417186539
"5754","Portage--Lisgar","Female","French",5100,0.0896230559704771
"5755","Portage--Lisgar","Female","Irish",5180,0.0910289078288375
"5756","Portage--Lisgar","Female","German",15095,0.265266672524383
"5757","Portage--Lisgar","Female","Chinese",90,0.00158158334065548
"5758","Portage--Lisgar","Female","Italian",315,0.00553554169229417
"5759","Portage--Lisgar","Female","First_Nations",2935,0.0515771900535981
"5760","Portage--Lisgar","Female","South_Asian",270,0.00474475002196644
"5761","Provencher","Female","Canadian",14395,0.23055978217346
"5762","Provencher","Female","English",8145,0.130455673900857
"5763","Provencher","Female","Scottish",6415,0.102746856731
"5764","Provencher","Female","French",9145,0.146472331224473
"5765","Provencher","Female","Irish",5285,0.0846480339553135
"5766","Provencher","Female","German",16060,0.257227516617282
"5767","Provencher","Female","Chinese",115,0.0018419155922159
"5768","Provencher","Female","Italian",590,0.00944982782093377
"5769","Provencher","Female","First_Nations",2110,0.0337951469528309
"5770","Provencher","Female","South_Asian",175,0.0028029150316329
"5771","Saint Boniface--Saint Vital","Female","Canadian",9655,0.166983742649602
"5772","Saint Boniface--Saint Vital","Female","English",9460,0.163611207194742
"5773","Saint Boniface--Saint Vital","Female","Scottish",8335,0.144154271878243
"5774","Saint Boniface--Saint Vital","Female","French",10250,0.177274299550329
"5775","Saint Boniface--Saint Vital","Female","Irish",6465,0.111812521618817
"5776","Saint Boniface--Saint Vital","Female","German",7185,0.124264960221377
"5777","Saint Boniface--Saint Vital","Female","Chinese",1185,0.0204946385333795
"5778","Saint Boniface--Saint Vital","Female","Italian",1330,0.0230024213075061
"5779","Saint Boniface--Saint Vital","Female","First_Nations",2135,0.0369249394673123
"5780","Saint Boniface--Saint Vital","Female","South_Asian",1820,0.0314769975786925
"5781","Selkirk--Interlake--Eastman","Female","Canadian",10215,0.172857263727896
"5782","Selkirk--Interlake--Eastman","Female","English",11625,0.19671715035113
"5783","Selkirk--Interlake--Eastman","Female","Scottish",9900,0.167526863524833
"5784","Selkirk--Interlake--Eastman","Female","French",6285,0.106354175480159
"5785","Selkirk--Interlake--Eastman","Female","Irish",6460,0.109315508926305
"5786","Selkirk--Interlake--Eastman","Female","German",9430,0.159573567983755
"5787","Selkirk--Interlake--Eastman","Female","Chinese",60,0.00101531432439293
"5788","Selkirk--Interlake--Eastman","Female","Italian",785,0.0132836957441408
"5789","Selkirk--Interlake--Eastman","Female","First_Nations",4190,0.0709027836534394
"5790","Selkirk--Interlake--Eastman","Female","South_Asian",145,0.00245367628394957
"5791","Winnipeg Centre","Female","Canadian",5485,0.141914618369987
"5792","Winnipeg Centre","Female","English",6355,0.164424320827943
"5793","Winnipeg Centre","Female","Scottish",5260,0.136093143596378
"5794","Winnipeg Centre","Female","French",3840,0.099353169469599
"5795","Winnipeg Centre","Female","Irish",4530,0.117205692108668
"5796","Winnipeg Centre","Female","German",5270,0.136351875808538
"5797","Winnipeg Centre","Female","Chinese",1045,0.0270375161707633
"5798","Winnipeg Centre","Female","Italian",530,0.0137128072445019
"5799","Winnipeg Centre","Female","First_Nations",5320,0.13764553686934
"5800","Winnipeg Centre","Female","South_Asian",1015,0.026261319534282
"5801","Winnipeg North","Female","Canadian",4905,0.153593236261155
"5802","Winnipeg North","Female","English",3625,0.113511820886175
"5803","Winnipeg North","Female","Scottish",3260,0.102082354783153
"5804","Winnipeg North","Female","French",2775,0.0868952559887271
"5805","Winnipeg North","Female","Irish",2455,0.076874902144982
"5806","Winnipeg North","Female","German",3425,0.107249099733834
"5807","Winnipeg North","Female","Chinese",505,0.0158133709096602
"5808","Winnipeg North","Female","Italian",620,0.0194144355722561
"5809","Winnipeg North","Female","First_Nations",5345,0.167371222796305
"5810","Winnipeg North","Female","South_Asian",5020,0.157194300923751
"5811","Winnipeg South","Female","Canadian",7760,0.135474860335196
"5812","Winnipeg South","Female","English",9220,0.160963687150838
"5813","Winnipeg South","Female","Scottish",7735,0.135038407821229
"5814","Winnipeg South","Female","French",6645,0.116009078212291
"5815","Winnipeg South","Female","Irish",6285,0.109724162011173
"5816","Winnipeg South","Female","German",7110,0.124127094972067
"5817","Winnipeg South","Female","Chinese",4680,0.0817039106145251
"5818","Winnipeg South","Female","Italian",1605,0.028020251396648
"5819","Winnipeg South","Female","First_Nations",1575,0.0274965083798883
"5820","Winnipeg South","Female","South_Asian",4665,0.0814420391061453
"5821","Winnipeg South Centre","Female","Canadian",7910,0.135283051137335
"5822","Winnipeg South Centre","Female","English",11805,0.201898409440739
"5823","Winnipeg South Centre","Female","Scottish",10045,0.171797502992988
"5824","Winnipeg South Centre","Female","French",5550,0.094920472036942
"5825","Winnipeg South Centre","Female","Irish",8415,0.143919958953309
"5826","Winnipeg South Centre","Female","German",8300,0.141953138361553
"5827","Winnipeg South Centre","Female","Chinese",1285,0.0219770822644091
"5828","Winnipeg South Centre","Female","Italian",1745,0.0298443646314349
"5829","Winnipeg South Centre","Female","First_Nations",1760,0.030100906447751
"5830","Winnipeg South Centre","Female","South_Asian",1655,0.0283051137335386
"5831","Battlefords--Lloydminster","Female","Canadian",7705,0.150709046454768
"5832","Battlefords--Lloydminster","Female","English",9265,0.181222493887531
"5833","Battlefords--Lloydminster","Female","Scottish",6055,0.118435207823961
"5834","Battlefords--Lloydminster","Female","French",4975,0.0973105134474328
"5835","Battlefords--Lloydminster","Female","Irish",5300,0.103667481662592
"5836","Battlefords--Lloydminster","Female","German",9925,0.194132029339853
"5837","Battlefords--Lloydminster","Female","Chinese",145,0.0028361858190709
"5838","Battlefords--Lloydminster","Female","Italian",345,0.0067481662591687
"5839","Battlefords--Lloydminster","Female","First_Nations",7005,0.137017114914425
"5840","Battlefords--Lloydminster","Female","South_Asian",405,0.00792176039119804
"5841","Cypress Hills--Grasslands","Female","Canadian",8415,0.178208386277001
"5842","Cypress Hills--Grasslands","Female","English",9005,0.190703091910208
"5843","Cypress Hills--Grasslands","Female","Scottish",7150,0.15141889030072
"5844","Cypress Hills--Grasslands","Female","French",4150,0.0878864887759424
"5845","Cypress Hills--Grasslands","Female","Irish",5950,0.126005929690809
"5846","Cypress Hills--Grasslands","Female","German",10940,0.231681490893689
"5847","Cypress Hills--Grasslands","Female","Chinese",205,0.00434138077085981
"5848","Cypress Hills--Grasslands","Female","Italian",330,0.00698856416772554
"5849","Cypress Hills--Grasslands","Female","First_Nations",910,0.0192714951291825
"5850","Cypress Hills--Grasslands","Female","South_Asian",165,0.00349428208386277
"5851","Desnethé--Missinippi--Churchill River","Female","Canadian",3840,0.087541319958965
"5852","Desnethé--Missinippi--Churchill River","Female","English",4215,0.0960902769862077
"5853","Desnethé--Missinippi--Churchill River","Female","Scottish",3105,0.0707853641855694
"5854","Desnethé--Missinippi--Churchill River","Female","French",3880,0.0884532087085376
"5855","Desnethé--Missinippi--Churchill River","Female","Irish",2500,0.0569930468482845
"5856","Desnethé--Missinippi--Churchill River","Female","German",3860,0.0879972643337513
"5857","Desnethé--Missinippi--Churchill River","Female","Chinese",50,0.00113986093696569
"5858","Desnethé--Missinippi--Churchill River","Female","Italian",120,0.00273566624871766
"5859","Desnethé--Missinippi--Churchill River","Female","First_Nations",22255,0.507352103043429
"5860","Desnethé--Missinippi--Churchill River","Female","South_Asian",40,0.000911888749572552
"5861","Carlton Trail--Eagle Creek","Female","Canadian",9365,0.169686537416199
"5862","Carlton Trail--Eagle Creek","Female","English",9475,0.17167965211089
"5863","Carlton Trail--Eagle Creek","Female","Scottish",7000,0.126834571480341
"5864","Carlton Trail--Eagle Creek","Female","French",4860,0.0880594310563508
"5865","Carlton Trail--Eagle Creek","Female","Irish",5810,0.105272694328683
"5866","Carlton Trail--Eagle Creek","Female","German",15645,0.283475267258561
"5867","Carlton Trail--Eagle Creek","Female","Chinese",105,0.00190251857220511
"5868","Carlton Trail--Eagle Creek","Female","Italian",480,0.00869722775865193
"5869","Carlton Trail--Eagle Creek","Female","First_Nations",2270,0.0411306396086248
"5870","Carlton Trail--Eagle Creek","Female","South_Asian",180,0.00326146040949447
"5871","Moose Jaw--Lake Centre--Lanigan","Female","Canadian",9920,0.171241153115829
"5872","Moose Jaw--Lake Centre--Lanigan","Female","English",12240,0.211289487312273
