,cps19_ResponseId,ethnicity
35919,R_3KZpilWlgqHNMQR,English
35920,R_uwueE6WyA5OYqyt,Canadian
35921,R_2ZCROaoDByWn4g8,Indian
35922,R_2QomEYw0dZdYaDt,English
35924,R_0P9cWfd8KVWfFG9,Canadian
35925,R_Duh19sFm7HqAzAZ,Canadian
35926,R_3D5A2wuv6M5B5s1,Canadian
35927,R_1jlCjKKusXxRqVG,Chinese
35928,R_3NINO2Mc93bxCIc,Canadian
35929,R_3q8upAfbQPWr8Sz,English
35930,R_3MS8kxqKa3ZigRI,Canadian
35931,R_2VvUj2H3sbchaug,Canadian
35932,R_2zGa4i0vjvKF7dd,English
35933,R_27TdwKuLI3lbbJC,Chinese
35934,R_3RsDBY2JLabCDbL,English
35936,R_3GpMnKEZ2a7y1P3,Canadian
35937,R_1in7sfTe0co5KEw,Canadian
35938,R_stVhbqG1omw5yCd,Indian
35940,R_eEUpkcA4zGQ0GoF,English
35943,R_25u3NZRr1nuILMw,Indian
35944,R_1FIIRhv3f9pN7qH,Italian
35946,R_3lQXOns99rXzUes,Irish
35947,R_qRF0zhiAYJ0Id0J,Canadian
35948,R_1LUa7woJgdgVzgL,Canadian
35950,R_1mJVt1F46KvSqID,Chinese
35951,R_3eadK5QREOuEP4D,Canadian
35952,R_2TtMGyvIAzjqn7w,English
35953,R_1esmXJ6DQDBo3k2,Canadian
35954,R_9LGvZhRRg0a6hd7,Scottish
35955,R_1DPfmHNNFTrBVcA,Canadian
35957,R_pz8ZTnOBlLsnBIZ,Canadian
35958,R_1duZSKbDtLJm0Ib,English
35959,R_Z7VeV1seW04EqHf,Canadian
35961,R_pMXTRxsOvkUQeJz,Chinese
35963,R_1gCQBdIZJYVZstj,Canadian
35964,R_3QEqhpwk7rCl83A,Irish
35965,R_2B5VzM5yj6HLicG,Canadian
35967,R_3HBIDtWBKtflbpj,Canadian
35968,R_bIolv3py8jMADhD,Canadian
35969,R_2BlDQXqRxt1Utm7,Canadian
35970,R_3n0YQkOx8qPTuGS,Italian
35973,R_1fa7laFeK1Nble4,Canadian
35974,R_ZaedIddLIr7lqBr,Indian
35975,R_2xJdBvadpv1nkOU,Chinese
35976,R_1LunJaxti32J88x,Canadian
35978,R_3gXvcIbtMFE1zJm,Canadian
35980,R_1N39wAcCmLXyIyr,Canadian
35981,R_3G7WQSykUGyc2Hr,Canadian
35982,R_3RxqV7X8mu9gtnv,Canadian
35983,R_3lGDo6ZgJjpJVWl,Canadian
35984,R_WqUy05r7LwG1M7n,Canadian
35985,R_2tlLvjLT6nepdPC,Canadian
35986,R_2zNJ0ssBOtbypPT,Chinese
35987,R_1FDELIgderyDoAr,Canadian
35988,R_1qUNmdS6ZIJQOk2,Canadian
35989,R_3jexLozY7c43WUc,Canadian
35990,R_2rr4fP6h9moL27P,Canadian
35991,R_eFIxQM6rsaTxCtr,Canadian
35993,R_3foqgmblpkqPcts,French
35994,R_u9uILzeWTOJ5atb,Canadian
35995,R_RK3bLjVzhYWWAYV,English
35996,R_2urYpe5Tiq4POAt,Canadian
35997,R_2dhlOgAdoBvSCHB,Canadian
35999,R_3ltqLREa2hHP1XC,Canadian
36000,R_21hy5rb85qQHrgZ,English
36001,R_3Rw2hrVHc8DZfTJ,Canadian
36003,R_SE2qW8AMDklvne9,Canadian
36004,R_3eeqmKLb02CiX0h,Canadian
36005,R_28FCUCMtFnfPVjK,English
36006,R_1GErivJ29l3B5aU,Canadian
36007,R_2z7upn2nujOXCcW,English
36010,R_2qt0YwkL6JJdbI6,Canadian
36012,R_ufyy9H9tOfdtII1,Canadian
36014,R_2ZE0D1OYNxSVwhY,German
36015,R_3R9fALYC9A4V4lQ,Canadian
36016,R_3OoJ0Jif75XLdOM,English
36017,R_OGPNHI97XdwY6PL,French
36018,R_2R9rhcBrfb3FjE7,English
36019,R_12mANNXHhf0zilp,Canadian
36022,R_2YFiVvtzWmnFUTg,Canadian
36023,R_cMAneQfWNJKPvRD,Canadian
36025,R_25WoTGMlst0ZXMe,Chinese
36026,R_3nAi83oDYPOF9Mf,Canadian
36030,R_3emXSXAaYMOuJkM,Italian
36031,R_earVkGkHey6wCDT,Canadian
36033,R_1KwYSjxlsnSe5b2,Canadian
36036,R_2azXNyqsGZqLXS5,Canadian
36038,R_2wNp7TdzTDmZ0YO,Canadian
36040,R_0ByNxSl3xVRPECR,Canadian
36041,R_1LzZ3hBGTeVORgM,English
36042,R_30wMzNehDCBeAhN,English
36044,R_2wGKejrlqnHnQqA,Chinese
36045,R_3QPEwucBd8HX25D,Canadian
36046,R_2WBXpsKtjUtzdJJ,Canadian
36047,R_1N1TY9yk63yfHkc,Canadian
36050,R_u8kVMuc1qkT4Fc5,Canadian
36053,R_1DHmfgU55EmgLG1,Canadian
36054,R_3HuiOz5KnppQujx,English
36055,R_3lFCaKqJ97OBL4L,English
36057,R_9Gi95eHCtJ0M4lr,English
36058,R_3mZTwtFAC29Y259,Canadian
36062,R_1LOKQeOikearyQM,Chinese
36066,R_1lfzzxWoUB1PflC,Canadian
36067,R_2fpM7I9JRpCqFuU,Canadian
36068,R_1P04JwRUkFha19H,Canadian
36069,R_dm2JD4ZN2UJE07v,English
36070,R_DUeRAAGT4atwqwF,English
36071,R_24c4ZgZXyM15Piu,Canadian
36072,R_eglHwDcggjrCAI9,English
36074,R_1hYGAl7Ne5jSe1r,Canadian
36075,R_wRXju4FRXdsAtnr,Indian
36076,R_3JE4b61J33aGSRU,Canadian
36080,R_0Go9xuUvyCJJiH7,Canadian
36082,R_2TvgWiFKm9Mn7af,Canadian
36084,R_Zfo359r16JhVKgx,English
36085,R_A6Q8oV6BjLEhJyp,Canadian
36086,R_2TMjG7v6I6RmMrK,Canadian
36088,R_2S7jiaTO47zCUEA,Canadian
36089,R_1dHxbi7Za2e225L,Canadian
36090,R_3s67yw5LcLZDqeP,German
36092,R_C1SON7zTBAd5hhn,First Nations
36093,R_sd5mI3MbyXA6Zfr,Canadian
36095,R_3NypruHGAkd3NiN,Canadian
36096,R_1i54RDzqvdgk0Qm,English
36097,R_3ql0sN01N5t1UeY,Canadian
36098,R_3HvQBwYyDtwF9lJ,English
36100,R_1gFJco67aiMzX9y,Italian
36101,R_1l0oKZFdqOksb8s,English
36102,R_pRXVSQxmO9OVRwl,First Nations
36103,R_2zuKssef15PrrKu,English
36105,R_1FaJIbu7Rc8Rfsa,Canadian
36106,R_1Ks7IhtgBOvL2XH,Canadian
36107,R_eJLwiuOk7ToKjK1,Irish
36108,R_3NwBgZqVXXvXNfQ,Canadian
36112,R_8IgcfVogkVG1JxT,Chinese
36113,R_W3EwlR3Qin558TD,French
36114,R_3IS3vkjBQ8V5c5H,Canadian
36115,R_R4ckafAMjcQeq3L,French
36116,R_Av9DqVW5x4kybjH,English
36117,R_22xz3hAChgmVazM,Canadian
36118,R_1mLurFv8r9xNXW6,Canadian
36120,R_DIUCcAIawzPD7rz,Canadian
36121,R_1JRZT9t6uY3UcGN,Canadian
36122,R_aaZlhNfwVTgDFiV,Canadian
36123,R_1cSQI3GKiFnltZD,Canadian
36124,R_1o1FD4pg9LmKxZ8,Canadian
36125,R_10DjJ4ZiCbnl0Xl,Chinese
36126,R_3kyOKRcEgfghy1a,Canadian
36130,R_2tFmBm2uaMawcLW,Canadian
36131,R_2aKuzapRaqkqLuM,Canadian
36132,R_338qav1RVznAz37,English
36134,R_a9jJ5K1CENTtnQ5,Canadian
36135,R_1LSa7fWU8mIjEn0,Italian
36136,R_1d5diIkD4aiYgCG,Indian
36137,R_30elhQVW4rgeQfW,Canadian
36138,R_PCcoS1bS18oZKZb,Canadian
36139,R_2aXLh9H62opEZwe,Canadian
36143,R_zdOGTkaoinMn3CV,Canadian
36144,R_1dfVITS5k8LdBVM,English
36146,R_2g8Z8SOeTkOq0IF,Canadian
36147,R_3kqfGNxWkq8n12L,English
36149,R_ssMZXP2GvB0OMp3,Canadian
36151,R_3QNLUyqigG630yt,Irish
36152,R_rqLBlYGsoSMACUp,Canadian
36154,R_Ryr9rPv6rXox3uV,Canadian
36155,R_cI4Nnz31rzf2FwZ,Canadian
36156,R_37tY2xCyoAPVaq5,German
36157,R_22Ke1ZLlnbFVf8g,Canadian
36158,R_XZbV1UlQxM96OJj,German
36161,R_dgrMi3ZS1opjBYd,Canadian
36162,R_1ILXF9RScas2gPZ,Italian
36166,R_1mKLWH4JbpjT6XZ,German
36167,R_1M5Qyg7sNRO0FVu,Italian
36172,R_x5BZtGtHw1MFc4x,Canadian
36173,R_3CV3qZfExA69Ug2,Canadian
36174,R_3MtbboFHYbTxu5h,Canadian
36183,R_3JgCILgpxQy7zZf,First Nations
36184,R_3JynsoFPEgbc1dI,Canadian
36185,R_2EAh6yVYGFF8QUe,Canadian
36187,R_3G8GM5FHe9aR7Ra,Canadian
36189,R_2BtT531Vckjc7oM,Canadian
36190,R_1j9vxunZioqKVVz,Canadian
36191,R_6xsnlwGW5ALMYCd,Canadian
36193,R_3ksSZcAi3nSRbF9,Canadian
36196,R_3G2LxBdFzf9nvKk,English
36199,R_1BWYitCdeyykK84,Canadian
36201,R_3Le5KBxKuLvbEG9,Canadian
36203,R_qPehyL3ZaklYC3v,English
36204,R_1MKD1nmHrnHsbOG,Canadian
36205,R_XSvGdXLsI27cHER,Canadian
36206,R_1KlROJpu5aArow1,Chinese
36207,R_1R3bOJe4BtDAFjP,Canadian
36210,R_1fko8504qQrQGOV,English
36211,R_2wSmdRBlgTe5Adg,English
36213,R_2WJq9obSJtd0Zoj,English
36215,R_4ZXVAXyytSZ6J2h,Canadian
36216,R_3m3i0xPu35cfZPu,First Nations
36218,R_xaxCEl5CNcHHFzH,Canadian
36219,R_OJzwzwewZ6Ra4wh,Canadian
36220,R_2OVHUhHnvOFBW3A,English
36221,R_1C3FDscl1UnWprX,Scottish
36222,R_2bj5xIR7KYhlfKp,Canadian
36223,R_3fB6RgDGpLzI1ZA,Canadian
36224,R_1lB1IoBsKmtpBkA,French
36225,R_2rORYSO70XfkYlI,Canadian
36226,R_3mg9V79cahtzfo2,Canadian
36227,R_247TZieWYlChvGB,Chinese
36228,R_voZFHzk72n8uiTn,Canadian
36229,R_3k7nOsPMSCViO5u,Canadian
36232,R_3Hnxc7VQY5nyWfe,Canadian
36234,R_AhyHrgExk01i4dH,Scottish
36235,R_1hMZo94SKe0656m,Canadian
36236,R_1jkqwgalygNXBxa,English
36237,R_1QoXGYhyq2pE7cT,Chinese
36238,R_bkDvVAE2VvBo2Pf,Canadian
36239,R_1gGvzYF5i9OvgSc,Canadian
36240,R_1lrFajrYHeRMpqP,English
36241,R_9Mi1SdvyiUKYfnj,Canadian
36244,R_3KBZQTK1NAFyll4,Indian
36245,R_1iqzlazCYXzc2j4,Italian
36246,R_BFDXXBPHksGADSN,Canadian
36247,R_2aftn3ZICQZDeWp,English
36250,R_2ZBvFHAkvQ3K3bd,Canadian
36252,R_1f2blQv6N176A25,Canadian
36254,R_p44CwTrj4STj9Qd,French
36255,R_3erkVR6f74K8w8s,English
36256,R_3QWrglM8wujhn1g,Canadian
36261,R_3COcPGvOqJWb6To,Canadian
36262,R_sndtxWK26b0mYoN,Canadian
36263,R_1P6MSmkDmEmoja8,First Nations
36265,R_1LBS9rGM071RDOE,Canadian
36266,R_V3GqV16VnCAEliN,English
36267,R_2ZUEE7TOwhnCr45,Canadian
36269,R_2cdYA3e85iaaO5P,Canadian
36272,R_3GBOUv3bqkpAyvI,Indian
36276,R_W7OBd9e7uz2MT5f,English
36277,R_BKUirSrawjWpfrz,English
36278,R_3MgkDe92ozkcwXT,English
36280,R_3ReAjPx0PNtFD1I,Indian
36281,R_3FL6GzKx79emXvm,Canadian
36282,R_24tIiOiolEu0StE,Canadian
36283,R_33BU9IKKpbvRueX,Canadian
36284,R_3RkD2JT33PDtFtJ,French
36286,R_Xq76Wm1xqcPaSxH,Chinese
36287,R_1BWSzAFhAIOIfhS,English
36288,R_2WJ7GN85eI6rI2Z,Canadian
36290,R_1gtZU3Dgy2qlrx8,English
36292,R_2ym6hjUsipbeC9Q,First Nations
36293,R_50Vn1rZLzK1MXGV,Italian
36294,R_1Lvg7JBpea9gF84,Canadian
36296,R_1QgyFcEtd4ExQP2,Canadian
36297,R_2VI0nL6n6mIfDvd,English
36299,R_2w4uIuKRgpCkWYz,Indian
36300,R_2wRnbUBEm62Seao,Canadian
36301,R_2PoM6wtFlscd5Ys,French
36302,R_1DRON6mCMA6eszD,Scottish
36303,R_3kKTW0vYmhPSScz,Canadian
36304,R_3k5Iceo7FtTejTd,English
36305,R_3RgtHVnWY64mBM9,Canadian
36306,R_1mKlYDZe9RsS3Vg,Canadian
36308,R_3kw7B55VKFIV8Pe,Canadian
36310,R_1esBSPcttfiieEW,Canadian
36311,R_1Opf1gAYBDAGo5D,Italian
36312,R_1MM6IYGn3gveG3l,Canadian
36313,R_2e4i2tyEXsa8FNK,Irish
36314,R_Uyyav1YJDWLvdC1,Canadian
36316,R_3s5hktTiAGs6yU9,Canadian
36317,R_2QXqi6kPGNe7Lsi,Canadian
36319,R_yR7Fuq46ten2d1f,Canadian
36320,R_qXhelFW9gsyEB3P,English
36321,R_25YiFY6ayfQu4Cb,First Nations
36322,R_3DeHlI2mpTOAsNK,Italian
36324,R_3NUljpMEUffO8xS,Canadian
36325,R_231e2f0QvqTf8h5,Canadian
36326,R_dimEGKbGeXZk689,Canadian
36327,R_2Bu2QFe9clZSdBK,Canadian
36328,R_3MSSCnnLsI0UeKe,First Nations
36329,R_3D7SkmaRMSazH7l,English
36330,R_3HhlWDXtQ8DGDZ3,English
36335,R_XuHR2PnyBAAdYIN,German
36336,R_2cbVRfsw0nlQZbQ,Canadian
36340,R_3EMbIKTZfhSg6Os,Canadian
36341,R_3q99oQPcHQ1Hubc,Canadian
36342,R_z2qS7zvESDSbzpv,Canadian
36346,R_1psa2TUgzCV4NxK,Irish
36347,R_2CNwGFYYc5YTeLI,Canadian
36350,R_3Mom1M3rPzTxBGT,Indian
36351,R_25NiEWjgWVbBb8P,Canadian
36352,R_1QyKuuwLL1JQ8io,Canadian
36353,R_30ueu39wQPut8tu,Canadian
36356,R_UK4464uTbIURhTP,English
36357,R_3qmlEaTU5xCRIzs,Canadian
36359,R_1BWB4nB4VK1mGq0,Canadian
36360,R_10oOINGHQdPA8F7,Canadian
36361,R_1EatcxbaZgQJg1R,Canadian
36363,R_0pQPyZj69SElcZj,Canadian
36364,R_2YQXVQOmDzQYexw,Chinese
36365,R_sNoiWDrcd5EzWqB,Canadian
36366,R_27k5SJNVrsVid9S,English
36367,R_3CNMNtmlbvWiCHU,Canadian
36368,R_OKkKJEVK1dAwaT7,French
36370,R_2DXIr6acIAxLqXi,Canadian
36371,R_1lzemSNMpCWzMBm,Canadian
36376,R_2w0Ncz3LmL1KWVQ,Canadian
36378,R_OOGSynpIpPOtAYN,English
36379,R_SISekwk6lJNH5cd,Indian
36380,R_3s1tAe10LFMPINR,German
36381,R_3PO9vnbXgPa4eQ9,Canadian
36382,R_2axD9QCRUsuk3EG,Canadian
36384,R_2tyhxi8TOMdSrj0,Canadian
36385,R_1DAKw7jnz1WlqHj,Canadian
36386,R_2rBbRdgfUyA9f0l,Canadian
36387,R_2xxUDSR50IC7Nrj,Canadian
36388,R_3peWDfqel7zZRhx,English
36389,R_2YhySw6da1TJ17l,Canadian
36391,R_6hajqV2QjrsHaa5,Canadian
36392,R_Ray6BmpfruBURPz,English
36394,R_NXfDuSwYyACMsW5,Canadian
36395,R_2moWMQ2ZdfFBhQZ,Canadian
36396,R_z0tGxB5TI6k5nWx,Canadian
36397,R_3sbpmRnlX6hINCV,Canadian
36398,R_3kh4qVqW9XLlSND,Canadian
36399,R_3MbxBJ7v8W5GMzf,Canadian
36400,R_D2KoVdHcLkoVHjz,Canadian
36404,R_2h5qLZ6TzhfM37j,English
36406,R_2rAbh6Kq2dRZ9U1,Canadian
36407,R_1KlrHjh8N3Dba7i,Canadian
36410,R_1k0IXqwjATb4IAi,Canadian
36411,R_23UG6V1uOVzJMxv,Canadian
36412,R_XLhRIWtYloKwufD,Chinese
36413,R_3KIu1RBozNWFz9W,Italian
36416,R_1n9KGA81eXPbCmK,Canadian
36418,R_2dm7j5YCGSJ0DTZ,English
36419,R_2qyrcAAvxnoZ6I7,English
36420,R_2R84bA84Ks9DaQD,Canadian
36421,R_2BxFqbFSLggR4rp,German
36422,R_OuRkeQXN4CuB4IN,Scottish
36423,R_3P6NJuggESAqoKQ,Scottish
36425,R_2v81zeliSLT3bVY,Canadian
36426,R_3Ms2zjeN9Jg4jCP,Canadian
36427,R_1rwxTeRaMLAES2S,German
36428,R_2Xpzg6gHw6vHsTB,Canadian
36429,R_3irigZtiIKRH8Jy,Canadian
36430,R_PSNuMe9b6TnyCpX,Italian
36432,R_3M58Ve6wYbfZLL5,English
36436,R_2uyagEmMXyq3u95,Canadian
36437,R_0VxSi5QndSzjsKR,Canadian
36438,R_2c8ITEgYgROWiqc,Canadian
36439,R_bf4x8dAPThO1i3D,English
36442,R_1o23CHucSSccZME,Canadian
36443,R_1H6vFc9IwZL4GW8,Canadian
36444,R_3KrxeaMg5XfzWRQ,Canadian
36445,R_2E5yzlESAs7yoQk,French
36446,R_3Ey6kvMhd44Pgod,Italian
36447,R_3Oc4u0qmdCGNVZT,Canadian
36448,R_2R8oK3zjrmt7G1w,Scottish
36449,R_2yl8jkJl94jofEU,Canadian
36451,R_2YX6BhCPdiI4Bly,Canadian
36458,R_VKGeBhKDHAi7K8h,English
36459,R_2TYkrPxrNgVowOA,Canadian
36460,R_82GjjaFpwHbSGaJ,English
36462,R_3QQcKAIbLb05lBR,Canadian
36464,R_5cE5qqHjlhp8X6h,English
36465,R_1Leg11WAQWRhnsU,Canadian
36466,R_3ee12MtE4arrBHB,Canadian
36471,R_sdHGqNgu0UNsrEl,Irish
36472,R_3NJyF8L7nLJ8OzK,Canadian
36473,R_1n0GuO8WXJVdk8i,Canadian
36474,R_1imaZMcAfV0rsda,English
36475,R_2QGl7bAPb33z651,Indian
36476,R_3g7oBMShTs1DJUx,Canadian
36477,R_1eJDoBdMfq8qqNs,English
36478,R_1DqjnxIzFernsko,Indian
36481,R_1o29Dn2QpFgMRqs,Canadian
36482,R_1rDpmVx8MhzHsDx,Canadian
36483,R_3oSYR5Xdcv0ymCH,First Nations
36484,R_Qp7BedAbKvALMrL,Canadian
36485,R_9uGKxAkAPGdVj2h,Canadian
36486,R_20YhPK2WLWlaAaT,First Nations
36487,R_2fIO4DeL5OtPLYy,English
36488,R_1o1NjkO1pIrrkpj,Canadian
36489,R_3Ev69vV2NvzYqx8,First Nations
36490,R_3fTqLGmkNZcElDn,Indian
36492,R_3JelcUvK6hqfNtD,Indian
36493,R_1hWpB9Jp4bxJxGX,Canadian
36494,R_1NsmWPZPWtNMrxU,Chinese
36495,R_1EduADMnUHIka7B,English
36498,R_1CKm7ZzlWTu4mdz,First Nations
36499,R_22E6tPvwSbT7z3S,Canadian
36501,R_cAR02MYkfNNrDRn,Canadian
36502,R_3fDYTSRmhP1eHeq,Canadian
36503,R_73ZeW5qcxuY7Ovf,Canadian
36504,R_1NDrELsxeQU1xcK,Canadian
36505,R_3P4tkFL6figZCKt,Canadian
36506,R_pclptnESame6cfv,English
36509,R_2tsSqRxifPJREfa,Canadian
36511,R_2BbNiOJZA1fVfbQ,Irish
36513,R_2aS05zSlqWczqkQ,Canadian
36515,R_1d4ci5XHYivcGF2,Canadian
36516,R_9HtMsYfSdcofw4x,English
36517,R_DNajsywJPLtT27L,Canadian
36518,R_2cvg2n1WloM0a4F,Canadian
36520,R_1QFOGl9VjfpUPML,Italian
36523,R_QhWZTzcl81SRAIh,Canadian
36525,R_22S2ssLx8idAf6Y,English
36526,R_1LSAueZMwpOCLPM,Canadian
36528,R_3EJUjTLdX4jXwnC,Canadian
36530,R_un89i3sHDCPMiwF,Canadian
36531,R_2rkdzJiYFhSKnqI,Irish
36532,R_1o836tUUoU1P6Vr,Canadian
36533,R_3EA6hAMuRMQ4d7P,Canadian
36534,R_2OHWEagVBdfQn4V,Chinese
36538,R_3NPVWYXsSxKL8nM,Canadian
36539,R_2tDQ4KxgnFkvPtq,German
36540,R_1F4YX9dvsCI0B4P,Canadian
36542,R_2aww7gQNExh9X4a,Canadian
36544,R_1OxZaiBZ7uo7TWY,Canadian
36547,R_1CmgL0dTqfnmHdh,Canadian
36548,R_2rU4OpkOvmzFLdy,English
36550,R_1LCf8rQoEqFLBlN,Canadian
36551,R_RVTZTkEEgESgEbT,Canadian
36554,R_22slTxxX7f3u1W3,English
36555,R_9mhz8pclx0OpvZ7,Canadian
36564,R_3k54aQBaq2xjmvV,Canadian
36566,R_3q81ABjR3JkCudj,Canadian
36567,R_26lhwpu0WCJgof4,English
36568,R_0NGaDbMOEZn3Ybf,Indian
36569,R_ZDjZZKMRNLJv9v3,English
36570,R_1l6pJOtOlmGPx9d,Canadian
36571,R_3qPWapBykRxGyuh,Scottish
36572,R_2Cv1eITkzLsr5QK,Indian
36573,R_wXA27Ekh7X3kWkN,Indian
36574,R_3dKExnTObtfnsoi,Canadian
36575,R_6QHwt5u0E84ksOR,First Nations
36577,R_3Gf8gxWGhBSvutJ,Canadian
36578,R_3G8oVuLxSixoeUR,Canadian
36579,R_2eQO4WePJkuxCYM,Canadian
36580,R_BM86Gsz6Sp2CBah,Canadian
36581,R_2TL8XgnJqAjsDVd,Canadian
36583,R_3F2PLjQuBYfVNbH,English
36584,R_2D0rtvvtnejnWsY,English
36586,R_2P6GvlayEZSzRy3,Canadian
36587,R_1GU2ZiNCLFgVP2v,Canadian
36590,R_3NIgrjCXBn5z9Ft,Canadian
36591,R_4MYkUGpGaB8oUIV,Canadian
36593,R_2WNoaCp2OoabIX1,Canadian
36594,R_6EhBQNLZ0EFvPuV,Canadian
36595,R_2SCWRxQSRSYXEzw,Canadian
36596,R_2QfV6USPbwd2EPQ,Chinese
36597,R_2diilGqls6sodrZ,Canadian
36600,R_RxKXzuoN2qYWLZL,Canadian
36601,R_1jrX4INiLipxBdi,English
36602,R_0dCFqCZE1p2Jvxf,Canadian
36604,R_1BOORqrlBsatCp4,Italian
36605,R_2cjgybWX8doXAnW,Canadian
36606,R_1ITp3IjEqaP4rfr,Canadian
36608,R_3fZayAPAF3gx5Xq,Chinese
36611,R_3smjsojUPrzm3qo,English
36613,R_TikTO0jpuMnELeh,Canadian
36614,R_CjofQHcTuHKIBMd,Canadian
36615,R_3iUB7gvi4FydDmX,Canadian
36616,R_2VpC9E8iT7u2wuu,Canadian
36620,R_12QeZ0nHbb2fNIh,Canadian
36622,R_3Gk0ZWK3AZvIUlQ,Canadian
36624,R_1jk7gmqt0L85BKA,Italian
36625,R_OHekgFAu2EUwLHX,Canadian
36627,R_2BhOEnFcy7dQTJF,Canadian
36628,R_1LZnjKtZRtNPugK,Canadian
36629,R_3iQBxxOpTI3Qy6Z,English
36630,R_0BWTN2XBlYz61gZ,Canadian
36631,R_1GH56YiLIjvgLTl,Canadian
36632,R_3rGlapufQtXQpQG,Scottish
36633,R_1Hjj4JrshOTnPPL,Canadian
36635,R_Z8FHTjzJf2MBvkR,Chinese
36636,R_3Gj38753GbZxlkD,Canadian
36640,R_2YaDEqkxLLNgUxe,Canadian
36642,R_1FKeefqfNQ0OLwb,Indian
36643,R_2dg0c876eCMsCjB,Canadian
36646,R_W367ikDWMeIuCbf,Scottish
36648,R_sNF3VRwoML2r7MZ,English
36649,R_W8xRurtRI0TmBTX,Canadian
36650,R_300isREUoqvXw6F,Irish
36653,R_25A5FELys3Pogxz,French
36660,R_vVwpcKZ1H2djtUB,Canadian
36661,R_27B6XcMSEiDvZup,English
36662,R_1jw6oxxh8S8XtDq,Canadian
36664,R_1QJZSuUD8SuVQAW,Canadian
36667,R_cYhzBM7a60el0Yx,English
36668,R_24Piu00o2WM6hak,English
36669,R_2aDBfztQlHFFcGL,English
36671,R_2aIThGnShcQfjCm,Canadian
36672,R_DUYYpB5htL1pfoJ,English
36673,R_2CQc8mLAyRJ4rzs,Canadian
36676,R_1d08UrUZPHCkz6Q,Canadian
36677,R_1lfN6uP86zwFQoh,English
36678,R_2dZ4Z9uhS56gKJ6,French
36679,R_1oGxIVJJhTdt0TJ,English
36681,R_31bjiGERtjdQ45T,Canadian
36682,R_10pB8RLVSIw4DHz,English
36683,R_1QzqeqSvpxsrClh,Canadian
36684,R_3n2SG0IghTTL2Fa,Scottish
36686,R_2amHEy93D2T6sGx,Canadian
36687,R_1g0fkb6KvhNugwI,English
36688,R_2s6YEYWUO35gaGA,Canadian
36689,R_33v8aQHRER9Rk1P,Canadian
36690,R_3NUo9i4vl7P94Pu,Scottish
36691,R_3I6p9oPhXlufM6R,Canadian
36692,R_3fjVbRBBkKXbLzX,Canadian
36693,R_2usw3G0Nz12zQ7x,Canadian
36694,R_tWAP9ju5Fsv8ilj,Canadian
36695,R_eKget1r5b8nFk6R,Canadian
36696,R_2DZBf6PeenBBMMU,Canadian
36697,R_3lRLAhsh2oCgHsc,Canadian
36698,R_cw2i1DXzaGZcLuN,German
36699,R_1DIMcPJkWBPS02g,English
36700,R_3knfbQqU2RQNXdW,Scottish
36701,R_1Lv4H9YcIWtcbbV,Indian
36702,R_1LMBGMQubuCP18M,Scottish
36703,R_OO2ejAolLOurncl,Canadian
36704,R_1n6ND9LFtKPUBzk,English
36707,R_2sSDsETSeVnvnq1,Canadian
36708,R_1eLteBVY5vn1fap,Canadian
36709,R_2tA1HPYdsPNzWlo,Irish
36710,R_2aFg3mM9S9sGcU6,Indian
36711,R_1MX3ZxcBFddriEL,English
36713,R_11cHKJ4V0mXzEk4,Indian
36715,R_30eOuY5C4eqInCD,Canadian
36717,R_2SII9joqTaBUM7V,Canadian
36718,R_3QFcAnmPCN8z0Id,Chinese
36719,R_33vyHLup9wz7BjU,Italian
36721,R_2s0Cybp1A9MYneV,Canadian
36723,R_AuiTlVDwYkE0wRb,Canadian
36726,R_3ELvUlFwH61HVr8,Chinese
36729,R_2v69DTjuvjrSIIA,Canadian
36730,R_2ztJlVFW1aU8BEu,French
36732,R_3nxfbXDsbe7WaFC,Canadian
36734,R_2ctU2tcWJI59nWN,Italian
36737,R_1Nq9KHPxQtwfBMn,Canadian
36738,R_SZDuCY9vrlEEihr,Italian
36739,R_2xRVDhlZ501ubyN,Canadian
36740,R_25WukW2gU6gOYQf,Canadian
36742,R_1Os0PYiVPS6LZho,Indian
36743,R_2YiglGeIFI9cS4s,Canadian
36746,R_1FLIDQtbVYijq2v,English
36747,R_3dXhlEYUzkAbWEA,English
36749,R_2PvR8bo5TgmsyH9,Irish
36750,R_YY1FNbxXmZmdjQB,Canadian
36751,R_1IN4OPJT73njt5f,Canadian
36756,R_2bNv0apbh9zblRx,Canadian
36758,R_10Tr640lglJ3hf3,Canadian
36761,R_2Yyt4IYb6OrAsAq,Canadian
36762,R_24nRFFEiVSIEfwh,French
36763,R_2v5M1sSbUmLpet0,English
36765,R_3Gs2uyzx7e0aLz2,Canadian
36766,R_1mrbsXN8pHnniua,Canadian
36767,R_3M6a9C2APVV0f10,Canadian
36768,R_1FqTeDQdoT9SnDq,Chinese
36769,R_3hfMqkAknGc7IV3,Canadian
36770,R_Xw6SWhGnxnXqWvT,First Nations
36772,R_3DcZv2H4NdiJCCz,Canadian
36773,R_2WOqIA6r1uRh4Mh,English
36774,R_8FUfde9giOJHFgB,Canadian
36775,R_2Y2G7wrmUdKaOZb,English
36776,R_eR6T3sAabzqAD7P,Canadian
36780,R_1DTn6OdkwzWUKee,Canadian
36781,R_2f2kKItF7cDJOOE,Canadian
36782,R_1K3WxiajatRl5Mo,Canadian
36783,R_2qEs57g10MTTbcs,German
36785,R_3IbGdCMM08eawGZ,Canadian
