,cps19_ResponseId,ethnicity
17539,R_3hylbzN8yGHlxG5,Canadian
17544,R_REyyiOFrvRk03Hb,Canadian
17545,R_1ikd230ELkzeWRK,English
17546,R_3m8FNkTqV9hJOnB,Canadian
17547,R_2cCUrczqvEuua1g,Canadian
17548,R_3kq9jCswteWZ1zd,Italian
17550,R_UN5JldcyXVJePaF,Canadian
17551,R_22xkvexP315NSIG,Canadian
17552,R_3sB1ELuLzH0UuQM,Canadian
17556,R_2ys9wZCao0HHIv8,Canadian
17559,R_1MKB6dThnBHUAoK,Canadian
17563,R_2zuQ0Z3lG2TxDyT,English
17564,R_2fBsbCxnLWE4It0,Canadian
17566,R_2TIbJrDVhESzzzN,French
17567,R_3Mgo2crmgX3T4CB,Canadian
17570,R_1FKSFRdb2vaXSq1,English
17571,R_1WTRK1wYgxvwi9r,Canadian
17572,R_12SgSjFX2oCgH5i,Canadian
17573,R_2Cq38EDbuZAF6Km,Canadian
17574,R_3sboezL2vNq4Xaq,Irish
17576,R_2y7wirUoC7D5MTb,Canadian
17577,R_sie6kvyj3BiAkH7,Canadian
17578,R_UL7KtBU7zfxngTn,Canadian
17579,R_2xY1YmlHGBY0mOv,Canadian
17580,R_2VOx0faZHbrzuUq,English
17581,R_2cblZEj9SNO0nEa,Canadian
17583,R_1Qg6IO3xwX3Oi5P,Canadian
17584,R_3KSFfJRmKyTxvo1,Canadian
17585,R_22DhZEZoPRSANsG,First Nations
17587,R_2twC2oHH2ML436h,Indian
17588,R_2OUwvgzQVaVZJoI,First Nations
17589,R_1fiPcB6zHm38Umn,Canadian
17590,R_79x2n1mG6yYb4Qh,French
17591,R_wX0RkJqX58k70Q1,Canadian
17592,R_3UTyqV2OdZpgSIN,Canadian
17593,R_SIrLlsXkkYqwuw9,Canadian
17595,R_D6jakbNw7xGMQbD,English
17596,R_2AFj8gyBYHreDGM,Canadian
17597,R_1pXrG0CU4GdPpIP,Canadian
17599,R_3maTzTBs6Isj8xa,Canadian
17600,R_vTE9tFjeRQKadR7,English
17602,R_WewvBoeyjdX2zW9,Canadian
17604,R_1oqiubkXIM84Qi1,Canadian
17608,R_Xv4hSp6yuga4DYZ,Canadian
17609,R_Q6P9kSMpgWJiMxz,First Nations
17612,R_24urMbIgW1ZPA9P,Canadian
17613,R_3nuvRdJ2kXpCgPg,Canadian
17614,R_eqwy0xuhxZm2sDf,Canadian
17615,R_3nVPnMu0cDxQThw,English
17617,R_0k3sRZSoT6iiVot,Canadian
17618,R_1kTXWRWfT5WEBCR,Canadian
17619,R_2cu45HH8ZTzfcEK,Canadian
17621,R_1LCh27JF0HmPcaT,English
17623,R_efycQGoTzLicg49,Scottish
17624,R_3EnGQ11dSjPsYEa,Canadian
17625,R_3lRddPzmeYaof2Y,First Nations
17626,R_24v24rhTgRmYCYy,Italian
17627,R_3CVF23sMkPgN9K1,Canadian
17628,R_21hti31MWLhFrG5,Scottish
17629,R_3RlORfPVGIR5ll4,Canadian
17630,R_333x7T78HnkuiKv,English
17632,R_21bkFe0HMhlq9yE,Canadian
17634,R_soiJicY7qtCUXuN,Canadian
17636,R_3iDPFlUzqYEO4Cw,Canadian
17637,R_A4dwwFg0RjjRpHH,Canadian
17638,R_3njDbgANOsxexKA,Canadian
17639,R_3k02IHMhRVmwhxe,Indian
17642,R_u4X1Rrs9ozvXRT3,English
17643,R_2AX4tuwfyFdp0o3,German
17644,R_BFJP2WY8YI74Vfb,English
17646,R_23f4W5bdwhjI6KS,Canadian
17649,R_essEHcbhgECcWJj,Canadian
17650,R_u2inGZF9MgR0Tfj,Canadian
17652,R_1MWZWx3ocunJ5TC,Italian
17653,R_1DIoMrhffduPdHR,Canadian
17654,R_1dtvuUj3yYqjOHG,Canadian
17656,R_125tAY3S4ExLn1u,Canadian
17657,R_3Ms7qDakbYy2wCG,English
17660,R_10CcLARF1tdVACO,Canadian
17661,R_306GDaE1Ok6ROV6,Canadian
17668,R_OvdPvKqD5f9wB1v,English
17669,R_2wFWWX7ZAVHwYFf,Indian
17671,R_9ZfSzZSyuyVUNDr,Irish
17674,R_1Kwg9SxaRm7xFMI,Canadian
17676,R_2y79B4HyW6Nvojz,Canadian
17677,R_XSVsBUaWGTxZsBP,Canadian
17678,R_3nlqerbU0xwnFkM,Canadian
17680,R_AdtOt6dHO56xVfz,Canadian
17683,R_1rlGLqFYZVzRgpE,English
17685,R_2uBBSMefCVRkW8O,Canadian
17686,R_3Mg3rP6gW37bSIA,Canadian
17688,R_8dMfe2fWmDEgKVX,Canadian
17689,R_2cjRN7o8yX6fX5C,Canadian
17691,R_XoaZ1Bhoi6DKfqp,English
17693,R_3CJdDNB9djEy1hj,English
17694,R_2axDxCKboPe8WU7,Canadian
17695,R_3emDJlv0yYKCKRy,Canadian
17697,R_2wcSII8hmcE72E9,English
17699,R_eJUtEo1CRkzfoTT,English
17701,R_QhwnO2LYqQBUaDT,Canadian
17702,R_1docd8EW4GRkBoV,French
17704,R_2dlFXbB9PoTCEcL,English
17705,R_Rlec0I4dSpxJiLL,Canadian
17706,R_Xp3QG3UA6e0EJd7,Canadian
17707,R_AuhE7zlBSTobljH,Canadian
17708,R_2uW08WilKiRESlK,Canadian
17711,R_2rMgRg5tph6xkGu,Canadian
17713,R_1JVhYwx1agjLD8Z,Canadian
17716,R_3LZKWQizF0MIPvS,English
17717,R_1CeT4DjfxKGIqpd,Canadian
17718,R_sZIzIdtu3cFAOVr,German
17719,R_1qgDtATZB0MEYiN,Canadian
17720,R_2Xb8XdOy2rtyE9S,English
17722,R_sbdW0UOQHWGdzcR,English
17724,R_BRh18RhHQpRPYXf,English
17730,R_wN078zTFH5LkQvv,Scottish
17731,R_yxXzFNbWXxVEPrr,Canadian
17732,R_3qvQGE1XvcGDlBE,Canadian
17734,R_2vj0rlyhlYXj30B,Canadian
17735,R_33CHV9FJVqd08v3,Chinese
17737,R_1laSCkgmYvxCvAb,Canadian
17738,R_2OYZw7fGTEihfFg,Canadian
17741,R_vPvkiDCWeRlJKwx,Canadian
17743,R_XTAzvpyTw8pS2oF,Indian
17744,R_2UgfQFwcwzuKHj2,Canadian
17746,R_2V2zIOpDWCz93tu,Canadian
17747,R_1d0TSP7NkCKTlyh,Canadian
17748,R_1EYbdsNgX0HuhxG,German
17751,R_qOcGvOKjJfjGERH,English
17752,R_1mxb8AX8vnw5kI3,Canadian
17753,R_2cwHF8sEZs0oGKN,Italian
17754,R_6FFH8OQWZpmWWUV,Canadian
17755,R_2vYcy0M40c1qMnB,Irish
17757,R_1CqFvNM4MiSZ07I,Canadian
17759,R_3fpEUKMhKnCIkSC,Canadian
17760,R_2xzOcDbkHzN3XIp,Canadian
17761,R_1lc04XpFfrmFnSO,First Nations
17766,R_3QLdTAiOkvc1NBo,German
17770,R_1lgiJKNsDu479JB,French
17772,R_2riqg0QtcM98o3I,Canadian
17774,R_Zh1MN6nJMQmLrRT,Canadian
17775,R_1i3Azkf9agyeh6G,English
17777,R_29rVAEiL0qvPoDv,Indian
17779,R_1BaiqYUAfau7H2h,English
17780,R_279DqXxYrjYB1D3,Canadian
17781,R_3QXGxOdovx3hGY1,Canadian
17782,R_1IgZfXwe7VXpaNk,English
17783,R_2aRWs5Mv2oSft0l,Canadian
17784,R_sAyjIKSc71c5bsR,Canadian
17785,R_10YKGjhkcbKXI1c,Canadian
17787,R_3qCGZLqMHmlOtkq,Canadian
17788,R_1pEiARoDCB1cwCV,Canadian
17790,R_3oBkkQeERHLD1Q3,Canadian
17791,R_1jDNESNkOrpc82W,Canadian
17793,R_WpJLyDrx7AMUtsB,Canadian
17794,R_22oaISOsqoAV7wx,Canadian
17795,R_2aDgO0iUvFIifs8,Italian
17796,R_3etoxYdhKeyQRVn,Canadian
17797,R_ABV1Vsatq83Zm37,French
17798,R_1l9p47hrPz8JIcz,Canadian
17799,R_SVKcQE8Qdd5xqBr,Canadian
17801,R_31c1CrEYZEaA1sD,Chinese
17802,R_2wod1aFhh5m0vK6,Irish
17804,R_7P2IMRbrD5l0Qrn,Italian
17805,R_5psVklEnmrS0HMl,Canadian
17806,R_1CeXim3rf2oxT8k,French
17808,R_d1fUn0V7mvW5NND,Canadian
17809,R_2bZe6YK0PgKUYW0,Canadian
17811,R_3iJP7UncQdetDOL,Canadian
17812,R_1ltccAmPXrXHr6e,German
17816,R_2CWlovB9ipXE6wM,Canadian
17817,R_sb6NdZQRGOuJQ5z,Canadian
17818,R_3fAV8U0b5OHYsoa,Canadian
17819,R_2X6UZP1amvB0Q1M,Italian
17820,R_1PZBDKeLD4h5Lcc,Canadian
17822,R_d3TQIGN1G0EXNkt,Canadian
17824,R_3Jgxf2EkWeKnsZ0,Canadian
17825,R_1oj7vAG39hSAYkj,Canadian
17827,R_3FOO6HgMYOX03Qz,English
17829,R_1g1tN8h4fpBJkQ9,Canadian
17830,R_2ylKk2Uy17rQIim,Canadian
17831,R_XyS6Y3penbbYzzH,Canadian
17832,R_PXJz2biLSbQia7T,Canadian
17835,R_3PmEjBdLxolaB7V,Canadian
17836,R_yI8rdkeREj46y6R,Canadian
17837,R_2ohFq8rp09QzqH7,Canadian
17838,R_3MLJderD1iBJolL,Canadian
17840,R_1lc0smBxtx6ivZO,Canadian
17841,R_xGipVke4zW5RZGp,Canadian
17844,R_3n3ffBiNTZEZ5Ip,Canadian
17845,R_2R9dV9BTzsaZUPy,Canadian
17847,R_RJ2xa1oFT4pbt3X,Canadian
17848,R_2zInVOJiyYM0RdQ,Canadian
17850,R_3lVocmNiNyuvhea,Canadian
17854,R_28Zgyf5niU81b4L,Canadian
17855,R_BWCv181cth4sF9f,Canadian
17857,R_31Kt5yT50mNlHRW,First Nations
17858,R_1n3M9z6z9ZQ2TE8,English
17859,R_2RZZCJ24UNk4TG5,English
17860,R_3PzSppWb6gaTGKw,Canadian
17862,R_25ppIty4kO4gAOR,Chinese
17863,R_bOPYEY6wYMPDW25,Canadian
17868,R_1LA4aSStv0SiAMo,Canadian
17870,R_2CKeIOLRrFW0T6e,Scottish
17871,R_300r0MgIDNJIchj,Canadian
17872,R_2Y36y2O9fKPx1Gc,Irish
17877,R_3MiLL9v5Ae0SXCM,Canadian
17880,R_O6X324r4Vk1T0lP,Canadian
17881,R_10vmaIe5R67FAk2,Canadian
17882,R_1Dp9xDnFiUKXX7d,Irish
17887,R_21jsB9j6FP4QAFf,Chinese
17889,R_1gUsVSraO5HSJqJ,Italian
17891,R_3EmUePDpgCM9xZP,Canadian
17893,R_1qgKBIk9ESOpGZZ,French
17895,R_30vFBdERSfEVHqs,Scottish
17896,R_2CTWM5XE8403Ptu,First Nations
17897,R_3FQaDA0na2Kv5yC,English
17902,R_3O8o7K0IfBAFoXP,Canadian
17905,R_1NDnrQWzdaOAGvx,Irish
17907,R_ZIuqHtV7qus5hKx,First Nations
17908,R_6DLhTbt94jEstd7,Canadian
17910,R_1KcZtrh4LlwEV9I,Canadian
17911,R_2EfM4XmxckY5QIT,Canadian
17913,R_0xn4wrnL0q7u7iF,Chinese
17914,R_bBGANRANWS8Y9Xj,Canadian
17915,R_3G9fJ9bnlMs96Ny,Canadian
17917,R_yvHTkDK7LfHbG49,English
17920,R_1BQKNcCkV2298aK,Canadian
17921,R_241N9rxmjTjYZgX,English
17922,R_3jcZrZJBJD4uuQN,Canadian
17923,R_d4Lw4PBLBUkhliV,Canadian
17925,R_T5A2YRwrRr7ODzb,English
17926,R_2CrMHwnmc33t9oF,Canadian
17927,R_1pSQejuE877JaNh,German
17928,R_1hQD4nYgpUC785C,German
17929,R_42PicaHifIblXhf,Indian
17930,R_2rMCl9xIL0IWyzW,Canadian
17932,R_ZIxAfrNO4ngHTIl,English
17933,R_21jljuG1pWHwqF3,Canadian
17937,R_1M5Mll3dwZ25JI3,Canadian
17939,R_1dmFu0ItIk4WPLS,Canadian
17942,R_3KSDAoIH1HAoycF,Canadian
17943,R_6SjiQ4UPI3fwZi1,Indian
17944,R_1loZY7GGRy8GULf,Canadian
17946,R_1QEZz6cmCKepTGS,Indian
17948,R_1PdZcLPniu9JpF9,English
17951,R_1ePM4yzBROk8Ozi,French
17952,R_1LkbuKwcp62ESHh,English
17953,R_5hwxRkcC4UTD0tz,Chinese
17954,R_sXviUxfL1ww1lKN,Canadian
17955,R_2zN3LZ7qoL0m2lc,Canadian
17956,R_2dtLqSzlCCYjd2D,German
17957,R_3lQBYEkNvzpxmeQ,Irish
17958,R_231v7mYae8VB315,Canadian
17959,R_3KveR2b6Yj5vztV,Indian
17960,R_1Ka3HxqFG8X5KPN,Canadian
17961,R_3stV8Eok6eMV0oJ,German
17962,R_DpXyU2h3iC83nup,Canadian
17963,R_2ebuZo3SflEeFdZ,Canadian
17964,R_3fCQRYQHUOKGpHS,Canadian
17966,R_2frOYBaWTZ5Na7G,French
17967,R_2CHVI3h3RXYxxfq,First Nations
17968,R_1rc3yn1EndzbDJM,Scottish
17970,R_1qg1gRii81ARTve,Canadian
17971,R_3gNM2X7DDEaJTA1,Canadian
17972,R_3oGuZP8BBDSrqlD,Canadian
17973,R_2PBwfxLdnn0LChS,English
17975,R_2BzYTRVp9tN9zAQ,Indian
17976,R_1cUGvTtwR1CJwAg,German
17977,R_OcAA1VianSgySrf,Canadian
17979,R_2cdxolL8eAF1YOm,Canadian
17986,R_2fp1xHnGIZAmfiP,English
17989,R_Q3owDhoBbJyT2Ct,German
17990,R_2QAjGnpg3GC45lQ,Canadian
17991,R_1LG1LdpOBEFZrO1,English
17992,R_3fUkfUwYzsIzMUw,Canadian
17993,R_2dL24ZcnfNhEyk0,Canadian
17995,R_1meATM3OaKWipH4,Canadian
17996,R_24wSDvRV4JUiXBO,French
17997,R_25ykFdlYPHaCpFc,Canadian
17998,R_2wgA9VFKqAD5ikx,Scottish
17999,R_2Y2L1A5ztP2tEt9,German
18000,R_1hA9yYGV2su7G97,Canadian
18002,R_Zm19OmblmV2URhL,Canadian
18003,R_3R8gwoY0MF4ucbA,Canadian
18004,R_ysAEiLDT7V4a8db,English
18006,R_2rjUsY3tWO3M7K3,First Nations
18008,R_12xMm2TNdnaomXf,Canadian
18009,R_1PZgB7VhZK13Fa5,German
18015,R_Q6BXe92JEJJoGbv,Canadian
18016,R_C8FCfkMKbARiVDb,Irish
18017,R_3PS2UwN8iSGBUDo,English
18018,R_2cormWcCnauWTOq,Scottish
18019,R_3Ht3w6ll8pkXPyB,Canadian
18020,R_2tUzswYP1FeCxax,Italian
18022,R_1lsK2bzjp9EYks0,Canadian
18023,R_1ePEKrMnPrphoWk,Chinese
18024,R_2PmXGtgyiPqThuX,Canadian
18026,R_putOeEAl6dd1PXz,Canadian
18027,R_3R3drurVpQGJeHS,German
18028,R_2RRpgoIltOaO51H,Irish
18029,R_2430y8LcVwJNbjP,Canadian
18030,R_WlE2N2dgagYdTfb,Canadian
18031,R_3OrnvhP9ADzCwYz,Canadian
18032,R_2ysIzks8EN3lVBe,French
18034,R_24wwFwli56B8B02,English
18035,R_1eLAf7aKKMRgL6q,Canadian
18038,R_Tde5Z3YQc4iTbCp,Scottish
18039,R_VWpS73MaXBACFeF,Canadian
18040,R_Cld3I9tW96wSrpn,Scottish
18042,R_RLeQkNYbJ63Q3rX,English
18043,R_1oznVqbYoZdj0q8,Canadian
18046,R_25BL4TCCycHrum6,Canadian
18047,R_111LOibtIcntSMT,Canadian
18048,R_1EiKNHjgjkGkmpt,First Nations
18049,R_2QEP6TObgIO0QvE,Canadian
18051,R_tFXrQicaIyjlEel,Canadian
18053,R_3jZ0hw1QWiYt1Lk,Irish
18055,R_2y77xQUM82X1VYV,Canadian
18056,R_ZJfi7wDxg6wanrb,Canadian
18057,R_3ls4k1eogW8RxZr,Chinese
18058,R_3UgKCOiKdTyN8Gt,Indian
18059,R_12zKfR0FLTaSBKu,Canadian
18060,R_1OxJYnixUwh3muH,Scottish
18062,R_2ZChTfVGxgEedl0,First Nations
18063,R_Zz1zsto2NF1tEqJ,Canadian
18065,R_2ZVJHfGCux2aTbS,Canadian
18066,R_UfpdVRVYl5q2Drb,Canadian
18067,R_1kH1WOSm45Y895T,English
18068,R_doEqIjMoidICTJL,Canadian
18069,R_1Ck0r2f9qhmWTka,Indian
18072,R_1IGk1qdai3TuKJ9,Canadian
18073,R_1lgbkuo2R1TfN20,Canadian
18074,R_301QtfydSp0psxA,Canadian
18075,R_1gtGpcAb0YrfwrT,Canadian
18076,R_2X4EAO2dOeTAdQt,Canadian
18079,R_1rCW9QJExaZYJeT,Canadian
18080,R_xg9Ewl8ePLq2tz3,Canadian
18083,R_3qa3Fa0acZtzqbS,English
18084,R_81X6nIAN5XJlrCV,English
18087,R_2ARwksStBWwecTo,German
18088,R_xs9RGgjaacsYZr3,English
18089,R_2EoQx5soFzRdAxP,Canadian
18091,R_D7hxUFk7VoBDEkh,Canadian
18092,R_dg351VyU4Se319D,Canadian
18093,R_28HUTj7blAvZONn,Canadian
18095,R_27CoaoQuaoA0Q9C,Canadian
18096,R_215SZWJ4GApB91H,English
18097,R_2uJxXNu7hdKJsgK,Scottish
18098,R_1FL0hZZ0PbHfMWS,Canadian
18099,R_1PSKMRHwkJzL20n,Chinese
18102,R_2rv7AmvwyEP6Dy9,Irish
18103,R_2wGkgV80YjIDwrC,Canadian
18104,R_12DNEq0QBcRzMzS,First Nations
18105,R_10UjU0VL6M5Whrz,Italian
18106,R_ZmdSqGmf3Bd1cIx,Canadian
18107,R_1mhmUNOvebZAdB7,English
18108,R_2tkZtS5krsY1iK4,Indian
18109,R_veI4yQpQxYOXZux,Scottish
18110,R_263jqQRrjzgNCSy,Chinese
18111,R_10Bnaxi5k53383z,Canadian
18112,R_24AipYDs6oKtqFe,Canadian
18113,R_3rS4CA5tfb76WW2,English
18114,R_6VkeoZhIg44q51v,Scottish
18118,R_1DO9DDiJRtuXWq4,Canadian
18120,R_30dHwGbhxxkHsws,French
18123,R_28BxdXkmcQA41fi,Canadian
18124,R_2zCH0tZXQ2qIvuN,Canadian
18125,R_1dHw8Bvp7iRDqbd,German
18127,R_3p6iEn862Eh7ZYV,Canadian
18128,R_2R8PLnoKYgERttm,Canadian
18131,R_qOyyW22ye7vLt3r,Scottish
18132,R_2UfSfY3a6ad9BV4,Canadian
18134,R_2viVrMJDGG44w9R,Canadian
18135,R_1lzeIVX0wCwBMDu,English
18136,R_bdevCEZmRk32jlv,Irish
18137,R_dndYhugYk8sQWOZ,Canadian
18138,R_SAEufBFLn6RTSed,Canadian
18139,R_2rVDIyPOQsjaYQd,Canadian
18140,R_24ov4R4arTO3luP,English
18142,R_WlgEeqYaJhVfbwZ,English
18143,R_2TN38rZ9jG188FU,Canadian
18145,R_1qUmRBLKdFC3ctJ,Scottish
18146,R_06tmhYZ2euXgL2V,French
18147,R_1doUovEvrB77UXs,Canadian
18151,R_cvTBI2OZWRA3kat,Irish
18153,R_1dmNB7PMnjqgSsM,English
18154,R_3CIBPlfiOsNFS6P,Chinese
18156,R_1rqd8NHT3ix1F9P,Canadian
18157,R_3r35BgxIiaA75O1,Canadian
18158,R_3rTKTSv1uTmOFsl,Canadian
18159,R_2xJNcj2Zxm3hRic,Chinese
18160,R_0vPAofKdDQDxGU1,Canadian
18162,R_1hFJUZ0pX9j1iFR,Canadian
18163,R_2B8xRgAi1hP3zPg,Canadian
18164,R_31uEdTeIhzRyCOF,Indian
18165,R_3Do6NB4CrfQ32AA,English
18167,R_1GNYJDe7H4juWNL,Canadian
18169,R_1MWoXWtw185p5Wd,Indian
18174,R_1qg5t0FlMP7XakQ,Canadian
18182,R_1qX2bL4dNEfbGXT,Canadian
18183,R_1Fn3VE74Bv3aoFZ,Indian
18185,R_3sB6BmJPUbYuiHx,Canadian
18187,R_1LZ4t1Kw5uWj06h,Canadian
18188,R_2wzSi4JM5OGdMTD,Canadian
18189,R_3iW4LUHpkiz6rrG,Canadian
18192,R_1oiiedgjaK05PO5,Canadian
18195,R_1HjXCxQLxmI2csI,Canadian
18196,R_3KBejkhAzvXcq2P,Canadian
18197,R_2E4RTNocubSqyMB,French
18198,R_10N8tbRAUvi3gwn,Canadian
18199,R_3MKyLwnKyhlOr0T,English
18200,R_O275W03rE1VFxlv,Canadian
18201,R_1r6MGONi8A6jl3i,Canadian
18202,R_R4SGdWjKxm3hsjL,Canadian
18203,R_128QJqnrRiNauEp,Scottish
18207,R_YXk5tAcmWjwxog9,English
18208,R_31WX2UYCLcwBDyK,Canadian
18209,R_30bJ2jVSDkFJ9AJ,French
18210,R_40ErklFD11FRYAN,Indian
18212,R_2cdbaA6khFAd9VQ,Canadian
18213,R_SUaXPO4mPHMrmet,Canadian
18216,R_xxcsqAKc0IisnSN,Canadian
18217,R_Zw6cg16PZXLF4WZ,Scottish
18218,R_1OPv5bH8Q81sWUj,Irish
18221,R_2lEgFad71MDXSlr,German
18222,R_2VOsb8VHNsnHnnP,Canadian
18224,R_3Pog3cL0y9mNm16,Chinese
18225,R_1PRwGH4735R9BVs,Canadian
18226,R_0ktaF4dJOoeY0Xn,English
18229,R_xzIXEwp7B7gYxAB,Canadian
18230,R_bC3VuQlKo1b0TJf,English
18234,R_2y91YgGCAixK0Py,Irish
18236,R_2eXWtmIPo9fZThf,Canadian
18237,R_1owrlFg9vAYUpfu,Canadian
18238,R_2YAhCGZKxLg8CMp,Canadian
18239,R_26hb17Hpjd6jV7E,English
18240,R_1IuS1AzzFutJOfi,French
18241,R_2AWtkizRAEMsZLM,Canadian
18244,R_21dBOkGG8jxSXBz,English
18245,R_1gAYwgJ9kKaot0Y,Canadian
18247,R_2WSHtuipuYasdiJ,Canadian
18248,R_3RmeuvAAtjrort5,English
18249,R_tQyh6DnNYOuKCtj,German
18250,R_1GUqAzyEbOxjG8z,Irish
18251,R_33dpDz1tX3xblXX,Indian
18252,R_1mOXCc5tuHgnyjk,Indian
18253,R_21FgKRXPnHmdYas,Canadian
18255,R_0ofEbCHb5G5KIX7,Canadian
18256,R_1QJBMD7AnpzC5F0,Canadian
18257,R_33j36JMeEvV61Mr,Canadian
18258,R_Pu2tf00iQ9DLiWR,Canadian
18259,R_YY7j2RY6t8xrJG9,Canadian
18261,R_2xyKfUR4EC8sMei,English
18262,R_2Sf6WI55LHg3Apr,Canadian
18263,R_1BXlaEVVI92GGGP,French
18264,R_R3x9L0LZIoxsGRP,Irish
18265,R_2woTBu9CakQOmWi,Canadian
18266,R_1oHgOTKAiH9aLLs,French
18271,R_2DNfDKnGmvvLHBq,Chinese
18273,R_24bXsoDNyZrxgOK,Italian
18274,R_x2WnPRmBp9jmfJv,Canadian
18275,R_9zAZ7YTXdUw1CNP,Canadian
18276,R_rdvCFr4hZxUhePT,English
18277,R_1JOsPHqiLEuBEd1,Canadian
18278,R_1P1VsUOKzZlkkyB,Italian
18279,R_1JPE2F7QYWUYKB8,Canadian
18280,R_3Ppe6wFHG7LWc3T,Irish
18282,R_1eY51uxRHLAzjfj,Canadian
18283,R_1n1LQErAiPsfhGR,Italian
18284,R_eUKqp22ytnPUWf7,English
18286,R_1CIVcQ6ZmnNdho0,English
18288,R_31NthmTUdp8UCtR,Italian
18289,R_1UkKXdCNNLu2Atr,Indian
18292,R_2tyV3AkRoix53ZI,Canadian
18296,R_plOH9RW5KJleRKF,Canadian
18300,R_u9zWvQ4aNGrcxY5,Canadian
18301,R_24CPAndVEECJ4hd,Canadian
18303,R_1P6jq8fj5T7P3aw,Canadian
18305,R_2TOjYVmzdIT40ep,Canadian
18309,R_3s5Qfv0RjYno80P,Italian
18311,R_1dyHNJ1a5ndf1F0,Canadian
18312,R_1Gnb4qbZjzNJtPb,Canadian
18315,R_3MsqxkS9Hcd8IDM,Canadian
18316,R_Om153DR9jnalyLv,Canadian
18317,R_1I79ftNa10X2Fpg,Canadian
18318,R_22lxfTaPvTRi1T3,Chinese
18319,R_XiwAfGWaCgVDHfX,Irish
18320,R_3KwrHcX8BA136Q9,Canadian
18321,R_1mtmbZMm85iX0NR,German
18325,R_XAfPw19mnxwsHAZ,Chinese
18328,R_piWXk17c2kjMExj,French
18331,R_3s6PPFaYg6myfwL,Canadian
18332,R_2YJ3S9l6hTpT4z9,German
18333,R_1Naf56QXTkCQGj1,French
18334,R_3JK04lxjQvixLbF,Canadian
18336,R_NWnjXTcVxCitOql,Canadian
18338,R_1eqOqZKst2ZVzmS,Canadian
18340,R_R9RnYeJb18V9t3H,Irish
18341,R_3gNI7IQutaRNeYi,Canadian
18342,R_DwbjqrtGOZ5Kny9,Italian
18344,R_1gtJmqqXF8DEprv,Canadian
18346,R_2R35TYzBPW75Im4,Canadian
18348,R_25B03PIB72vJ4cP,Irish
18350,R_PCBZG2JPxXzAfId,Scottish
18352,R_1hPUMr0RmW4AkfH,German
18353,R_2YLAA45wszwnU6s,Indian
18355,R_XSpPOOmUwVx8Cpb,English
18357,R_22DLg0AaWorlKum,English
18360,R_2tcnbFCVc687ROl,Canadian
18361,R_tMV2x0GeJ1UHd3H,Canadian
18363,R_1onHkwhQc1xQASy,Canadian
18365,R_2SDAml7MmwP16n6,Chinese
18371,R_3kigMMAgrx9fTgK,First Nations
18374,R_1Eg88Fwt9HEXPSS,Canadian
18375,R_2dWJVecje9bhhDu,Canadian
18377,R_3MxI3mAPcxJRcTA,Canadian
18378,R_3jYtUMI3ALPyDKG,English
18379,R_1erzPKhijxKlDAb,Canadian
18380,R_3hnl9xQpO00D6ZB,Canadian
18381,R_3ET5Kufw6joCFyF,First Nations
18382,R_DAjExMgt7opax9L,Canadian
18383,R_1HjbtXf8o1bepLf,Canadian
18384,R_2SdWRx16u65j6fK,English
18385,R_1dfUPUdFoM8ckAY,Canadian
18386,R_23eIZiKrbn28cBr,Canadian
18387,R_Abdep8xGLxHSq1r,Chinese
18388,R_3m8EJPszLxdlygQ,Canadian
18390,R_3G9OPzxyFg49LBI,Canadian
18391,R_71EMFgAj94Wx3Hj,Italian
18393,R_77jpfYYAmBmvMhX,Scottish
18394,R_1qX6zC0CwZfwmkX,Canadian
18398,R_26ezNBw9X3c2vzR,Canadian
18400,R_3lMRpSIFjR8GP8u,Canadian
18402,R_eUHsmnOQ7WL6pjz,Chinese
18403,R_r9C6m3VYRDio8Lv,Canadian
18406,R_XFhVOh45sMbdbyN,Canadian
18407,R_2OPGrgS4ava0FNG,First Nations
18410,R_1OSTE8Ky145o7gR,Canadian
18411,R_1i9kE4l04m47iwo,Irish
18413,R_vesVKxm2o7xJutr,English
18414,R_1mC5L6NBmzDsaMl,Canadian
18419,R_1o1obLni48QVS5k,Canadian
18424,R_3qpqsMM66dAaQuW,Scottish
18427,R_2E4VimGa8OeXKVi,English
18428,R_1GOfNJYyERaOo0R,Canadian
18429,R_21G7atOBEf9dCjZ,First Nations
18430,R_27x6da00nssCs4f,Canadian
18432,R_1fkBq1smgAt5IZJ,Canadian
18434,R_1DNJ2RPF0uokSVy,Canadian
18435,R_4O9GrELAM3TFG3T,Canadian
18436,R_30i38ehZnkkFB3V,English
18438,R_3j9bCIMwXg5LHPJ,Canadian
18439,R_3dDQHn0m9Ezqab7,Irish
18440,R_1IWejHi2XrohBP1,Canadian
18442,R_2EFToHBcbj0LvV5,English
18443,R_2tEjmfn7aPyMWj1,English
18444,R_1DZFXbaw6FRZzZ4,Italian
18445,R_3G24zjapyGDRh3A,Canadian
18446,R_7OMLtMhLz3a3bjP,English
18447,R_2w4PSJzBcPzGfar,Canadian
18448,R_2TEHZH95ZQPOrcI,English
18450,R_2EE60t7FFV3XyAM,Canadian
18451,R_PNHBhJIkA4uOfCx,Canadian
18452,R_1FRLfoB5z7siyG3,Canadian
18455,R_DqVaiWL7f7qvZTj,Canadian
18456,R_2YVVLWfgXo5GAM5,First Nations
18459,R_2YeQ6zBCZcXw1zE,First Nations
18460,R_1duCWAsNBh5Myhx,Canadian
