"cps19_ResponseId","language"
"R_10YroADk9gbnVgG","English"
"R_3GjLfMeOeXFB7n1","French"
"R_2zkF8EWfVskOn5w","French"
"R_3lsN8z7aXCPW2pb","English"
"R_24i7kYX5UTOnPuv","English"
"R_1OwSd3fzuJTQop4","English_and_French"
"R_1GBQndf7V3P02rc","English"
"R_vObsX36bf2fPkYN","English"
"R_3MxPPK5mEUanwOC","French"
"R_3lDhA0NvFdHaoUG","English_and_French"
"R_2tsWuDR2gDB06r4","English"
"R_1plOjbBvfwyUDbf","English"
"R_1Cf2gkHmcAVA9KV","English"
"R_3fe4k5DWXtxpjDx","English"
"R_238JDKO7HX5GZhr","English"
"R_OGXBUHsZT33qBeF","English"
"R_VPuKs4T44O97nsB","French"
"R_DJreDZAFZh9Jm9j","French"
"R_3subhkV4UZkwKOC","English"
"R_3KxZQq3zB1AD1f2","Neither"
"R_OfJ7cdzWgYmiFXz","Neither"
"R_3l9nibXeaIVaOGJ","English"
"R_21hWN1dC7S9XRTn","English"
"R_31HESrnKhZcpwoK","English"
"R_w7AtT5OKvwASAmJ","English"
"R_PvKV5nC03Rze3Hb","English_and_French"
"R_269KETMzbyCFFXV","English"
"R_2y9gKiX7PpOQmXL","English"
"R_1JUtz5tiHaJX66q","English"
"R_3GCI5h3cvZO4DTN","English"
"R_1OwTKG7mDccXq8X","English_and_French"
"R_2dRNH7OzGTFGQjy","English"
"R_WvAecgfi1zPDkhr","Neither"
"R_vcPAlLcuApadqbT","English"
"R_1DPi62bLvCbDgFp","English"
"R_2zkWlllnsGNyxyu","French"
"R_2whvASAyaRYj1LQ","Neither"
"R_2bPoLEm5ZZz54bH","English"
"R_3gXG4dIIaA7i56O","English_and_French"
"R_Q65FExYNy8nOXzr","Neither"
"R_2U9E6isXy2MWCvc","French"
"R_3mmHrb87osx34wc","English"
"R_1duZXLkECsr0ooS","English"
"R_21mIGUnWTxwYlX2","English"
"R_2eQEbCrrmg3qlzp","English"
"R_1FtVSdj6Iu9RsQE","Neither"
"R_2zpXdnSpQD2z0pd","English"
"R_8qZg7E1aRsRlAml","English"
"R_pmWNFCqaEdHnasp","English"
"R_xDxmSbcX7C6QUhz","Neither"
"R_sjLCRCNRiBywV8d","English"
"R_27O3kD21DOBg10x","English"
"R_1OJgsr9AP8D8xiZ","English"
"R_1Ln6TRIqwcOylV9","French"
"R_PGyqKGIwryM9BDz","English"
"R_1pYwqGjmtRonrpz","English_and_French"
"R_bjaTLba19x6yEo1","English_and_French"
"R_3PtWpGRuazF8tqE","English"
"R_4JlaOMfH2XDt5K1","French"
"R_1Sw2H1FkCF9OXBv","French"
"R_D9a7sIPp0tYNzfr","English"
"R_9yIk8JZGuYsYuBj","French"
"R_2ZKtUiJ6CuGo0rK","English"
"R_1kZJyqt3Wm2YAWr","English_and_French"
"R_3KuMMdOQ1q9nWrm","English_and_French"
"R_1Ovk0xOjfjaU9PG","English_and_French"
"R_2f0N6OmfibaFmCL","French"
"R_2CfDT5PcDGauEqY","English"
"R_1zFr93ih99uOyg9","Neither"
"R_2EhmF8rh5SvknIR","French"
"R_21aHFLnrytv7VJz","English"
"R_NUQrDKTXbmKohHj","Neither"
"R_R2Mt3J9nBYeAq89","English"
"R_1loQJjpumcIuYui","English"
"R_2tKh1sPWG4Mp4Lh","English"
"R_2SjKRkt8su3M91m","English_and_French"
"R_2s0VUNS6t5eqzfL","English"
"R_dbZE0nIkiY56XOV","English"
"R_2dowMg2hxHnr4Oz","English"
"R_3KSKxPg0GFvCVO6","English_and_French"
"R_1NkLzo1K7low8w1","English"
"R_qINSjzjdHD3up1v","English"
"R_21vbNjS0yweYR2B","English_and_French"
"R_DAy2bYUjuxliQwN","English"
"R_Cl8OKCDdFS45KeJ","English"
"R_1gtf9PFFNsYzICg","English"
"R_2b34zOmNx9uzcOn","English"
"R_3svKewiMhMZrGjV","English"
"R_zd7BFREtY8PTvgd","English_and_French"
"R_sh5as8JQWA4ePAd","French"
"R_3ikc1d6uq72Xask","English"
"R_blN8I2XmXLDD357","English"
"R_1E7e2kA1y0088tD","English"
"R_Zsoy8kaNvnxfUeB","French"
"R_Z8iGfmLb3zXTWnf","English"
"R_udBeq4Yepklkx1L","English"
"R_UoIY0Gv0q8WUQpz","English"
"R_1hBgt4dK1ByQDvP","English"
"R_1F2PKjJSYuEFMLp","French"
"R_1GDiFxiljTtSm5N","English"
"R_1mQQwPkkz0RIEO5","English"
"R_ZHIpZhOBzaTbrbP","English_and_French"
"R_3gRRDCESEMuUXuo","English"
"R_W8KTY1DTInGSCGd","English"
"R_1hYWdz8REAxYEve","English_and_French"
"R_yCrFdsZHENJ8kJX","Neither"
"R_217z4N0KbwTh5l2","English"
"R_2dlNxQwo9x8I7zm","French"
"R_2y7xzDrTy99iDdO","Neither"
"R_D1MdeP12Wp1ebSx","English"
"R_1QxzcfALbNuTE58","Neither"
"R_bQ5bxzqRdIObhtf","English"
"R_2eQCI7S4DJTSe9y","English_and_French"
"R_rfqSB92CxBdFe01","English"
"R_Rh5K8erMkP8vrEt","French"
"R_3Jag1Wr2N5KarQA","English"
"R_qEltK4Ya5Vsdumt","English"
"R_1mQ5q4giwW3Q5wY","English"
"R_e8uSUrX55ndzAdj","English"
"R_DpZ0qCfuxbfSZ5n","English"
"R_xrQnuFiMEnlrKp3","English_and_French"
"R_yxdQICTO5jsOfBv","Neither"
"R_UWOyVrJOf8LnjO1","French"
"R_006mfFdK5t14ZfX","English"
"R_12yW8RRAUPvLoUL","English"
"R_21FCOq3G6InN0WW","French"
"R_242fHotZqX9zV2O","English"
"R_2VdTafajdxMpwz2","English"
"R_3J90jtvb2SMK0tv","English"
"R_2WDxKgOsPLmg1vy","French"
"R_3PQXnzuA8jq2HNO","English"
"R_TemrRhEBGxFit0d","English"
"R_57J81ogNvd6gX85","English"
"R_3GAPJkEKZAX0tGL","English_and_French"
"R_2dsYxn61vJctrKT","English"
"R_2PvVv0MWtvjQVYt","English"
"R_2YfEvMOamFP4lS4","English"
"R_umJlP7BsQXcLsVX","Neither"
"R_3NwHbxMx0ckxl5P","English"
"R_BX0UGof4ObuQuat","English"
"R_e4ilG0DTEzdhWW5","English"
"R_2bWb1vya6WCjgzX","English"
"R_bIyZSGTEOTLfSH7","English"
"R_u95KeA2FjwCynXH","English"
"R_2ruUWEoNMsU1Wjb","English_and_French"
"R_1BVsfXqn5kCpdCo","English"
"R_2fsGUmPgX8MkYSZ","English_and_French"
"R_3Jee3JWVrdgleda","English_and_French"
"R_2b48OODGPLvmbA1","English"
"R_0qANlqkRezJa0y5","Neither"
"R_27BcMjoEZeiUH3X","English_and_French"
"R_2PaM35ba0dk1v5T","English"
"R_25HIhjxuLPYEnE0","English"
"R_1j97oBfNRksjcHR","English"
"R_2QJs2ADXTCNPIOw","English"
"R_2dlSUvP5XHTpQgM","French"
"R_1K2cIQNvtZPTA0f","English_and_French"
"R_2f3E4OiJa7HKap4","English"
"R_1gIUqZdPV3Cf3Kh","English"
"R_3O2fAH7DSvLx9So","English"
"R_3kHYpqFQ5Gl5aYt","French"
"R_24tSU1l8mlFoIIC","English_and_French"
"R_3Dd2BRMeiyFmNHP","English"
"R_3JjVQalKXSbLfQa","English_and_French"
"R_240e7ajVvoLUG9q","French"
"R_XG7k2uRt5xjWxk5","English"
"R_1kIhkWAT73frOWF","English"
"R_3jeYj698u1sHpd6","French"
"R_2rTsWC0nNYtw15u","English"
"R_1GQgLDHyx9kvvRO","Neither"
"R_cw0DyForXtumFJ7","French"
"R_Yagedlm1BYj5NhT","English"
"R_2dWPXs8oemDDQIW","English"
"R_3RxZX91xV5zK721","English_and_French"
"R_1M4Hp89nNN7BY4B","English"
"R_2Ed6u0td2bRpnby","English_and_French"
"R_qIMsw7SAvKiI729","English"
"R_1LRHYKp1llp0IG6","English"
"R_2bK312Z1QhUUDgL","English"
"R_2zewBY8JOzjFeQW","English"
"R_ReQXKFB9DmYWKSB","English"
"R_AsvY8VH8qqrVImR","English"
"R_248lXOE2K8nkvXg","English"
"R_21cxS641nV6ee5R","French"
"R_2Et8O7m5NkJPrw6","English"
"R_2VCLIKJlluX76MU","English_and_French"
"R_2cw8r9WvzJFQE0f","English"
"R_22Kt3mHVVgGAiOD","English"
"R_3fZsYTmptEGwKn9","English_and_French"
"R_2amh3RIEUPFxOjo","English"
"R_3M9xqPAf3ibRhka","English_and_French"
"R_eCDqDlgvv1n0ACd","English"
"R_xzQR3uiZWE0W40x","English"
"R_3hDBB946dYYYDrm","English"
"R_24juvETjlVWbSu1","English"
"R_24HpD58eHikNv3b","English"
"R_1cU3xiLPrGIVTTx","English"
"R_2B9BCeEtRceposi","Neither"
"R_22lWeQePDBMGa8W","English"
"R_2Ys5k1IszB0nJA8","English_and_French"
"R_27K9Ohs6qumVcxR","English"
"R_3JlAJwIniHywCP1","English"
"R_3qWGN7DQ26YgNAK","English_and_French"
"R_AyW5m8wzCvTS8CJ","English"
"R_3plsLjeVjZy666r","English_and_French"
"R_1QK2GKH4bAV4zpu","English"
"R_1CKnxzYhRJ4feA4","English"
"R_2pLZYyCMuuawycs","English"
"R_3IZ9xkj2ZFu8d4p","English_and_French"
"R_3Ja7naIHcD5db3Q","English"
"R_12f0QjMfhfHouzy","English"
"R_10ZUlUOlszL2l7N","English"
"R_pLaEPrflulQ0jD3","English_and_French"
"R_1r9dhEGU7AH678w","English"
"R_sdJkv7RKmhL3Ked","French"
"R_3dMToYWxzySF7Yf","English"
"R_6lZdq6DVrFuGduV","English"
"R_u1ZfDBMI5WYqxsB","English"
"R_2D7DqsjJNkwFyk8","English_and_French"
"R_11hxDOx0La55Ev1","English"
"R_3GcGcHjEET8Uo67","English_and_French"
"R_1hAyoB0JltNpdx8","English"
"R_1gwMPukl2zPo7Yw","English"
"R_ZBLAOukamPLIyK5","English"
"R_rdS2ewUVLLLCm7T","English"
"R_1rpJdNkqdQS2lAQ","English"
"R_2an7YS3zWejlkCB","English"
"R_1dGNo9WgNfqwSMG","English"
"R_1rOHSqUEsgXOyvC","English"
"R_1rCIcA45VTDMXud","English"
"R_3Dpu85x6xYA2qqv","English"
"R_2AWRdGSwxH0UM30","English"
"R_8HsNd3SxBNh6LWp","English_and_French"
"R_RQSqfSpkkyAGfmx","English"
"R_25XBjOnI5TFoBef","English"
"R_2QYEqWALBn0Goic","English"
"R_De09bztCXToUslX","English"
"R_2Xp3jkTzm5k3ogR","English"
"R_6fWvASVPQnJmDoR","English_and_French"
"R_BPpSxUDs3lbBNwR","English"
"R_2f2I8HBrDiSRgTD","English"
"R_1i80IGGYoiVMJ8u","English"
"R_57Jt2PXtn9Isp45","Neither"
"R_3sGqaYZnil47Cql","English"
"R_2Btvfwuk7DVGA1U","English"
"R_2qsloabvWmwhH6k","English"
"R_38dr5R4VEBn2fER","English"
"R_10wrCKGxzR2ZuaE","English"
"R_2eQdZM5tqczQn0S","English"
"R_3sh9cpdo3Zrmgjs","English"
"R_2rNnJe2vEiS4bTo","English"
"R_3KxaN1NynYzsTkk","English"
"R_0lhuyFmG4YLFp3r","English"
"R_1lhIR4X8LTNwkPg","English_and_French"
"R_4PIaYaplGQt1cVr","English"
"R_2Spfxz81sfaUSTW","English"
"R_2P054jJQxmseFoc","English"
"R_sTEmRIdbyhO3lxD","English"
"R_3RmSIjkskEtWclH","English_and_French"
"R_1H0ueiw45BgafVv","English"
"R_21p4wvqeDsnDoYh","English"
"R_1MTm6iy77aXNjJv","English_and_French"
"R_1Ed3qaTjmDn3IYA","English"
"R_1pVRRvSeioSOipB","English"
"R_26mYSJXnGKoVmse","English"
"R_12AaOYCcxfgBa9R","Neither"
"R_10PMohiK3jiVVpG","French"
"R_2s60icoWAWFf7Fa","English"
"R_338QM5VBzMAIWkl","English_and_French"
"R_22tuqUplHqFA9l9","English"
"R_2xDExhGhNUKINkN","English"
"R_2fxIOzQChjdDebL","English"
"R_vlBfSbg7yhaC785","English"
"R_30pIl5nUAfIomxA","Neither"
"R_27KcuPtIBc8if9J","English"
"R_2OJYADu8A6IeDzB","English"
"R_3fwSGr9cJHS6VhB","English"
"R_865TrM9YbUyE1Il","English"
"R_1LuPkiDu6KVZX5F","English"
"R_1EhWMY3LlA5vMZp","English"
"R_1Ky7p6k57vPvHVk","English"
"R_1GHsJDDVUBw2Dw2","Neither"
"R_3Rz3mTp0gpVE8Gu","Neither"
"R_3eldP0JTPatAqRf","English"
"R_2uwlqiikELmZW4h","English"
"R_VQFUG7NgdZS3Cg1","English"
"R_0warkZOnxpPbinf","Neither"
"R_Q3zp0p8PIyj03g5","English"
"R_3Krxm3UPDOe9kVd","English"
"R_qy0lSfWR6RY9ayB","English"
"R_1CEnJ7vXAQqXg2e","English"
"R_2f23aiDinXgoR7x","English"
"R_xEI4rmqQjQuOQNz","English"
"R_27Px7B8NmXcLjU7","French"
"R_DeqwyDsVS5N48gh","English_and_French"
"R_3fB3sEecF8L1lyj","English"
"R_3qk84h2KjELUoz1","English"
"R_2eUuoJFgB5k3Shu","English"
"R_2AHis1Uo4zNG8GM","English"
"R_3HzCGqFZArdSL7K","Neither"
"R_24j6Pguo1yXqxgA","English"
"R_2VfPnAAtodUv7Cs","English_and_French"
"R_pipoqSAUjiY8gcV","English_and_French"
"R_1H1UjxdxuQquaBP","English_and_French"
"R_1NzfUGseAj2DLDl","English_and_French"
"R_31AwKbBYbaEzml2","French"
"R_2e8Rb86SAXCCYxu","English_and_French"
"R_3OkT6uwdvL1jpSF","English_and_French"
"R_277l1bs9lreAt32","English_and_French"
"R_2zbB1bz8Lk9WXDH","English"
"R_3q84hnlTOGKu0wp","English"
"R_33DAwXPCRW9rWTI","English"
"R_32L5M2vAPybQStY","English"
"R_1LtUDyLdSsqwjYW","French"
"R_3nqpm0cRdwfBLcI","French"
"R_21gLdD0CyTF9AoN","English"
"R_1kNajLGq28zBWzr","English"
"R_1j7Wdo9ujJRqfMK","English"
"R_W8rRbavDO1LmMiB","French"
"R_3pr2axmlBLoPmrx","English"
"R_1PZb2nxs5Qf4uqc","English"
"R_C1hA0YJB88g8PdL","English_and_French"
"R_PToaBm573qMkAed","English"
"R_20Pz71KDraGUeaL","English_and_French"
"R_1mCz3ojTKAJ42Vo","English"
"R_3Leby2IydxdVPkw","English_and_French"
"R_2VEhG1WOpK2eReh","French"
"R_viaORTbw9lH2Lqp","English"
"R_2velPOF6AuaiZCO","English_and_French"
"R_11YZbAgNgueGFCv","English"
"R_31zIBPuJgVCRzT7","English"
"R_1mV4kRer6wrvtUf","English"
"R_UfFkRL34zAcNcMp","English"
"R_1P6qtSIkDwTNyjH","English"
"R_qFbZEvqZOPXSSZz","French"
"R_1DJ3hNdAbtSjkmm","English"
"R_3qx1sij602JsxZZ","English"
"R_11iTwRqohQzlvK4","French"
"R_C1dEjufZyJPQHIt","English_and_French"
"R_264h61Oanm9Qbv4","English"
"R_ulHcf3LG5bR7ybT","English_and_French"
"R_OqK0Y4Tra12ETjH","English"
"R_cYefukDIAnx4413","English"
"R_2D7XVh5neHAxOUU","English"
"R_1d4FU3qFPtYdk08","English_and_French"
"R_2V2PDC5XpV4OQcC","English"
"R_cSbOeRtU1Fp6EKt","English_and_French"
"R_1rulk28S2kgjCyk","English"
"R_3rO3SbdPLrI3Rvv","French"
"R_1MSNuu8ibFNq2zM","English"
"R_1eDhnT6eoRX7uGC","English"
"R_25WN8P1ZNhBplIY","English_and_French"
"R_3iyXToAvZoCLE6w","English"
"R_3ncmrfGDKwRSti1","English"
"R_3nGdzEXdQobjjRG","English"
"R_2SqNdqyQTYjkRKZ","English"
"R_2WG4KLPXWpZV2RC","English_and_French"
"R_1IcME2cZbJybM3a","English"
"R_2YaY3DHzhdeO6Ov","English_and_French"
"R_31vEMndAebmZX79","English_and_French"
"R_1oo4PmR0owH0ROz","English_and_French"
"R_1hBi1ufzoN3C8g8","French"
"R_2dnDqvTQ5e0Kyih","English_and_French"
"R_2YSyxCHXbmCZqGm","Neither"
"R_3eqrGtEOr8yekkr","English"
"R_2B5Levjsq8NaMsk","English"
"R_33mcRARlGcQPGPS","English"
"R_3dXp2TVxFxXyCLm","English"
"R_3WPtD9uLxB2ynZf","English"
"R_1i8UlXx5D2T1k03","English_and_French"
"R_1CvzFceiZ7SJ6LP","English_and_French"
"R_3Rx6ATXVDa77sMw","English"
"R_1FaBhAslmeOgaot","English_and_French"
"R_2V8ui7bEqTftFFC","English"
"R_32MdfhR7QvDE74O","English"
"R_2aessbC6BjvpaLg","Neither"
"R_22wRPqJCrMNutQ0","English"
"R_2uxqSx3OsfJ4tNc","English_and_French"
"R_2Yg33vAQJmvd69i","Neither"
"R_2uIJsycv0mbnPVm","English"
"R_1gbEvXVoXJUWIpZ","English"
"R_3wJGt7RbBP95ycF","English_and_French"
"R_1dEuF3QkJ2IwXa6","English"
"R_3Ey7D54XLR8cqty","English"
"R_2uKCTvgHaNaADT2","English_and_French"
"R_1hKFPKvZbUluvJb","French"
"R_27yAkLvy1cKJUem","English"
"R_3hDB2gZA2Ga4IeV","English_and_French"
"R_2VEzpi7WFueOeUa","English_and_French"
"R_2wpKKtD7OX7WcG6","English_and_French"
"R_1dzVBkj653DJWp6","French"
"R_3fZ8sRN81O7Mmcf","French"
"R_3kzcs3MNLOADfSW","English_and_French"
"R_2WG1JlPDsTpdkWj","French"
"R_ZKShV093IGv27cZ","English"
"R_3nIUD00bRrREvjk","French"
"R_2t4rhDEb0O0mERV","English"
"R_1HnLfbJsfoInCVO","English"
"R_Wd4JkuhPEreBYeR","Neither"
"R_2TEPYu0axA5KWKU","English"
"R_1ItJYgWUjSYbg5D","English"
"R_3hxpUECo7jPI38r","English"
"R_9Y1Sdl8jCEG8USd","English"
"R_1f7plE1dB3glsSs","English"
"R_3L6nyJ0O50Sqj7m","English"
"R_ByRadD6SaGdeCFX","English"
"R_25sFDZsCbBEzthk","English"
"R_1Hq3HqhIv0Js1qC","English"
"R_uf76YdPNJOT9V7z","English"
"R_3nCnaC2MMni0G3O","English_and_French"
"R_2PhzFw6iy8r4XoV","English_and_French"
"R_1r1awekCR0E2Iu6","English"
"R_cO0IZh9ORTwT3rz","English"
"R_2qfpyrfpc2MEs7c","English_and_French"
"R_cU308uQygBwEwEh","English"
"R_NXgEq7zFfFgKgyR","English"
"R_RfRDgBZ00put85P","English"
"R_1FMbcGkYfHJYKaS","English"
"R_sSbqLm530w74hGx","English_and_French"
"R_2zekRRcfhTHsWO7","English"
"R_3njXM2JoX6mP9eo","Neither"
"R_25HmsvWMNcphzG9","English_and_French"
"R_237ARcj73nrkrNq","English"
"R_1iaLiqxu7uU6TZj","French"
"R_2rYp7hFthWFSio1","English"
"R_3dZdTUu6bjiGqZa","French"
"R_2fDUMptLtKy5krH","English"
"R_1ONBNO11v5q6Dxh","French"
"R_33pA4YCyaFYCBIj","English_and_French"
"R_3kHU0cG7Mqx4u4r","English"
"R_1Kj3M7UTKoTgcbP","English"
"R_2Y3yy3sabEesQbd","English_and_French"
"R_3F1Xjs8KqULbR2O","English"
"R_2Y5ryKZo0AjTPCu","English"
"R_2dLKYU74n0LuNOH","French"
"R_RVaEf8jgOK8npLj","English_and_French"
"R_Rn6R0J9AjfNsKzv","French"
"R_3sB9jtTzw7hdSbH","English"
"R_sBYjeHjD3iE16V3","English_and_French"
"R_2WGafRiRYYrRGFt","English"
"R_1KllgTHjsIebEIR","English"
"R_3iKkumC698Pw2Qe","English"
"R_xDTjSg3ja8mKCVb","English"
"R_3sobvlAFJRq4k1G","English_and_French"
"R_2CVpeg3xITjCtZi","English"
"R_3rOHnQDe3khYGLV","English"
"R_1ohBEYanjknS9r9","French"
"R_3jUxUXnEnutJt74","English"
"R_2Cen40IMPuExbcT","French"
"R_25HNvKj7mYm9Amm","English_and_French"
"R_3k5oA1xAof598iU","English"
"R_DixE9kOIOnx0CJP","English"
"R_2PpvFkBJGIMm6kb","English"
"R_3pt2Ho0VRHfxc1l","Neither"
"R_Q5j9oWG2Q2wqk0x","Neither"
"R_12QFtMRH8MHthKr","English"
"R_1dEq4ztXcqF5Ixr","Neither"
"R_3DvVUow0q0rHCMm","English"
"R_3CN32j9w34HaCYs","English"
"R_6hg5fN8DOe7NV9D","English"
"R_1PTS2AbjS3YVuGs","English"
"R_3D26XZEDdhl3oLF","English_and_French"
"R_3NPc7Z7JnJPiRop","English"
"R_265AXpJ5R4K72eR","English"
"R_3NQadt7KEudRZIq","English_and_French"
"R_9KRs1B2cKpsCQM1","English"
"R_W0Ca8FdbUEeSMRr","Neither"
"R_esrmVHbwh43zLZ7","French"
"R_2asMP7me1xWLfJf","French"
"R_9LakJ7RHgCQcSZz","English"
"R_1kMKHM6WDzSwpwh","French"
"R_1hLkbNAKAtPAz1u","English"
"R_1eUFTI2hhTQfERW","Neither"
"R_3EQkaIusFuD1yH2","English"
"R_shaHpfkIHukck4V","French"
"R_4NPE1VtUG5aAIOR","English"
"R_4TLWK3H6t1vuRCV","English"
"R_VL1FcAH632LoRZn","English_and_French"
"R_BXui7ONnUhnQHqV","English"
"R_2c5fnVVeoogIZNn","English"
"R_3koH7t2zhFm8kO2","English"
"R_3L5QUxRXlF0HCEi","English_and_French"
"R_3KxX5SJKA0KTWrN","English_and_French"
"R_6QFMgxzYwOcucaR","English"
"R_7ZAwpsWrTbMCzK1","English"
"R_3iLr6EcmwucfOYt","Neither"
"R_2A09cNVDBUbe8ee","English"
"R_NXWYWfvqZzlaL7j","English_and_French"
"R_C1RqAMCIp6deKIx","English"
"R_2uBq25WlzYoVSTx","English"
"R_2czlBj647TVtHSo","French"
"R_xtutTtbhGafWiOt","English"
"R_5pAWYIRp9x6qFmV","English"
"R_qL2NO7Ti1pY36mJ","English"
"R_2wFAq5BwXQSz76D","English"
"R_ZeodSXV2lG5zjod","Neither"
"R_2TXVzztUZ0o6Z3G","French"
"R_3EGVFJRip7CV0GY","French"
"R_1hQGmXWEv27KSgV","English"
"R_2fg4IudNTWx2BDg","English"
"R_tKcBm69hrkVkIBb","French"
"R_8wYT2GA6zhI2Cad","English"
"R_eyXD4DpBeoo7Y4N","English"
"R_4IuoVY7E6AgOFhL","English_and_French"
"R_2wKpF36lbbUvhni","Neither"
"R_6PeF5JBH8baYzZL","English"
"R_3L0Y0JfI8mLEQY8","English"
"R_33DZpnH3CA8Bos5","English"
"R_ZazreJ2dBlN5fpf","English"
"R_1rfslPEJG4LghCO","French"
"R_2YrbxaDTrYiIPcZ","English"
"R_3JabEnAIMCrpX9e","English"
"R_WoHxP1Af7WClstP","English"
"R_2ZETDvYvKY0Xpfd","French"
"R_3Xna7xxGgVKSXTj","English"
"R_1eWDPNtQzGLOG1C","English"
"R_2f9VASPtXoe5oZO","English"
"R_TvZW8LD7sbcDTwt","English"
"R_U9NTNH0EUzSgmzf","Neither"
"R_w7wvWnz9OqzeSRP","English"
"R_1kNCNsZQgU2KkDn","Neither"
"R_1OPSAahx5BqUSKh","English"
"R_3kLLkcre0TO6pvE","English"
"R_QaYQjVyZlEvssWl","English_and_French"
"R_wOdYVSic8xGr0jv","English"
"R_1DLJ9WRrkB53jXd","English"
"R_wXcmKRnMMcuGws9","English_and_French"
"R_1Eb8dEflqhhY0cS","English"
"R_2xRaLAxjjWBp4wF","English"
"R_blt4l8MWgpfm6Sl","English"
"R_2CmkyO9470cz0ax","English"
"R_23dbLNxWoglemwS","English"
"R_246PR8iHHd462uy","English"
"R_VR5Ve08yG5s00rT","French"
"R_2EgGTppe0x6AukW","English"
"R_XTlVV1ZvCE6bLYl","English"
"R_2DTTs4RjsO3pJyP","English"
"R_1Flhfpe8jtzZx3l","French"
"R_3n8mrcQNyZWe58m","English"
"R_1EZsGboLn1QzauE","English"
"R_12cgYdMz2SE7wdh","English_and_French"
"R_2afvevMJiYmXSA2","English"
"R_3pfNyzLOh7FJgn6","English"
"R_1owmYqDM9NP4giw","French"
"R_spRHakdkqtBZcwF","French"
"R_3j9An1xnTnVdgLK","English"
"R_1P5DXY44mUOM7dD","English"
"R_2Pcmhz5qYZPiUS1","English_and_French"
"R_RCE9OSMOazMbPs5","English"
"R_SVODELSNrARiyhX","English"
"R_1PR9hAXNLvj0XpF","French"
"R_3JkGxPGfxMVdatN","French"
"R_12RwmxJUJ6T0pg3","English"
"R_3CJkXap8GsLT854","English"
"R_2wi37ikUcuiw9QQ","English"
"R_80USgeK7uEkaOYx","English"
"R_3Dh97gyJqVmm7aD","English"
"R_1dsNyXTXpboE43n","English_and_French"
"R_Wew1t8fkJpIc3QZ","English"
"R_2QycTGJyiZKdjC4","English"
"R_1pzmJSXgyzAZJ0Y","English"
"R_1fk2D5BugS67rCT","English"
"R_AdgdmE9qTiibOSZ","English"
"R_1LtAdC6ny6BcpkK","English"
"R_2e3aoAo36aXFOjF","English"
"R_3PB4Li5BvUIthgR","French"
"R_30c1p5CGTh0Z4lv","English"
"R_2rTV8gHlQT4TCDl","English"
"R_1r7XY67UE7mhIwO","English"
"R_3MmNGjOlQ4Jm8Ro","English"
"R_3oRdstVHQtiOveN","English"
"R_1mwQCGasT83y1VW","English"
"R_3qv7vO13jumnQ9X","English"
"R_3iR8Rz7YGzdIDy0","French"
"R_CkJY2IuhoX4gZDr","English"
"R_26aUopfFitGwZSL","English"
"R_XSQkAsyly9A0owx","Neither"
"R_2cnZE74DTcCE8Xu","English"
"R_3J8cULHZjYMLkSE","French"
"R_1IgEkScbg6BKPgZ","English"
"R_pzX7NXtvK59vjBD","English_and_French"
"R_2c6nwYIq5IzN2Im","Neither"
"R_1FOZl85hF5DDNWv","English"
"R_3hG9uLN3cuOpIg2","English"
"R_1CqMMQSGyE9p4Ul","English"
"R_1DIvwMXnVGYAgnI","English"
"R_0UsxpAwVWC40Rxf","English"
"R_2eOmhpruIav1Odk","English"
"R_25AdIUcYf7GHxi5","Neither"
"R_10GAKFHbl7imEKP","English"
"R_6hRa0UoNb6Lk6el","English_and_French"
"R_2qkJT9xklH6aoza","Neither"
"R_2zA696OMBtcnanU","English_and_French"
"R_YbpUStAkexsmbEl","English"
"R_1DYC5WcveyaITvr","English"
"R_3e2LcNTHNlwH6G1","English"
"R_3GEe6jSlFFTDre2","French"
"R_2VJBjU4Ds86T0rG","English"
"R_1r36N8L7LtheuaI","French"
"R_2YQfiRyDrLgDQ3y","English"
"R_3EL5y6yesFuYptD","English"
"R_3KUZSQ7pf2qrBuH","English"
"R_xfoY9KaYIDSHggp","English"
"R_XHYKSRvvO2DoqeB","Neither"
"R_23V6DacD0vuUYwO","Neither"
"R_1K7ozjPmzeGoJMQ","English"
"R_qC0yd3QLynh9pp7","English"
"R_1DMPeUhtORmkEnv","English"
"R_2YJ3tm9D3RgNVso","English"
"R_21BdwxHSBx9RPEm","English"
"R_248cWLb88RYqYfz","English"
"R_2foDukJ7BEVlpZi","English"
"R_2AY9eSqh16Z4k7p","French"
"R_1LjmH1GVfaHk5yO","French"
"R_3kqfxylU7mRNRjG","English"
"R_2WG1WJEnWKAwgTR","English"
"R_3JIrmqM6JeYrtMC","English"
"R_1LAOouawKGJOYFH","English"
"R_3CJfDryS4TxTZm3","French"
"R_2OGQ2cR466ph5MK","English_and_French"
"R_2CJLqI4dYbAvQK4","French"
"R_1FG1jMwXrivhwik","English"
"R_DTcQmlneybB2S4N","English"
"R_3qIqBFvbtje9lPd","English"
"R_3enyR8F4Y83BLR8","English"
"R_3G1BnUgL0eMkcVO","Neither"
"R_31n3ZntLqo8Cxfs","English"
"R_R8Gk8z436OckZTX","English"
"R_AbYdIUz6TXNuYF3","English"
"R_27D7U9OflRdErei","French"
"R_2tgr9Zg1r3BwbEa","English"
"R_6FDdG6oUqLuabND","English_and_French"
"R_eeujFdusO1W6Pw5","English"
"R_2EhjzURVGETpzwG","English"
"R_3en8BrLfRYb7BPl","English"
