"cps19_ResponseId","cps19_education","cps19_bornin_canada","education"
"R_2uVPa9LPIugdnF0",6,1,"College/Trades"
"R_1LYfiB9pUycUkOE",9,1,"Bachelors"
"R_2azXNyqsGZqLXS5",9,1,"Bachelors"
"R_12bZFcI73OPGJrx",7,1,"College/Trades"
"R_2wNp7TdzTDmZ0YO",6,1,"College/Trades"
"R_3nSZLKo91bhFBPF",4,1,"No degree/ diploma"
"R_0ByNxSl3xVRPECR",5,1,"High school"
"R_1LzZ3hBGTeVORgM",8,2,"Bachelors"
"R_30wMzNehDCBeAhN",2,1,"No degree/ diploma"
"R_1PSkSOVz3GxINTT",9,1,"Bachelors"
"R_2wGKejrlqnHnQqA",11,1,"Postgrad"
"R_3QPEwucBd8HX25D",9,1,"Bachelors"
"R_2WBXpsKtjUtzdJJ",5,1,"High school"
"R_1N1TY9yk63yfHkc",7,2,"College/Trades"
"R_1ZTPq4fquTlrxUR",9,1,"Bachelors"
"R_W0qC4YuIXJxTAqd",7,1,"College/Trades"
"R_u8kVMuc1qkT4Fc5",4,1,"No degree/ diploma"
"R_2c1mUPLovVpeP5i",7,1,"College/Trades"
"R_1GZbYZUY9OFwdwT",9,1,"Bachelors"
"R_1DHmfgU55EmgLG1",8,2,"Bachelors"
"R_3HuiOz5KnppQujx",4,1,"No degree/ diploma"
"R_3lFCaKqJ97OBL4L",7,1,"College/Trades"
"R_1hyweyp4taSmEY4",8,1,"Bachelors"
"R_9Gi95eHCtJ0M4lr",6,1,"College/Trades"
"R_3mZTwtFAC29Y259",9,1,"Bachelors"
"R_08lfalXnsc4kCOd",5,1,"High school"
"R_agC7i5Doygh99Jf",11,1,"Postgrad"
"R_2UfL8G4i8Gd3Rrv",8,1,"Bachelors"
"R_1LOKQeOikearyQM",10,2,"Postgrad"
"R_e8wit7Jf0KDNzpv",9,1,"Bachelors"
"R_1cS4G8M4wCOeG7u",6,1,"College/Trades"
"R_9uJemDf0A4Xp0oF",9,2,"Bachelors"
"R_1lfzzxWoUB1PflC",9,2,"Bachelors"
"R_2fpM7I9JRpCqFuU",9,2,"Bachelors"
"R_1P04JwRUkFha19H",4,1,"No degree/ diploma"
"R_dm2JD4ZN2UJE07v",8,1,"Bachelors"
"R_DUeRAAGT4atwqwF",10,1,"Postgrad"
"R_24c4ZgZXyM15Piu",9,2,"Bachelors"
"R_eglHwDcggjrCAI9",9,2,"Bachelors"
"R_10vWvWn5uQ7MAuR",3,1,"No degree/ diploma"
"R_1hYGAl7Ne5jSe1r",5,1,"High school"
"R_wRXju4FRXdsAtnr",7,1,"College/Trades"
"R_3JE4b61J33aGSRU",5,1,"High school"
"R_1OT8y1hApnw1Pzl",9,1,"Bachelors"
"R_3QWOMQ0x7PxlqZA",9,1,"Bachelors"
"R_2V2Q1K290FuPsPU",5,1,"High school"
"R_0Go9xuUvyCJJiH7",6,1,"College/Trades"
"R_2fy5BoKnIpQOS58",9,1,"Bachelors"
"R_2TvgWiFKm9Mn7af",9,1,"Bachelors"
"R_2xRITUh0aBApd0u",7,2,"College/Trades"
"R_Zfo359r16JhVKgx",6,1,"College/Trades"
"R_A6Q8oV6BjLEhJyp",6,1,"College/Trades"
"R_2TMjG7v6I6RmMrK",11,1,"Postgrad"
"R_1DO3zSWNEN5LHsn",12,1,NA
"R_2S7jiaTO47zCUEA",5,1,"High school"
"R_1dHxbi7Za2e225L",4,1,"No degree/ diploma"
"R_3s67yw5LcLZDqeP",4,1,"No degree/ diploma"
"R_Y0r3WrEcRQRd3Md",4,1,"No degree/ diploma"
"R_C1SON7zTBAd5hhn",2,1,"No degree/ diploma"
"R_sd5mI3MbyXA6Zfr",9,1,"Bachelors"
"R_3m4PKgsvU1rypEi",5,1,"High school"
"R_3NypruHGAkd3NiN",6,1,"College/Trades"
"R_1i54RDzqvdgk0Qm",5,1,"High school"
"R_3ql0sN01N5t1UeY",8,1,"Bachelors"
"R_3HvQBwYyDtwF9lJ",11,1,"Postgrad"
"R_9TYmhSoj9NhTblD",7,1,"College/Trades"
"R_1gFJco67aiMzX9y",7,1,"College/Trades"
"R_1l0oKZFdqOksb8s",7,1,"College/Trades"
"R_pRXVSQxmO9OVRwl",8,1,"Bachelors"
"R_2zuKssef15PrrKu",11,2,"Postgrad"
"R_2QPrPjmBMVzNIWV",8,1,"Bachelors"
"R_1FaJIbu7Rc8Rfsa",5,1,"High school"
"R_1Ks7IhtgBOvL2XH",9,1,"Bachelors"
"R_eJLwiuOk7ToKjK1",9,1,"Bachelors"
"R_3NwBgZqVXXvXNfQ",9,1,"Bachelors"
"R_3D1kG08CJrkkSwv",6,1,"College/Trades"
"R_zYH4iQ51U8dbXPz",9,1,"Bachelors"
"R_DvnQkmJV21E8PPr",7,1,"College/Trades"
"R_8IgcfVogkVG1JxT",9,1,"Bachelors"
"R_W3EwlR3Qin558TD",10,2,"Postgrad"
"R_3IS3vkjBQ8V5c5H",6,1,"College/Trades"
"R_R4ckafAMjcQeq3L",7,1,"College/Trades"
"R_Av9DqVW5x4kybjH",8,1,"Bachelors"
"R_22xz3hAChgmVazM",9,1,"Bachelors"
"R_1mLurFv8r9xNXW6",11,1,"Postgrad"
"R_ANaOWYCMH5QK7OV",5,1,"High school"
"R_DIUCcAIawzPD7rz",5,1,"High school"
"R_1JRZT9t6uY3UcGN",4,1,"No degree/ diploma"
"R_aaZlhNfwVTgDFiV",11,1,"Postgrad"
"R_1cSQI3GKiFnltZD",7,1,"College/Trades"
"R_1o1FD4pg9LmKxZ8",7,1,"College/Trades"
"R_10DjJ4ZiCbnl0Xl",7,1,"College/Trades"
"R_3kyOKRcEgfghy1a",9,1,"Bachelors"
"R_3Q0bHxapmzPaH97",6,1,"College/Trades"
"R_us48M56S0HbUTRv",8,1,"Bachelors"
"R_3MKKjz7GCatQtt2",4,1,"No degree/ diploma"
"R_2tFmBm2uaMawcLW",8,1,"Bachelors"
"R_2aKuzapRaqkqLuM",5,1,"High school"
"R_338qav1RVznAz37",5,1,"High school"
"R_2wNpzTMJIvCjJPI",7,1,"College/Trades"
"R_a9jJ5K1CENTtnQ5",5,1,"High school"
"R_1LSa7fWU8mIjEn0",8,1,"Bachelors"
"R_1d5diIkD4aiYgCG",10,2,"Postgrad"
"R_30elhQVW4rgeQfW",10,1,"Postgrad"
"R_PCcoS1bS18oZKZb",5,1,"High school"
"R_2aXLh9H62opEZwe",9,1,"Bachelors"
"R_29hMip2cq8FLjU5",8,1,"Bachelors"
"R_TemDy8JwK7JScH7",7,1,"College/Trades"
"R_2DYq2QUgYDeuCp5",6,1,"College/Trades"
"R_zdOGTkaoinMn3CV",5,1,"High school"
"R_1dfVITS5k8LdBVM",9,1,"Bachelors"
"R_1SpFuMxk5yGX4eB",9,1,"Bachelors"
"R_2g8Z8SOeTkOq0IF",9,1,"Bachelors"
"R_3kqfGNxWkq8n12L",5,1,"High school"
"R_1FRQQbE2ihFYO8k",9,1,"Bachelors"
"R_ssMZXP2GvB0OMp3",5,1,"High school"
"R_2fI022H21g2gdwo",10,1,"Postgrad"
"R_3QNLUyqigG630yt",7,1,"College/Trades"
"R_rqLBlYGsoSMACUp",7,1,"College/Trades"
"R_3j9iTnxmSbgpIpN",9,1,"Bachelors"
"R_Ryr9rPv6rXox3uV",5,1,"High school"
"R_cI4Nnz31rzf2FwZ",8,1,"Bachelors"
"R_37tY2xCyoAPVaq5",9,1,"Bachelors"
"R_22Ke1ZLlnbFVf8g",9,1,"Bachelors"
"R_XZbV1UlQxM96OJj",11,1,"Postgrad"
"R_1gROhceu7o3Yc33",9,1,"Bachelors"
"R_31szQ427HYf8hTE",7,1,"College/Trades"
"R_dgrMi3ZS1opjBYd",10,1,"Postgrad"
"R_1ILXF9RScas2gPZ",7,1,"College/Trades"
"R_sGv8QhHIMGNPp7j",6,1,"College/Trades"
"R_AmJ34lmFVdzNf1v",9,1,"Bachelors"
"R_2zHlY33yjgBSoFC",5,1,"High school"
"R_1mKLWH4JbpjT6XZ",5,1,"High school"
"R_1M5Qyg7sNRO0FVu",11,1,"Postgrad"
"R_2CHgsr8IVvHC2sr",7,2,"College/Trades"
"R_2QWIzN5ZwJpzZqP",7,1,"College/Trades"
"R_1gBmEFkzjxDT3FP",8,1,"Bachelors"
"R_2xPpHzX34dBJ9xr",4,1,"No degree/ diploma"
"R_x5BZtGtHw1MFc4x",10,1,"Postgrad"
"R_3CV3qZfExA69Ug2",7,1,"College/Trades"
"R_3MtbboFHYbTxu5h",9,1,"Bachelors"
"R_3PFV0swDe3QKWva",6,1,"College/Trades"
"R_1NglyZjNX01U8yW",9,1,"Bachelors"
"R_1ml5JSw9YEd9GVA",7,1,"College/Trades"
"R_3m4gak9oSYbi1Nk",8,1,"Bachelors"
"R_PUHWUZ4hGdOxIlz",7,1,"College/Trades"
"R_6ydvr5jVbZGRB97",5,1,"High school"
"R_3m8KE3UQzvjPfzy",4,1,"No degree/ diploma"
"R_3L0Ce8aSoafiYr8",7,1,"College/Trades"
"R_3JgCILgpxQy7zZf",5,2,"High school"
"R_3JynsoFPEgbc1dI",9,1,"Bachelors"
"R_2EAh6yVYGFF8QUe",9,1,"Bachelors"
"R_RVyeWsn1SRwYJhf",7,1,"College/Trades"
"R_3G8GM5FHe9aR7Ra",6,1,"College/Trades"
"R_2Yti0og7xoqRZql",7,1,"College/Trades"
"R_2BtT531Vckjc7oM",9,1,"Bachelors"
"R_1j9vxunZioqKVVz",7,2,"College/Trades"
"R_6xsnlwGW5ALMYCd",6,1,"College/Trades"
"R_22qVTxitT0pT02D",7,1,"College/Trades"
"R_3ksSZcAi3nSRbF9",5,2,"High school"
"R_11gPQJlugw66GbN",4,1,"No degree/ diploma"
"R_2Cm7jglx4u3zbzk",9,1,"Bachelors"
"R_3G2LxBdFzf9nvKk",5,1,"High school"
"R_3PRVFE7DZHsOgSp",5,1,"High school"
"R_2U02z9XLycyUYIy",5,1,"High school"
"R_1BWYitCdeyykK84",7,1,"College/Trades"
"R_3Le5KBxKuLvbEG9",8,2,"Bachelors"
"R_2VyZgVHaqxs32lh",8,1,"Bachelors"
"R_qPehyL3ZaklYC3v",9,1,"Bachelors"
"R_1MKD1nmHrnHsbOG",7,1,"College/Trades"
"R_XSvGdXLsI27cHER",8,1,"Bachelors"
"R_1KlROJpu5aArow1",11,1,"Postgrad"
"R_1R3bOJe4BtDAFjP",10,2,"Postgrad"
"R_3oMGoRpNEhbPdk5",9,1,"Bachelors"
"R_3hbR7NAYsPYBtZ7",9,2,"Bachelors"
"R_1fko8504qQrQGOV",10,1,"Postgrad"
"R_2wSmdRBlgTe5Adg",7,1,"College/Trades"
"R_1H6Its2EGQL9QO6",7,1,"College/Trades"
"R_2WJq9obSJtd0Zoj",8,1,"Bachelors"
"R_27HdQ65njdBFKcw",5,1,"High school"
"R_4ZXVAXyytSZ6J2h",7,1,"College/Trades"
"R_3m3i0xPu35cfZPu",5,1,"High school"
"R_3ek32rtDntOzfTq",5,1,"High school"
"R_xaxCEl5CNcHHFzH",9,1,"Bachelors"
"R_OJzwzwewZ6Ra4wh",6,1,"College/Trades"
"R_2OVHUhHnvOFBW3A",7,1,"College/Trades"
"R_1C3FDscl1UnWprX",9,1,"Bachelors"
"R_2bj5xIR7KYhlfKp",7,1,"College/Trades"
"R_3fB6RgDGpLzI1ZA",9,1,"Bachelors"
"R_1lB1IoBsKmtpBkA",9,1,"Bachelors"
"R_2rORYSO70XfkYlI",9,1,"Bachelors"
"R_3mg9V79cahtzfo2",6,1,"College/Trades"
"R_247TZieWYlChvGB",10,2,"Postgrad"
"R_voZFHzk72n8uiTn",5,1,"High school"
"R_3k7nOsPMSCViO5u",7,1,"College/Trades"
"R_1Lj5SRxLwHOXpPO",9,1,"Bachelors"
"R_3qKVPOlgX8JXnLb",8,1,"Bachelors"
"R_3Hnxc7VQY5nyWfe",9,1,"Bachelors"
"R_429L6ht2cpms0Jr",5,1,"High school"
"R_AhyHrgExk01i4dH",5,1,"High school"
"R_1hMZo94SKe0656m",8,2,"Bachelors"
"R_1jkqwgalygNXBxa",10,1,"Postgrad"
"R_1QoXGYhyq2pE7cT",9,1,"Bachelors"
"R_bkDvVAE2VvBo2Pf",7,1,"College/Trades"
"R_1gGvzYF5i9OvgSc",4,1,"No degree/ diploma"
"R_1lrFajrYHeRMpqP",5,1,"High school"
"R_9Mi1SdvyiUKYfnj",6,2,"College/Trades"
"R_3EFt2YzcymiwAmo",4,1,"No degree/ diploma"
"R_Qihjuw49qxuoXyV",9,1,"Bachelors"
"R_3KBZQTK1NAFyll4",7,2,"College/Trades"
"R_1iqzlazCYXzc2j4",7,1,"College/Trades"
"R_BFDXXBPHksGADSN",5,2,"High school"
"R_2aftn3ZICQZDeWp",8,1,"Bachelors"
"R_2463xkbQ3hO7y6L",6,1,"College/Trades"
"R_snwquQGYgklXTTX",9,1,"Bachelors"
"R_2ZBvFHAkvQ3K3bd",7,1,"College/Trades"
"R_eRIWxre7PO1n87T",9,1,"Bachelors"
"R_1f2blQv6N176A25",7,2,"College/Trades"
"R_3ikaEuAgypTVJha",5,1,"High school"
"R_p44CwTrj4STj9Qd",9,1,"Bachelors"
"R_3erkVR6f74K8w8s",6,1,"College/Trades"
"R_3QWrglM8wujhn1g",6,1,"College/Trades"
"R_30iZyjcZf03zZG9",6,1,"College/Trades"
"R_2BqWcad9m8T6ACi",9,1,"Bachelors"
"R_8D2NLXm4cWa1L9v",10,2,"Postgrad"
"R_2XbMnPVPpmluOAJ",5,1,"High school"
"R_3COcPGvOqJWb6To",6,1,"College/Trades"
"R_sndtxWK26b0mYoN",9,2,"Bachelors"
"R_1P6MSmkDmEmoja8",10,1,"Postgrad"
"R_1rJl2tEAXykYSV3",5,1,"High school"
"R_1LBS9rGM071RDOE",9,1,"Bachelors"
"R_V3GqV16VnCAEliN",5,1,"High school"
"R_2ZUEE7TOwhnCr45",8,1,"Bachelors"
"R_27PuIPY7iLjWXVK",7,1,"College/Trades"
"R_2cdYA3e85iaaO5P",5,1,"High school"
"R_3Hp4wINgGQVnRVM",8,1,"Bachelors"
"R_1IMI3gx7jFrE8wO",11,1,"Postgrad"
"R_3GBOUv3bqkpAyvI",10,2,"Postgrad"
"R_1FPYdPX4DrI9JMY",8,1,"Bachelors"
"R_3J4Ms5hfi9eb2ax",9,1,"Bachelors"
"R_1JD4ZHwF8R9gvr7",11,1,"Postgrad"
"R_W7OBd9e7uz2MT5f",6,1,"College/Trades"
"R_BKUirSrawjWpfrz",5,1,"High school"
"R_3MgkDe92ozkcwXT",11,1,"Postgrad"
"R_ahCG2DrM6xgzueZ",6,1,"College/Trades"
"R_3ReAjPx0PNtFD1I",7,2,"College/Trades"
"R_3FL6GzKx79emXvm",9,1,"Bachelors"
"R_24tIiOiolEu0StE",10,1,"Postgrad"
"R_33BU9IKKpbvRueX",8,1,"Bachelors"
"R_3RkD2JT33PDtFtJ",8,1,"Bachelors"
"R_1FJuWSsrcqRMcni",9,1,"Bachelors"
"R_Xq76Wm1xqcPaSxH",8,2,"Bachelors"
"R_1BWSzAFhAIOIfhS",8,1,"Bachelors"
"R_2WJ7GN85eI6rI2Z",10,2,"Postgrad"
"R_RshQ4k7VkUH2fJv",7,1,"College/Trades"
"R_1gtZU3Dgy2qlrx8",6,1,"College/Trades"
"R_2R1zWJru3nm2s9T",6,1,"College/Trades"
"R_2ym6hjUsipbeC9Q",5,1,"High school"
"R_50Vn1rZLzK1MXGV",6,2,"College/Trades"
"R_1Lvg7JBpea9gF84",11,1,"Postgrad"
"R_1rcV4tjq4Mi3qFz",7,2,"College/Trades"
"R_1QgyFcEtd4ExQP2",10,1,"Postgrad"
"R_2VI0nL6n6mIfDvd",5,1,"High school"
"R_1S1qEPVCdgzJYuB",4,1,"No degree/ diploma"
"R_2w4uIuKRgpCkWYz",9,2,"Bachelors"
"R_2wRnbUBEm62Seao",9,1,"Bachelors"
"R_2PoM6wtFlscd5Ys",8,1,"Bachelors"
"R_1DRON6mCMA6eszD",5,1,"High school"
"R_3kKTW0vYmhPSScz",8,2,"Bachelors"
"R_3k5Iceo7FtTejTd",9,1,"Bachelors"
"R_3RgtHVnWY64mBM9",9,1,"Bachelors"
"R_1mKlYDZe9RsS3Vg",8,1,"Bachelors"
"R_1lmnomY4GUUIdCe",9,1,"Bachelors"
"R_3kw7B55VKFIV8Pe",7,1,"College/Trades"
"R_1g0aAgKTfXOAIhl",6,1,"College/Trades"
"R_1esBSPcttfiieEW",11,1,"Postgrad"
"R_1Opf1gAYBDAGo5D",3,1,"No degree/ diploma"
"R_1MM6IYGn3gveG3l",6,1,"College/Trades"
"R_2e4i2tyEXsa8FNK",6,1,"College/Trades"
"R_Uyyav1YJDWLvdC1",5,1,"High school"
"R_x5vHDVxfEMSU6FX",6,2,"College/Trades"
"R_3s5hktTiAGs6yU9",8,1,"Bachelors"
"R_2QXqi6kPGNe7Lsi",6,1,"College/Trades"
"R_3j1cBYV95tjWgdD",9,1,"Bachelors"
"R_yR7Fuq46ten2d1f",9,1,"Bachelors"
"R_qXhelFW9gsyEB3P",9,1,"Bachelors"
"R_25YiFY6ayfQu4Cb",2,1,"No degree/ diploma"
"R_3DeHlI2mpTOAsNK",6,1,"College/Trades"
"R_AdtyT6bfeutba6d",9,1,"Bachelors"
"R_3NUljpMEUffO8xS",7,1,"College/Trades"
"R_231e2f0QvqTf8h5",5,1,"High school"
"R_dimEGKbGeXZk689",9,1,"Bachelors"
"R_2Bu2QFe9clZSdBK",11,2,"Postgrad"
"R_3MSSCnnLsI0UeKe",7,1,"College/Trades"
"R_3D7SkmaRMSazH7l",7,1,"College/Trades"
"R_3HhlWDXtQ8DGDZ3",7,1,"College/Trades"
"R_1DYz7qs8kjGxuOV",6,1,"College/Trades"
"R_1QyHEYX4XfCBcAK",7,1,"College/Trades"
"R_rkDKkgjQUG8gyl3",5,1,"High school"
"R_1LqG6BfbRGb4Nza",5,1,"High school"
"R_XuHR2PnyBAAdYIN",9,2,"Bachelors"
"R_2cbVRfsw0nlQZbQ",10,1,"Postgrad"
"R_eh3Z3m6acXcE1pL",6,1,"College/Trades"
"R_3EbVZsXVflVgwTV",5,1,"High school"
"R_1gurhsGIaGa6R6C",7,1,"College/Trades"
"R_3EMbIKTZfhSg6Os",5,1,"High school"
"R_3q99oQPcHQ1Hubc",5,1,"High school"
"R_z2qS7zvESDSbzpv",9,1,"Bachelors"
"R_3Pibk8KUhyXEuN5",9,1,"Bachelors"
"R_9LG3GU5xn01tLdn",9,1,"Bachelors"
"R_3I4YILvLZwkB25W",9,1,"Bachelors"
"R_1psa2TUgzCV4NxK",5,1,"High school"
"R_2CNwGFYYc5YTeLI",9,1,"Bachelors"
"R_2Y3NlJ4cCr04FJN",8,1,"Bachelors"
"R_27J2M2fdLTNSWSw",11,1,"Postgrad"
"R_3Mom1M3rPzTxBGT",9,1,"Bachelors"
"R_25NiEWjgWVbBb8P",8,1,"Bachelors"
"R_1QyKuuwLL1JQ8io",5,1,"High school"
"R_30ueu39wQPut8tu",5,1,"High school"
"R_3JdQxlfpmWmmvPa",7,1,"College/Trades"
"R_33fh0Gnc3zicHyL",7,1,"College/Trades"
"R_UK4464uTbIURhTP",9,1,"Bachelors"
"R_3qmlEaTU5xCRIzs",9,1,"Bachelors"
"R_28IMbEIUut2sva5",5,1,"High school"
"R_1BWB4nB4VK1mGq0",9,1,"Bachelors"
"R_10oOINGHQdPA8F7",7,1,"College/Trades"
"R_1EatcxbaZgQJg1R",5,2,"High school"
"R_2wiSeUe8q3triuM",9,1,"Bachelors"
"R_0pQPyZj69SElcZj",6,1,"College/Trades"
"R_2YQXVQOmDzQYexw",9,1,"Bachelors"
"R_sNoiWDrcd5EzWqB",10,1,"Postgrad"
"R_27k5SJNVrsVid9S",7,1,"College/Trades"
"R_3CNMNtmlbvWiCHU",7,1,"College/Trades"
"R_OKkKJEVK1dAwaT7",7,1,"College/Trades"
"R_3hsSWYjQPxEOt55",8,1,"Bachelors"
"R_2DXIr6acIAxLqXi",6,1,"College/Trades"
"R_1lzemSNMpCWzMBm",9,2,"Bachelors"
"R_2scAClpSwRucper",5,1,"High school"
"R_3OeISUdehdppFdu",5,1,"High school"
"R_24BqVDjaTq8GhBI",9,1,"Bachelors"
"R_3EAugIgxWujVnmW",8,1,"Bachelors"
"R_2w0Ncz3LmL1KWVQ",9,1,"Bachelors"
"R_2rCIa9u4KZKaibM",5,1,"High school"
"R_OOGSynpIpPOtAYN",5,1,"High school"
"R_SISekwk6lJNH5cd",10,2,"Postgrad"
"R_3s1tAe10LFMPINR",7,1,"College/Trades"
"R_3PO9vnbXgPa4eQ9",9,1,"Bachelors"
"R_2axD9QCRUsuk3EG",5,1,"High school"
"R_2pKvD7dElwBGmqh",6,1,"College/Trades"
"R_2tyhxi8TOMdSrj0",9,1,"Bachelors"
"R_1DAKw7jnz1WlqHj",8,1,"Bachelors"
"R_2rBbRdgfUyA9f0l",8,1,"Bachelors"
"R_2xxUDSR50IC7Nrj",9,2,"Bachelors"
"R_3peWDfqel7zZRhx",9,1,"Bachelors"
"R_2YhySw6da1TJ17l",5,1,"High school"
"R_12flIigo62BhY5G",5,1,"High school"
"R_6hajqV2QjrsHaa5",6,1,"College/Trades"
"R_Ray6BmpfruBURPz",5,1,"High school"
"R_TuBrrwR76yXvQWd",11,1,"Postgrad"
"R_NXfDuSwYyACMsW5",6,1,"College/Trades"
"R_2moWMQ2ZdfFBhQZ",8,2,"Bachelors"
"R_z0tGxB5TI6k5nWx",9,1,"Bachelors"
"R_3sbpmRnlX6hINCV",7,1,"College/Trades"
"R_3kh4qVqW9XLlSND",9,1,"Bachelors"
"R_3MbxBJ7v8W5GMzf",5,1,"High school"
"R_D2KoVdHcLkoVHjz",7,1,"College/Trades"
"R_1rNapDzk697G9Ng",5,1,"High school"
"R_2cpIzrMnviukxES",9,2,"Bachelors"
"R_2ckKyboqABczGbn",9,1,"Bachelors"
"R_2h5qLZ6TzhfM37j",7,1,"College/Trades"
"R_XX8yhr3Ulz9gsZX",7,1,"College/Trades"
"R_2rAbh6Kq2dRZ9U1",8,1,"Bachelors"
"R_1KlrHjh8N3Dba7i",9,1,"Bachelors"
"R_3NPvjZn1uScBzj7",7,2,"College/Trades"
"R_1n0B3LfZEgDgfDO",7,1,"College/Trades"
"R_1k0IXqwjATb4IAi",6,1,"College/Trades"
"R_23UG6V1uOVzJMxv",9,1,"Bachelors"
"R_XLhRIWtYloKwufD",7,1,"College/Trades"
"R_3KIu1RBozNWFz9W",7,1,"College/Trades"
"R_33d6kX2AZoMsOSZ",5,1,"High school"
"R_z68H0cRk69IyzAd",5,1,"High school"
"R_1n9KGA81eXPbCmK",7,1,"College/Trades"
"R_1rv3Xicu6wqLW4H",9,1,"Bachelors"
"R_2dm7j5YCGSJ0DTZ",9,1,"Bachelors"
"R_2qyrcAAvxnoZ6I7",6,1,"College/Trades"
"R_2R84bA84Ks9DaQD",4,1,"No degree/ diploma"
"R_2BxFqbFSLggR4rp",8,1,"Bachelors"
"R_OuRkeQXN4CuB4IN",9,1,"Bachelors"
"R_3P6NJuggESAqoKQ",9,1,"Bachelors"
"R_1f7AJpIVnrpddRB",10,1,"Postgrad"
"R_2v81zeliSLT3bVY",7,1,"College/Trades"
"R_3Ms2zjeN9Jg4jCP",7,1,"College/Trades"
"R_1rwxTeRaMLAES2S",9,2,"Bachelors"
"R_2Xpzg6gHw6vHsTB",9,1,"Bachelors"
"R_3irigZtiIKRH8Jy",7,1,"College/Trades"
"R_PSNuMe9b6TnyCpX",6,1,"College/Trades"
"R_1NmHtuyG5oS7hlP",6,1,"College/Trades"
"R_3M58Ve6wYbfZLL5",7,1,"College/Trades"
"R_2E6Gy2zdO6zGpYP",5,1,"High school"
"R_wZDHb0acY3reEZr",9,1,"Bachelors"
"R_3k1VS7o8y7OSqoV",10,1,"Postgrad"
"R_2uyagEmMXyq3u95",4,1,"No degree/ diploma"
"R_0VxSi5QndSzjsKR",9,2,"Bachelors"
"R_2c8ITEgYgROWiqc",9,1,"Bachelors"
"R_bf4x8dAPThO1i3D",7,1,"College/Trades"
"R_yxQ9S4Fga8yvBBL",7,1,"College/Trades"
"R_2dXTvQKNKFDgqOB",8,1,"Bachelors"
"R_1o23CHucSSccZME",7,2,"College/Trades"
"R_1H6vFc9IwZL4GW8",7,1,"College/Trades"
"R_3KrxeaMg5XfzWRQ",10,1,"Postgrad"
"R_2E5yzlESAs7yoQk",10,1,"Postgrad"
"R_3Ey6kvMhd44Pgod",10,1,"Postgrad"
"R_3Oc4u0qmdCGNVZT",9,2,"Bachelors"
"R_2R8oK3zjrmt7G1w",5,1,"High school"
"R_2yl8jkJl94jofEU",7,1,"College/Trades"
"R_1QLT46YhvFVf5uH",7,1,"College/Trades"
"R_2YX6BhCPdiI4Bly",11,2,"Postgrad"
"R_rjvsqyW7kvYSEBr",5,1,"High school"
"R_2660lXgBV58Z28r",5,1,"High school"
"R_3n6m12WReFUZd1Y",9,1,"Bachelors"
"R_DoufIf4YXlsYE37",7,1,"College/Trades"
"R_1jDLVqenH6dRzcQ",5,1,"High school"
"R_1hLQktrByJ0M3WS",10,1,"Postgrad"
"R_VKGeBhKDHAi7K8h",6,1,"College/Trades"
"R_2TYkrPxrNgVowOA",6,1,"College/Trades"
"R_82GjjaFpwHbSGaJ",5,1,"High school"
"R_9RMlYHPgsmp03TP",7,1,"College/Trades"
"R_3QQcKAIbLb05lBR",9,2,"Bachelors"
"R_2WAPCGMiKzmT71S",7,1,"College/Trades"
"R_5cE5qqHjlhp8X6h",9,1,"Bachelors"
"R_1Leg11WAQWRhnsU",9,2,"Bachelors"
"R_3ee12MtE4arrBHB",7,1,"College/Trades"
"R_3ERMUZO3YBIFrsm",8,1,"Bachelors"
"R_r7TZFWH4k7GBeDv",11,1,"Postgrad"
"R_2R9qljPv1A4iPAd",3,1,"No degree/ diploma"
"R_2ZEXcqRmq8A01ue",11,1,"Postgrad"
"R_sdHGqNgu0UNsrEl",7,1,"College/Trades"
"R_3NJyF8L7nLJ8OzK",4,1,"No degree/ diploma"
"R_1n0GuO8WXJVdk8i",8,1,"Bachelors"
"R_1imaZMcAfV0rsda",7,1,"College/Trades"
"R_2QGl7bAPb33z651",9,2,"Bachelors"
"R_3g7oBMShTs1DJUx",9,1,"Bachelors"
"R_1eJDoBdMfq8qqNs",10,1,"Postgrad"
"R_1DqjnxIzFernsko",8,2,"Bachelors"
"R_1jfyLNzPI6lEwJ9",10,2,"Postgrad"
"R_sSXTO82aInsqngl",8,1,"Bachelors"
"R_1o29Dn2QpFgMRqs",6,1,"College/Trades"
"R_1rDpmVx8MhzHsDx",8,1,"Bachelors"
"R_3oSYR5Xdcv0ymCH",5,1,"High school"
"R_Qp7BedAbKvALMrL",9,1,"Bachelors"
"R_9uGKxAkAPGdVj2h",5,1,"High school"
"R_20YhPK2WLWlaAaT",7,1,"College/Trades"
"R_2fIO4DeL5OtPLYy",5,1,"High school"
"R_1o1NjkO1pIrrkpj",9,1,"Bachelors"
"R_3Ev69vV2NvzYqx8",5,1,"High school"
"R_3fTqLGmkNZcElDn",9,1,"Bachelors"
"R_27kQpF6Tqn46kyf",5,1,"High school"
"R_3JelcUvK6hqfNtD",9,2,"Bachelors"
"R_1hWpB9Jp4bxJxGX",7,1,"College/Trades"
"R_1NsmWPZPWtNMrxU",9,2,"Bachelors"
"R_1EduADMnUHIka7B",6,1,"College/Trades"
"R_2dL509BGMRKElCq",9,2,"Bachelors"
"R_3oAtKjBagjMdeQL",10,1,"Postgrad"
"R_1CKm7ZzlWTu4mdz",5,1,"High school"
"R_22E6tPvwSbT7z3S",9,1,"Bachelors"
"R_yvBegzMdz0d6X2p",10,1,"Postgrad"
"R_cAR02MYkfNNrDRn",9,2,"Bachelors"
